Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,11.0
1200,3,59.0
1600,4,12.0
2000,5,37.0
2400,6,13.0
2800,7,43.0
3200,8,8.0
3600,9,8.0
4000,10,128.0
4400,11,9.0
4800,12,41.0
5200,13,20.0
5600,14,87.0
6000,15,20.0
6400,16,89.0
6800,17,84.0
7200,18,228.0
7600,19,115.0
8000,20,136.0
8400,21,26.0
8800,22,39.0
9200,23,13.0
9600,24,16.0
10000,25,291.0
10400,26,50.0
10800,27,93.0
11200,28,148.0
11600,29,68.0
12000,30,57.0
12400,31,29.0
12800,32,69.0
13200,33,55.0
13600,34,103.0
14000,35,86.0
14400,36,166.0
14800,37,172.0
15200,38,78.0
15600,39,378.0
16000,40,94.0
16400,41,60.0
16800,42,156.0
17200,43,90.0
17600,44,78.0
18000,45,178.0
18400,46,49.0
18800,47,79.0
19200,48,132.0
19600,49,63.0
20000,50,12.0
20400,51,81.0
20800,52,71.0
21200,53,123.0
21600,54,106.0
22000,55,10.0
22400,56,93.0
22800,57,66.0
23200,58,82.0
23600,59,197.0
24000,60,131.0
24400,61,54.0
24800,62,140.0
25200,63,71.0
25600,64,131.0
26000,65,95.0
26400,66,148.0
26800,67,113.0
27200,68,205.0
27600,69,169.0
28000,70,185.0
28400,71,280.0
28800,72,208.0
29200,73,246.0
29600,74,191.0
30000,75,126.0
30400,76,107.0
30800,77,106.0
31200,78,158.0
31600,79,425.0
32000,80,238.0
32400,81,242.0
32800,82,281.0
33200,83,265.0
33600,84,234.0
34000,85,224.0
34400,86,161.0
34800,87,134.0
35200,88,164.0
35600,89,122.0
36000,90,297.0
36400,91,429.0
36800,92,131.0
37200,93,224.0
37600,94,20.0
38000,95,183.0
38400,96,166.0
38800,97,23.0
39200,98,93.0
39600,99,116.0
40000,100,131.0
