Epoch time step,Epoch number,Episode reward
400,1,9.0
800,2,17.0
1200,3,10.0
1600,4,77.0
2000,5,14.0
2400,6,386.0
2800,7,15.0
3200,8,41.0
3600,9,93.0
4000,10,79.0
4400,11,93.0
4800,12,10.0
5200,13,44.0
5600,14,19.0
6000,15,19.0
6400,16,73.0
6800,17,21.0
7200,18,48.0
7600,19,49.0
8000,20,47.0
8400,21,17.0
8800,22,44.0
9200,23,79.0
9600,24,17.0
10000,25,22.0
10400,26,186.0
10800,27,82.0
11200,28,104.0
11600,29,103.0
12000,30,33.0
12400,31,163.0
12800,32,53.0
13200,33,146.0
13600,34,55.0
14000,35,93.0
14400,36,114.0
14800,37,56.0
15200,38,62.0
15600,39,117.0
16000,40,60.0
16400,41,152.0
16800,42,78.0
17200,43,51.0
17600,44,64.0
18000,45,202.0
18400,46,57.0
18800,47,75.0
19200,48,201.0
19600,49,90.0
20000,50,207.0
20400,51,195.0
20800,52,44.0
21200,53,150.0
21600,54,172.0
22000,55,93.0
22400,56,100.0
22800,57,127.0
23200,58,350.0
23600,59,120.0
24000,60,100.0
24400,61,102.0
24800,62,134.0
25200,63,150.0
25600,64,204.0
26000,65,147.0
26400,66,199.0
26800,67,96.0
27200,68,140.0
27600,69,222.0
28000,70,195.0
28400,71,28.0
28800,72,154.0
29200,73,189.0
29600,74,143.0
30000,75,181.0
30400,76,86.0
30800,77,195.0
31200,78,125.0
31600,79,98.0
32000,80,128.0
32400,81,115.0
32800,82,117.0
33200,83,217.0
33600,84,153.0
34000,85,199.0
34400,86,244.0
34800,87,21.0
35200,88,230.0
35600,89,172.0
36000,90,112.0
36400,91,185.0
36800,92,203.0
37200,93,222.0
37600,94,155.0
38000,95,160.0
38400,96,123.0
38800,97,92.0
39200,98,99.0
39600,99,21.0
40000,100,17.0
