Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,6,6,6,6,6,6,6,6.0
2,6,6,6,6,6,6,6,6.0
3,6,6,6,6,6,6,6,6.0
4,6,6,6,6,6,6,6,6.0
5,6,6,6,6,6,6,6,6.0
6,6,6,6,6,6,6,6,6.0
7,6,6,6,6,6,6,6,6.0
8,6,6,6,6,6,6,6,6.0
9,6,6,6,6,6,6,6,6.0
10,6,6,6,6,6,6,6,6.0
11,6,6,6,6,6,6,6,6.0
12,6,6,6,6,6,6,6,6.0
13,6,6,6,6,6,6,6,6.0
14,6,6,6,6,6,6,6,6.0
15,6,6,6,6,6,6,6,6.0
16,6,6,6,6,6,6,6,6.0
17,6,6,6,6,6,6,6,6.0
18,6,6,6,6,6,6,6,6.0
19,6,6,6,6,6,6,6,6.0
20,6,6,6,6,6,6,6,6.0
21,6,6,6,6,6,6,6,6.0
22,6,6,6,6,6,6,6,6.0
23,6,6,6,6,6,6,6,6.0
24,6,6,6,6,6,6,6,6.0
25,6,6,6,6,6,6,6,6.0
26,6,6,6,6,6,6,6,6.0
27,6,6,6,6,6,6,6,6.0
28,6,6,6,6,6,6,6,6.0
29,6,6,6,6,6,6,6,6.0
30,6,6,6,6,6,6,6,6.0
31,6,6,6,6,6,6,6,6.0
32,6,6,6,6,6,6,6,6.0
33,6,6,6,6,6,6,6,6.0
34,6,6,6,6,6,6,6,6.0
35,6,6,6,6,6,6,6,6.0
36,6,6,6,6,6,6,6,6.0
37,6,6,6,6,6,6,6,6.0
38,6,6,6,6,6,6,6,6.0
39,6,6,6,6,6,6,6,6.0
40,6,6,6,6,6,6,6,6.0
41,6,6,6,6,6,6,6,6.0
42,6,6,6,6,6,6,6,6.0
43,6,6,6,6,6,6,6,6.0
44,6,6,6,6,6,6,6,6.0
45,6,6,6,6,6,6,6,6.0
46,6,6,6,6,6,6,6,6.0
47,6,6,6,6,6,6,6,6.0
48,6,6,6,6,6,6,6,6.0
49,6,6,6,6,6,6,6,6.0
50,6,6,6,6,6,6,6,6.0
51,6,6,6,6,6,6,6,6.0
52,6,6,6,6,6,6,6,6.0
53,6,6,6,6,6,6,6,6.0
54,6,6,6,6,6,6,6,6.0
55,6,6,6,6,6,6,6,6.0
56,6,6,6,6,6,6,6,6.0
57,6,6,6,6,6,6,6,6.0
58,6,6,6,6,6,6,6,6.0
59,6,6,6,6,7,6,6,6.142857142857143
60,6,6,6,6,7,6,6,6.142857142857143
61,6,6,6,6,7,6,6,6.142857142857143
62,6,6,6,6,7,6,6,6.142857142857143
63,6,6,6,6,7,6,6,6.142857142857143
64,6,6,6,6,7,6,6,6.142857142857143
65,6,6,6,6,7,6,6,6.142857142857143
66,6,6,6,6,7,6,6,6.142857142857143
67,6,6,6,6,7,6,6,6.142857142857143
68,6,6,7,6,7,6,6,6.285714285714286
69,6,6,7,6,7,6,6,6.285714285714286
70,6,6,7,6,7,6,6,6.285714285714286
71,6,6,7,6,7,6,6,6.285714285714286
72,6,6,7,6,7,6,6,6.285714285714286
73,6,6,7,6,7,6,6,6.285714285714286
74,6,6,7,6,7,6,6,6.285714285714286
75,6,6,7,6,7,6,6,6.285714285714286
76,6,6,7,6,7,6,6,6.285714285714286
77,6,6,7,6,7,6,6,6.285714285714286
78,6,6,7,6,7,6,6,6.285714285714286
79,6,6,7,6,7,6,6,6.285714285714286
80,6,6,7,6,7,6,6,6.285714285714286
81,6,6,7,6,7,6,6,6.285714285714286
82,6,6,7,6,7,6,6,6.285714285714286
83,6,6,7,6,7,6,6,6.285714285714286
84,6,6,7,6,7,6,6,6.285714285714286
85,6,6,7,6,7,6,6,6.285714285714286
86,6,6,7,6,7,6,6,6.285714285714286
87,6,6,7,6,7,7,6,6.428571428571429
88,6,6,7,6,8,7,6,6.571428571428571
89,6,6,7,6,8,7,6,6.571428571428571
90,6,6,7,6,8,7,6,6.571428571428571
91,6,6,7,6,8,7,6,6.571428571428571
92,6,6,7,6,8,7,6,6.571428571428571
93,6,6,7,6,8,7,6,6.571428571428571
94,6,6,7,6,8,7,6,6.571428571428571
95,6,6,7,6,8,7,6,6.571428571428571
96,6,6,7,6,8,7,6,6.571428571428571
97,6,6,7,6,8,7,6,6.571428571428571
98,6,6,7,6,8,7,6,6.571428571428571
99,6,6,7,6,8,7,6,6.571428571428571
100,6,6,7,6,8,7,6,6.571428571428571
