Epoch time step,Epoch number,Episode reward
400,1,9.0
800,2,11.0
1200,3,43.0
1600,4,14.0
2000,5,147.0
2400,6,47.0
2800,7,20.0
3200,8,147.0
3600,9,74.0
4000,10,62.0
4400,11,10.0
4800,12,47.0
5200,13,40.0
5600,14,27.0
6000,15,18.0
6400,16,32.0
6800,17,47.0
7200,18,43.0
7600,19,314.0
8000,20,257.0
8400,21,75.0
8800,22,58.0
9200,23,57.0
9600,24,22.0
10000,25,60.0
10400,26,32.0
10800,27,78.0
11200,28,92.0
11600,29,20.0
12000,30,69.0
12400,31,102.0
12800,32,97.0
13200,33,115.0
13600,34,22.0
14000,35,29.0
14400,36,118.0
14800,37,10.0
15200,38,175.0
15600,39,114.0
16000,40,33.0
16400,41,150.0
16800,42,89.0
17200,43,28.0
17600,44,75.0
18000,45,26.0
18400,46,178.0
18800,47,100.0
19200,48,221.0
19600,49,68.0
20000,50,53.0
20400,51,52.0
20800,52,65.0
21200,53,40.0
21600,54,84.0
22000,55,55.0
22400,56,126.0
22800,57,94.0
23200,58,141.0
23600,59,169.0
24000,60,136.0
24400,61,54.0
24800,62,101.0
25200,63,305.0
25600,64,120.0
26000,65,23.0
26400,66,145.0
26800,67,222.0
27200,68,101.0
27600,69,192.0
28000,70,168.0
28400,71,129.0
28800,72,153.0
29200,73,184.0
29600,74,108.0
30000,75,277.0
30400,76,164.0
30800,77,330.0
31200,78,180.0
31600,79,120.0
32000,80,150.0
32400,81,202.0
32800,82,246.0
33200,83,171.0
33600,84,401.0
34000,85,135.0
34400,86,114.0
34800,87,197.0
35200,88,103.0
35600,89,322.0
36000,90,88.0
36400,91,139.0
36800,92,205.0
37200,93,126.0
37600,94,115.0
38000,95,257.0
38400,96,108.0
38800,97,158.0
39200,98,18.0
39600,99,113.0
40000,100,93.0
