Epoch time step,Epoch number,Episode reward
400,1,8.0
800,2,8.0
1200,3,13.0
1600,4,9.0
2000,5,10.0
2400,6,12.0
2800,7,32.0
3200,8,14.0
3600,9,17.0
4000,10,22.0
4400,11,58.0
4800,12,11.0
5200,13,14.0
5600,14,71.0
6000,15,11.0
6400,16,126.0
6800,17,31.0
7200,18,52.0
7600,19,36.0
8000,20,93.0
8400,21,16.0
8800,22,61.0
9200,23,44.0
9600,24,18.0
10000,25,42.0
10400,26,53.0
10800,27,20.0
11200,28,62.0
11600,29,104.0
12000,30,133.0
12400,31,8.0
12800,32,55.0
13200,33,43.0
13600,34,17.0
14000,35,74.0
14400,36,101.0
14800,37,189.0
15200,38,146.0
15600,39,26.0
16000,40,62.0
16400,41,60.0
16800,42,81.0
17200,43,10.0
17600,44,176.0
18000,45,78.0
18400,46,49.0
18800,47,44.0
19200,48,19.0
19600,49,98.0
20000,50,68.0
20400,51,113.0
20800,52,55.0
21200,53,66.0
21600,54,53.0
22000,55,82.0
22400,56,89.0
22800,57,86.0
23200,58,117.0
23600,59,119.0
24000,60,136.0
24400,61,122.0
24800,62,102.0
25200,63,235.0
25600,64,93.0
26000,65,89.0
26400,66,103.0
26800,67,118.0
27200,68,20.0
27600,69,133.0
28000,70,201.0
28400,71,188.0
28800,72,159.0
29200,73,108.0
29600,74,147.0
30000,75,17.0
30400,76,915.0
30800,77,209.0
31200,78,255.0
31600,79,181.0
32000,80,175.0
32400,81,201.0
32800,82,164.0
33200,83,181.0
33600,84,195.0
34000,85,146.0
34400,86,132.0
34800,87,167.0
35200,88,265.0
35600,89,132.0
36000,90,136.0
36400,91,318.0
36800,92,122.0
37200,93,124.0
37600,94,245.0
38000,95,570.0
38400,96,190.0
38800,97,179.0
39200,98,143.0
39600,99,222.0
40000,100,234.0
