Epoch time step,Epoch number,Episode reward
400,1,8.0
800,2,15.0
1200,3,8.0
1600,4,8.0
2000,5,8.0
2400,6,15.0
2800,7,38.0
3200,8,11.0
3600,9,10.0
4000,10,61.0
4400,11,19.0
4800,12,45.0
5200,13,44.0
5600,14,133.0
6000,15,43.0
6400,16,58.0
6800,17,188.0
7200,18,214.0
7600,19,144.0
8000,20,22.0
8400,21,81.0
8800,22,22.0
9200,23,12.0
9600,24,25.0
10000,25,63.0
10400,26,54.0
10800,27,45.0
11200,28,41.0
11600,29,23.0
12000,30,15.0
12400,31,31.0
12800,32,19.0
13200,33,27.0
13600,34,59.0
14000,35,37.0
14400,36,68.0
14800,37,34.0
15200,38,49.0
15600,39,79.0
16000,40,31.0
16400,41,27.0
16800,42,77.0
17200,43,118.0
17600,44,86.0
18000,45,91.0
18400,46,43.0
18800,47,43.0
19200,48,64.0
19600,49,119.0
20000,50,86.0
20400,51,71.0
20800,52,57.0
21200,53,25.0
21600,54,116.0
22000,55,108.0
22400,56,73.0
22800,57,74.0
23200,58,87.0
23600,59,101.0
24000,60,87.0
24400,61,21.0
24800,62,103.0
25200,63,147.0
25600,64,26.0
26000,65,161.0
26400,66,97.0
26800,67,142.0
27200,68,168.0
27600,69,175.0
28000,70,125.0
28400,71,98.0
28800,72,234.0
29200,73,176.0
29600,74,97.0
30000,75,141.0
30400,76,202.0
30800,77,169.0
31200,78,171.0
31600,79,199.0
32000,80,230.0
32400,81,13.0
32800,82,216.0
33200,83,194.0
33600,84,177.0
34000,85,15.0
34400,86,140.0
34800,87,282.0
35200,88,228.0
35600,89,197.0
36000,90,163.0
36400,91,164.0
36800,92,291.0
37200,93,143.0
37600,94,1000.0
38000,95,114.0
38400,96,1000.0
38800,97,18.0
39200,98,159.0
39600,99,1000.0
40000,100,1000.0
