Epoch time step,Epoch number,Episode reward
3000,1,-1000.0
6000,2,-1000.0
9000,3,-1000.0
12000,4,-1000.0
15000,5,-1000.0
18000,6,-1000.0
21000,7,-1000.0
24000,8,-1000.0
27000,9,-1000.0
30000,10,-1000.0
33000,11,-1000.0
36000,12,-1000.0
39000,13,-1000.0
42000,14,-1000.0
45000,15,-1000.0
48000,16,-1000.0
51000,17,-1000.0
54000,18,-1000.0
57000,19,-1000.0
60000,20,-1000.0
63000,21,-1000.0
66000,22,-1000.0
69000,23,-1000.0
72000,24,-1000.0
75000,25,-1000.0
78000,26,-1000.0
81000,27,-1000.0
84000,28,-1000.0
87000,29,-1000.0
90000,30,-578.0
93000,31,-1000.0
96000,32,-167.0
99000,33,-1000.0
102000,34,-158.0
105000,35,-1000.0
108000,36,-157.0
111000,37,-160.0
114000,38,-1000.0
117000,39,-186.0
120000,40,-1000.0
123000,41,-173.0
126000,42,-1000.0
129000,43,-769.0
132000,44,-1000.0
135000,45,-196.0
138000,46,-1000.0
141000,47,-1000.0
144000,48,-583.0
147000,49,-1000.0
150000,50,-149.0
153000,51,-1000.0
156000,52,-283.0
159000,53,-245.0
162000,54,-189.0
165000,55,-229.0
168000,56,-131.0
171000,57,-195.0
174000,58,-295.0
177000,59,-376.0
180000,60,-192.0
183000,61,-508.0
186000,62,-577.0
189000,63,-161.0
192000,64,-467.0
195000,65,-404.0
198000,66,-373.0
201000,67,-156.0
204000,68,-184.0
207000,69,-157.0
210000,70,-144.0
213000,71,-158.0
216000,72,-146.0
219000,73,-144.0
222000,74,-140.0
225000,75,-1000.0
228000,76,-1000.0
231000,77,-1000.0
234000,78,-146.0
237000,79,-154.0
240000,80,-148.0
243000,81,-151.0
246000,82,-146.0
249000,83,-154.0
252000,84,-161.0
255000,85,-152.0
258000,86,-161.0
261000,87,-158.0
264000,88,-153.0
267000,89,-634.0
270000,90,-1000.0
273000,91,-138.0
276000,92,-165.0
279000,93,-131.0
282000,94,-162.0
285000,95,-143.0
288000,96,-155.0
291000,97,-157.0
294000,98,-147.0
297000,99,-166.0
300000,100,-181.0
