Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,1,1,1,1,1,1,1,1.0
2,1,1,1,1,1,1,1,1.0
3,1,1,1,1,1,1,1,1.0
4,1,1,1,1,1,1,1,1.0
5,1,1,1,1,1,1,1,1.0
6,1,1,1,1,1,1,1,1.0
7,1,1,1,1,1,1,1,1.0
8,1,1,1,1,1,1,1,1.0
9,1,1,1,1,1,1,1,1.0
10,1,1,1,1,1,1,1,1.0
11,1,1,1,1,1,1,1,1.0
12,1,1,1,1,1,1,1,1.0
13,1,1,1,1,1,1,1,1.0
14,1,1,1,1,1,1,1,1.0
15,1,1,1,1,1,1,1,1.0
16,1,1,1,1,1,1,1,1.0
17,1,1,1,1,1,1,1,1.0
18,1,1,1,1,1,1,1,1.0
19,1,1,1,1,1,1,1,1.0
20,1,1,1,1,1,1,1,1.0
21,1,1,1,1,1,1,1,1.0
22,1,1,1,1,1,1,1,1.0
23,1,1,1,1,1,1,1,1.0
24,1,1,1,1,1,1,1,1.0
25,1,1,1,1,1,1,1,1.0
26,1,1,1,1,1,1,1,1.0
27,1,1,1,1,1,1,1,1.0
28,1,1,1,1,1,1,1,1.0
29,1,1,1,1,1,1,1,1.0
30,1,1,1,1,1,1,1,1.0
31,1,1,1,1,1,1,1,1.0
32,1,1,1,1,1,1,1,1.0
33,1,1,2,1,1,1,1,1.1428571428571428
34,1,1,2,1,1,1,1,1.1428571428571428
35,1,1,2,1,1,1,1,1.1428571428571428
36,1,1,2,1,1,1,1,1.1428571428571428
37,1,1,3,1,1,2,2,1.5714285714285714
38,1,1,3,1,1,2,2,1.5714285714285714
39,1,1,3,1,1,2,2,1.5714285714285714
40,1,1,3,1,1,2,2,1.5714285714285714
41,2,2,4,2,2,3,3,2.5714285714285716
42,2,2,4,2,2,3,3,2.5714285714285716
43,2,2,4,2,2,3,3,2.5714285714285716
44,2,2,4,2,2,3,3,2.5714285714285716
45,3,3,5,3,3,4,4,3.5714285714285716
46,3,3,5,3,3,4,4,3.5714285714285716
47,3,3,5,3,3,4,4,3.5714285714285716
48,3,3,5,3,3,4,4,3.5714285714285716
49,4,4,5,4,4,5,5,4.428571428571429
50,4,4,5,4,4,5,5,4.428571428571429
51,4,4,5,4,4,5,5,4.428571428571429
52,4,4,5,4,4,5,5,4.428571428571429
53,5,5,5,5,5,6,6,5.285714285714286
54,5,5,5,5,5,6,6,5.285714285714286
55,5,5,5,5,5,6,6,5.285714285714286
56,5,5,5,5,5,6,6,5.285714285714286
57,5,5,5,6,6,7,7,5.857142857142857
58,5,5,5,6,6,7,7,5.857142857142857
59,5,5,5,6,6,7,7,5.857142857142857
60,5,5,5,6,6,7,7,5.857142857142857
61,5,5,6,7,6,8,8,6.428571428571429
62,5,5,6,7,6,8,8,6.428571428571429
63,5,5,6,7,6,8,8,6.428571428571429
64,5,5,6,7,6,8,8,6.428571428571429
65,6,5,6,8,7,9,9,7.142857142857143
66,6,5,6,8,7,9,9,7.142857142857143
67,6,5,6,8,7,9,9,7.142857142857143
68,6,5,6,8,7,9,9,7.142857142857143
69,7,5,5,9,7,10,10,7.571428571428571
70,7,5,5,9,7,10,10,7.571428571428571
71,7,5,5,9,7,10,10,7.571428571428571
72,7,5,5,9,7,10,10,7.571428571428571
73,8,6,6,10,7,11,11,8.428571428571429
74,8,6,6,10,7,11,11,8.428571428571429
75,8,6,6,10,7,11,11,8.428571428571429
76,8,6,6,10,7,11,11,8.428571428571429
77,9,7,6,11,7,12,12,9.142857142857142
78,9,7,6,11,7,12,12,9.142857142857142
79,9,7,6,11,7,12,12,9.142857142857142
80,9,7,6,11,7,12,12,9.142857142857142
81,10,8,7,12,8,12,13,10.0
82,10,8,7,12,8,12,13,10.0
83,10,8,7,12,8,12,13,10.0
84,10,8,7,12,8,12,13,10.0
85,11,9,6,12,9,12,13,10.285714285714286
86,11,9,6,12,9,12,13,10.285714285714286
87,11,9,6,12,9,12,13,10.285714285714286
88,11,9,6,12,9,12,13,10.285714285714286
89,12,10,6,12,9,12,12,10.428571428571429
90,12,10,6,12,9,12,12,10.428571428571429
91,12,10,6,12,9,12,12,10.428571428571429
92,12,10,6,12,9,12,12,10.428571428571429
93,13,11,7,13,8,12,11,10.714285714285714
94,13,11,7,13,8,12,11,10.714285714285714
95,13,11,7,13,8,12,11,10.714285714285714
96,13,11,7,13,8,12,11,10.714285714285714
97,13,10,8,12,8,11,10,10.285714285714286
98,13,10,8,12,8,11,10,10.285714285714286
99,13,10,8,12,8,11,10,10.285714285714286
100,13,10,8,12,8,11,10,10.285714285714286
