Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-1000.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-1000.0
3200,8,-355.0
3600,9,-1000.0
4000,10,-186.0
4400,11,-381.0
4800,12,-483.0
5200,13,-468.0
5600,14,-423.0
6000,15,-1000.0
6400,16,-1000.0
6800,17,-367.0
7200,18,-1000.0
7600,19,-566.0
8000,20,-526.0
8400,21,-210.0
8800,22,-971.0
9200,23,-760.0
9600,24,-474.0
10000,25,-431.0
10400,26,-351.0
10800,27,-398.0
11200,28,-369.0
11600,29,-148.0
12000,30,-903.0
12400,31,-996.0
12800,32,-550.0
13200,33,-348.0
13600,34,-248.0
14000,35,-120.0
14400,36,-177.0
14800,37,-161.0
15200,38,-277.0
15600,39,-845.0
16000,40,-152.0
16400,41,-151.0
16800,42,-1000.0
17200,43,-498.0
17600,44,-356.0
18000,45,-755.0
18400,46,-275.0
18800,47,-364.0
19200,48,-1000.0
19600,49,-137.0
20000,50,-555.0
20400,51,-201.0
20800,52,-209.0
21200,53,-225.0
21600,54,-508.0
22000,55,-242.0
22400,56,-266.0
22800,57,-369.0
23200,58,-975.0
23600,59,-334.0
24000,60,-245.0
24400,61,-378.0
24800,62,-251.0
25200,63,-240.0
25600,64,-270.0
26000,65,-233.0
26400,66,-204.0
26800,67,-213.0
27200,68,-196.0
27600,69,-213.0
28000,70,-319.0
28400,71,-278.0
28800,72,-254.0
29200,73,-722.0
29600,74,-190.0
30000,75,-536.0
30400,76,-308.0
30800,77,-345.0
31200,78,-298.0
31600,79,-541.0
32000,80,-231.0
32400,81,-281.0
32800,82,-405.0
33200,83,-386.0
33600,84,-373.0
34000,85,-501.0
34400,86,-514.0
34800,87,-561.0
35200,88,-918.0
35600,89,-423.0
36000,90,-476.0
36400,91,-446.0
36800,92,-822.0
37200,93,-428.0
37600,94,-567.0
38000,95,-1000.0
38400,96,-953.0
38800,97,-487.0
39200,98,-411.0
39600,99,-405.0
40000,100,-335.0
