Epoch time step,Epoch number,Episode reward
400,1,-430.0
800,2,-190.0
1200,3,-120.0
1600,4,-145.0
2000,5,-154.0
2400,6,-180.0
2800,7,-206.0
3200,8,-105.0
3600,9,-202.0
4000,10,-156.0
4400,11,-404.0
4800,12,-172.0
5200,13,-162.0
5600,14,-159.0
6000,15,-146.0
6400,16,-415.0
6800,17,-123.0
7200,18,-145.0
7600,19,-483.0
8000,20,-163.0
8400,21,-176.0
8800,22,-277.0
9200,23,-181.0
9600,24,-292.0
10000,25,-252.0
10400,26,-374.0
10800,27,-317.0
11200,28,-200.0
11600,29,-341.0
12000,30,-448.0
12400,31,-328.0
12800,32,-349.0
13200,33,-204.0
13600,34,-399.0
14000,35,-257.0
14400,36,-438.0
14800,37,-294.0
15200,38,-200.0
15600,39,-198.0
16000,40,-321.0
16400,41,-273.0
16800,42,-215.0
17200,43,-112.0
17600,44,-881.0
18000,45,-123.0
18400,46,-190.0
18800,47,-415.0
19200,48,-220.0
19600,49,-276.0
20000,50,-236.0
20400,51,-1000.0
20800,52,-178.0
21200,53,-154.0
21600,54,-718.0
22000,55,-304.0
22400,56,-927.0
22800,57,-136.0
23200,58,-197.0
23600,59,-386.0
24000,60,-1000.0
24400,61,-591.0
24800,62,-717.0
25200,63,-487.0
25600,64,-562.0
26000,65,-603.0
26400,66,-321.0
26800,67,-373.0
27200,68,-482.0
27600,69,-264.0
28000,70,-342.0
28400,71,-622.0
28800,72,-348.0
29200,73,-557.0
29600,74,-465.0
30000,75,-1000.0
30400,76,-387.0
30800,77,-365.0
31200,78,-823.0
31600,79,-253.0
32000,80,-808.0
32400,81,-302.0
32800,82,-285.0
33200,83,-294.0
33600,84,-328.0
34000,85,-761.0
34400,86,-203.0
34800,87,-1000.0
35200,88,-250.0
35600,89,-301.0
36000,90,-222.0
36400,91,-291.0
36800,92,-417.0
37200,93,-407.0
37600,94,-184.0
38000,95,-309.0
38400,96,-140.0
38800,97,-112.0
39200,98,-271.0
39600,99,-191.0
40000,100,-346.0
