Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,2
6000,2,-1000.0,2
9000,3,-1000.0,2
12000,4,-1000.0,3
15000,5,-1000.0,3
18000,6,-1000.0,4
21000,7,-1000.0,4
24000,8,-1000.0,4
27000,9,-1000.0,6
30000,10,-1000.0,9
33000,11,-178.0,12
36000,12,-219.0,15
39000,13,-202.0,18
42000,14,-1000.0,21
45000,15,-1000.0,24
48000,16,-257.0,27
51000,17,-1000.0,30
54000,18,-1000.0,30
57000,19,-1000.0,30
60000,20,-1000.0,30
63000,21,-253.0,29
66000,22,-1000.0,30
69000,23,-1000.0,30
72000,24,-1000.0,30
75000,25,-1000.0,29
78000,26,-1000.0,30
81000,27,-1000.0,30
84000,28,-1000.0,30
87000,29,-1000.0,30
90000,30,-1000.0,29
93000,31,-1000.0,30
96000,32,-1000.0,30
99000,33,-1000.0,27
102000,34,-1000.0,26
105000,35,-1000.0,25
108000,36,-1000.0,24
111000,37,-1000.0,27
114000,38,-1000.0,29
117000,39,-1000.0,26
120000,40,-1000.0,25
123000,41,-1000.0,24
126000,42,-258.0,25
129000,43,-559.0,22
132000,44,-1000.0,20
135000,45,-1000.0,20
138000,46,-1000.0,19
141000,47,-1000.0,18
144000,48,-1000.0,19
147000,49,-1000.0,22
150000,50,-1000.0,23
153000,51,-1000.0,24
156000,52,-1000.0,23
159000,53,-1000.0,22
162000,54,-1000.0,23
165000,55,-1000.0,20
168000,56,-1000.0,21
171000,57,-1000.0,20
174000,58,-1000.0,21
177000,59,-1000.0,20
180000,60,-1000.0,17
183000,61,-379.0,20
186000,62,-1000.0,19
189000,63,-1000.0,22
192000,64,-1000.0,23
195000,65,-1000.0,26
198000,66,-1000.0,23
201000,67,-1000.0,22
204000,68,-1000.0,21
207000,69,-1000.0,20
210000,70,-1000.0,17
213000,71,-1000.0,20
216000,72,-1000.0,17
219000,73,-1000.0,14
222000,74,-1000.0,15
225000,75,-1000.0,18
228000,76,-1000.0,21
231000,77,-1000.0,22
234000,78,-1000.0,19
237000,79,-1000.0,16
240000,80,-1000.0,19
243000,81,-1000.0,16
246000,82,-1000.0,19
249000,83,-1000.0,20
252000,84,-1000.0,17
255000,85,-1000.0,14
258000,86,-1000.0,11
261000,87,-1000.0,8
264000,88,-1000.0,7
267000,89,-1000.0,10
270000,90,-1000.0,13
273000,91,-1000.0,16
276000,92,-1000.0,19
279000,93,-1000.0,22
282000,94,-1000.0,25
285000,95,-1000.0,28
288000,96,-1000.0,27
291000,97,-1000.0,28
294000,98,-1000.0,27
297000,99,-1000.0,30
300000,100,-1000.0,29
