Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,2
6000,2,-1000.0,2
9000,3,-1000.0,2
12000,4,-1000.0,2
15000,5,-1000.0,2
18000,6,-1000.0,2
21000,7,-1000.0,2
24000,8,-1000.0,2
27000,9,-1000.0,4
30000,10,-285.0,7
33000,11,-1000.0,10
36000,12,-1000.0,13
39000,13,-178.0,16
42000,14,-321.0,19
45000,15,-1000.0,22
48000,16,-97.0,25
51000,17,-255.0,28
54000,18,-1000.0,28
57000,19,-1000.0,25
60000,20,-253.0,22
63000,21,-1000.0,19
66000,22,-1000.0,20
69000,23,-172.0,18
72000,24,-932.0,15
75000,25,-720.0,17
78000,26,-775.0,14
81000,27,-128.0,11
84000,28,-1000.0,12
87000,29,-185.0,9
90000,30,-385.0,10
93000,31,-1000.0,13
96000,32,-1000.0,16
99000,33,-1000.0,13
102000,34,-198.0,12
105000,35,-1000.0,13
108000,36,-1000.0,10
111000,37,-1000.0,9
114000,38,-130.0,6
117000,39,-170.0,9
120000,40,-259.0,8
123000,41,-1000.0,5
126000,42,-1000.0,6
129000,43,-1000.0,5
132000,44,-272.0,6
135000,45,-1000.0,3
138000,46,-271.0,4
141000,47,-1000.0,3
144000,48,-188.0,4
147000,49,-1000.0,5
150000,50,-983.0,2
153000,51,-558.0,3
156000,52,-358.0,4
159000,53,-1000.0,5
162000,54,-1000.0,2
165000,55,-1000.0,5
168000,56,-1000.0,6
171000,57,-882.0,5
174000,58,-1000.0,4
177000,59,-1000.0,3
180000,60,-1000.0,4
183000,61,-181.0,1
186000,62,-1000.0,1
189000,63,-1000.0,4
192000,64,-1000.0,3
195000,65,-1000.0,2
198000,66,-1000.0,1
201000,67,-656.0,4
204000,68,-522.0,1
207000,69,-986.0,3
210000,70,-1000.0,2
213000,71,-192.0,1
216000,72,-812.0,1
219000,73,-200.0,1
222000,74,-1000.0,1
225000,75,-269.0,1
228000,76,-1000.0,2
231000,77,-1000.0,3
234000,78,-1000.0,4
237000,79,-272.0,3
240000,80,-253.0,1
243000,81,-1000.0,1
246000,82,-1000.0,2
249000,83,-1000.0,1
252000,84,-1000.0,1
255000,85,-714.0,1
258000,86,-1000.0,1
261000,87,-1000.0,3
264000,88,-1000.0,1
267000,89,-1000.0,1
270000,90,-365.0,1
273000,91,-502.0,3
276000,92,-1000.0,1
279000,93,-333.0,2
282000,94,-973.0,1
285000,95,-486.0,1
288000,96,-1000.0,4
291000,97,-1000.0,1
294000,98,-408.0,1
297000,99,-1000.0,3
300000,100,-1000.0,6
