Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,2
6000,2,-1000.0,2
9000,3,-1000.0,2
12000,4,-1000.0,2
15000,5,-1000.0,2
18000,6,-1000.0,3
21000,7,-1000.0,4
24000,8,-1000.0,4
27000,9,-1000.0,6
30000,10,-1000.0,9
33000,11,-1000.0,12
36000,12,-243.0,15
39000,13,-1000.0,18
42000,14,-1000.0,21
45000,15,-1000.0,24
48000,16,-206.0,27
51000,17,-1000.0,30
54000,18,-200.0,30
57000,19,-1000.0,30
60000,20,-1000.0,30
63000,21,-1000.0,29
66000,22,-1000.0,26
69000,23,-1000.0,23
72000,24,-1000.0,20
75000,25,-1000.0,19
78000,26,-1000.0,22
81000,27,-1000.0,25
84000,28,-1000.0,28
87000,29,-1000.0,30
90000,30,-1000.0,30
93000,31,-1000.0,30
96000,32,-1000.0,30
99000,33,-1000.0,30
102000,34,-1000.0,29
105000,35,-1000.0,26
108000,36,-1000.0,27
111000,37,-1000.0,28
114000,38,-1000.0,25
117000,39,-1000.0,24
120000,40,-1000.0,27
123000,41,-1000.0,29
126000,42,-1000.0,30
129000,43,-1000.0,28
132000,44,-1000.0,29
135000,45,-1000.0,30
138000,46,-1000.0,29
141000,47,-1000.0,26
144000,48,-1000.0,29
147000,49,-1000.0,26
150000,50,-1000.0,25
153000,51,-1000.0,24
156000,52,-1000.0,25
159000,53,-1000.0,22
162000,54,-1000.0,25
165000,55,-1000.0,28
168000,56,-1000.0,27
171000,57,-1000.0,28
174000,58,-1000.0,30
177000,59,-1000.0,29
180000,60,-1000.0,30
183000,61,-1000.0,30
186000,62,-1000.0,30
189000,63,-1000.0,30
192000,64,-1000.0,28
195000,65,-1000.0,25
198000,66,-1000.0,22
201000,67,-1000.0,19
204000,68,-1000.0,16
207000,69,-1000.0,15
210000,70,-1000.0,14
213000,71,-1000.0,15
216000,72,-780.0,14
219000,73,-1000.0,13
222000,74,-1000.0,14
225000,75,-1000.0,17
228000,76,-1000.0,20
231000,77,-1000.0,23
234000,78,-1000.0,26
237000,79,-1000.0,29
240000,80,-1000.0,29
243000,81,-1000.0,28
246000,82,-1000.0,25
249000,83,-1000.0,28
252000,84,-1000.0,29
255000,85,-1000.0,30
258000,86,-1000.0,30
261000,87,-1000.0,30
264000,88,-1000.0,30
267000,89,-1000.0,30
270000,90,-1000.0,30
273000,91,-1000.0,27
276000,92,-1000.0,24
279000,93,-1000.0,21
282000,94,-1000.0,20
285000,95,-1000.0,19
288000,96,-1000.0,18
291000,97,-1000.0,17
294000,98,-1000.0,18
297000,99,-1000.0,19
300000,100,-1000.0,22
