Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,2
6000,2,-1000.0,2
9000,3,-1000.0,2
12000,4,-1000.0,3
15000,5,-1000.0,4
18000,6,-1000.0,7
21000,7,-1000.0,10
24000,8,-1000.0,13
27000,9,-1000.0,16
30000,10,-1000.0,19
33000,11,-1000.0,22
36000,12,-1000.0,25
39000,13,-196.0,28
42000,14,-159.0,30
45000,15,-153.0,30
48000,16,-1000.0,30
51000,17,-1000.0,30
54000,18,-856.0,28
57000,19,-295.0,25
60000,20,-181.0,22
63000,21,-274.0,21
66000,22,-324.0,21
69000,23,-1000.0,22
72000,24,-530.0,21
75000,25,-1000.0,18
78000,26,-1000.0,16
81000,27,-777.0,17
84000,28,-1000.0,16
87000,29,-1000.0,19
90000,30,-1000.0,18
93000,31,-173.0,15
96000,32,-1000.0,12
99000,33,-1000.0,11
102000,34,-1000.0,8
105000,35,-1000.0,9
108000,36,-1000.0,10
111000,37,-1000.0,11
114000,38,-205.0,8
117000,39,-1000.0,11
120000,40,-1000.0,12
123000,41,-1000.0,13
126000,42,-828.0,12
129000,43,-1000.0,10
132000,44,-1000.0,7
135000,45,-1000.0,6
138000,46,-1000.0,5
141000,47,-1000.0,8
144000,48,-1000.0,9
147000,49,-1000.0,12
150000,50,-1000.0,11
153000,51,-1000.0,8
156000,52,-1000.0,5
159000,53,-1000.0,6
162000,54,-1000.0,3
165000,55,-190.0,4
168000,56,-673.0,5
171000,57,-285.0,6
174000,58,-161.0,7
177000,59,-1000.0,6
180000,60,-1000.0,7
183000,61,-1000.0,6
186000,62,-1000.0,6
189000,63,-177.0,5
192000,64,-1000.0,2
195000,65,-1000.0,1
198000,66,-1000.0,1
201000,67,-1000.0,1
204000,68,-1000.0,4
207000,69,-186.0,5
210000,70,-178.0,2
213000,71,-181.0,2
216000,72,-1000.0,3
219000,73,-1000.0,4
222000,74,-1000.0,7
225000,75,-1000.0,4
228000,76,-140.0,1
231000,77,-344.0,1
234000,78,-172.0,1
237000,79,-215.0,3
240000,80,-173.0,4
243000,81,-730.0,1
246000,82,-123.0,1
249000,83,-1000.0,3
252000,84,-303.0,2
255000,85,-165.0,1
258000,86,-171.0,2
261000,87,-106.0,1
264000,88,-1000.0,1
267000,89,-157.0,1
270000,90,-178.0,3
273000,91,-166.0,2
276000,92,-169.0,1
279000,93,-1000.0,4
282000,94,-120.0,3
285000,95,-230.0,4
288000,96,-260.0,3
291000,97,-155.0,4
294000,98,-138.0,5
297000,99,-145.0,6
300000,100,-184.0,3
