Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,10.0
1200,3,15.0
1600,4,18.0
2000,5,10.0
2400,6,13.0
2800,7,8.0
3200,8,20.0
3600,9,42.0
4000,10,31.0
4400,11,14.0
4800,12,18.0
5200,13,14.0
5600,14,107.0
6000,15,57.0
6400,16,10.0
6800,17,14.0
7200,18,27.0
7600,19,85.0
8000,20,15.0
8400,21,140.0
8800,22,19.0
9200,23,74.0
9600,24,95.0
10000,25,91.0
10400,26,30.0
10800,27,25.0
11200,28,84.0
11600,29,98.0
12000,30,333.0
12400,31,83.0
12800,32,27.0
13200,33,100.0
13600,34,80.0
14000,35,62.0
14400,36,155.0
14800,37,66.0
15200,38,85.0
15600,39,116.0
16000,40,229.0
16400,41,64.0
16800,42,102.0
17200,43,82.0
17600,44,171.0
18000,45,75.0
18400,46,94.0
18800,47,90.0
19200,48,108.0
19600,49,214.0
20000,50,124.0
20400,51,412.0
20800,52,331.0
21200,53,80.0
21600,54,99.0
22000,55,81.0
22400,56,233.0
22800,57,288.0
23200,58,175.0
23600,59,235.0
24000,60,147.0
24400,61,285.0
24800,62,185.0
25200,63,150.0
25600,64,159.0
26000,65,165.0
26400,66,152.0
26800,67,357.0
27200,68,132.0
27600,69,133.0
28000,70,134.0
28400,71,175.0
28800,72,413.0
29200,73,119.0
29600,74,222.0
30000,75,181.0
30400,76,158.0
30800,77,231.0
31200,78,151.0
31600,79,224.0
32000,80,153.0
32400,81,288.0
32800,82,265.0
33200,83,100.0
33600,84,537.0
34000,85,149.0
34400,86,137.0
34800,87,105.0
35200,88,331.0
35600,89,130.0
36000,90,142.0
36400,91,132.0
36800,92,219.0
37200,93,17.0
37600,94,111.0
38000,95,208.0
38400,96,100.0
38800,97,121.0
39200,98,357.0
39600,99,120.0
40000,100,103.0
