Epoch time step,Epoch number,Episode reward
400,1,19.0
800,2,10.0
1200,3,9.0
1600,4,9.0
2000,5,18.0
2400,6,11.0
2800,7,10.0
3200,8,9.0
3600,9,16.0
4000,10,18.0
4400,11,46.0
4800,12,15.0
5200,13,135.0
5600,14,10.0
6000,15,20.0
6400,16,17.0
6800,17,19.0
7200,18,44.0
7600,19,70.0
8000,20,11.0
8400,21,22.0
8800,22,52.0
9200,23,67.0
9600,24,11.0
10000,25,24.0
10400,26,39.0
10800,27,174.0
11200,28,50.0
11600,29,17.0
12000,30,76.0
12400,31,82.0
12800,32,51.0
13200,33,49.0
13600,34,60.0
14000,35,51.0
14400,36,51.0
14800,37,85.0
15200,38,134.0
15600,39,70.0
16000,40,73.0
16400,41,214.0
16800,42,58.0
17200,43,77.0
17600,44,225.0
18000,45,36.0
18400,46,172.0
18800,47,74.0
19200,48,96.0
19600,49,139.0
20000,50,96.0
20400,51,122.0
20800,52,160.0
21200,53,133.0
21600,54,114.0
22000,55,140.0
22400,56,82.0
22800,57,77.0
23200,58,89.0
23600,59,81.0
24000,60,76.0
24400,61,147.0
24800,62,101.0
25200,63,272.0
25600,64,120.0
26000,65,216.0
26400,66,119.0
26800,67,208.0
27200,68,162.0
27600,69,117.0
28000,70,116.0
28400,71,213.0
28800,72,151.0
29200,73,254.0
29600,74,195.0
30000,75,113.0
30400,76,126.0
30800,77,108.0
31200,78,187.0
31600,79,464.0
32000,80,187.0
32400,81,169.0
32800,82,124.0
33200,83,105.0
33600,84,140.0
34000,85,159.0
34400,86,255.0
34800,87,185.0
35200,88,271.0
35600,89,226.0
36000,90,144.0
36400,91,266.0
36800,92,141.0
37200,93,135.0
37600,94,128.0
38000,95,165.0
38400,96,141.0
38800,97,134.0
39200,98,167.0
39600,99,112.0
40000,100,129.0
