Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,13.0
1200,3,9.0
1600,4,10.0
2000,5,9.0
2400,6,13.0
2800,7,9.0
3200,8,11.0
3600,9,12.0
4000,10,10.0
4400,11,100.0
4800,12,9.0
5200,13,20.0
5600,14,122.0
6000,15,133.0
6400,16,74.0
6800,17,61.0
7200,18,157.0
7600,19,24.0
8000,20,66.0
8400,21,127.0
8800,22,22.0
9200,23,42.0
9600,24,41.0
10000,25,25.0
10400,26,65.0
10800,27,112.0
11200,28,88.0
11600,29,166.0
12000,30,104.0
12400,31,290.0
12800,32,85.0
13200,33,125.0
13600,34,76.0
14000,35,105.0
14400,36,90.0
14800,37,101.0
15200,38,79.0
15600,39,136.0
16000,40,119.0
16400,41,62.0
16800,42,125.0
17200,43,139.0
17600,44,125.0
18000,45,131.0
18400,46,129.0
18800,47,417.0
19200,48,118.0
19600,49,112.0
20000,50,185.0
20400,51,99.0
20800,52,154.0
21200,53,102.0
21600,54,115.0
22000,55,89.0
22400,56,233.0
22800,57,225.0
23200,58,22.0
23600,59,208.0
24000,60,313.0
24400,61,124.0
24800,62,164.0
25200,63,128.0
25600,64,133.0
26000,65,155.0
26400,66,159.0
26800,67,249.0
27200,68,165.0
27600,69,253.0
28000,70,286.0
28400,71,144.0
28800,72,127.0
29200,73,388.0
29600,74,102.0
30000,75,185.0
30400,76,304.0
30800,77,21.0
31200,78,156.0
31600,79,196.0
32000,80,218.0
32400,81,181.0
32800,82,134.0
33200,83,274.0
33600,84,117.0
34000,85,165.0
34400,86,168.0
34800,87,167.0
35200,88,225.0
35600,89,128.0
36000,90,253.0
36400,91,292.0
36800,92,208.0
37200,93,102.0
37600,94,153.0
38000,95,219.0
38400,96,23.0
38800,97,121.0
39200,98,310.0
39600,99,92.0
40000,100,171.0
