Epoch time step,Epoch number,Episode reward
400,1,8.0
800,2,8.0
1200,3,10.0
1600,4,13.0
2000,5,10.0
2400,6,13.0
2800,7,8.0
3200,8,11.0
3600,9,12.0
4000,10,13.0
4400,11,15.0
4800,12,284.0
5200,13,16.0
5600,14,13.0
6000,15,86.0
6400,16,95.0
6800,17,14.0
7200,18,81.0
7600,19,15.0
8000,20,248.0
8400,21,17.0
8800,22,133.0
9200,23,22.0
9600,24,154.0
10000,25,90.0
10400,26,281.0
10800,27,84.0
11200,28,92.0
11600,29,83.0
12000,30,133.0
12400,31,72.0
12800,32,22.0
13200,33,24.0
13600,34,112.0
14000,35,355.0
14400,36,85.0
14800,37,75.0
15200,38,75.0
15600,39,105.0
16000,40,91.0
16400,41,89.0
16800,42,17.0
17200,43,79.0
17600,44,91.0
18000,45,83.0
18400,46,57.0
18800,47,22.0
19200,48,70.0
19600,49,71.0
20000,50,89.0
20400,51,113.0
20800,52,76.0
21200,53,86.0
21600,54,73.0
22000,55,68.0
22400,56,90.0
22800,57,108.0
23200,58,146.0
23600,59,200.0
24000,60,195.0
24400,61,72.0
24800,62,253.0
25200,63,206.0
25600,64,77.0
26000,65,170.0
26400,66,236.0
26800,67,60.0
27200,68,84.0
27600,69,72.0
28000,70,168.0
28400,71,77.0
28800,72,19.0
29200,73,78.0
29600,74,226.0
30000,75,123.0
30400,76,123.0
30800,77,120.0
31200,78,147.0
31600,79,145.0
32000,80,108.0
32400,81,127.0
32800,82,141.0
33200,83,130.0
33600,84,14.0
34000,85,204.0
34400,86,142.0
34800,87,114.0
35200,88,104.0
35600,89,143.0
36000,90,161.0
36400,91,280.0
36800,92,168.0
37200,93,139.0
37600,94,290.0
38000,95,127.0
38400,96,140.0
38800,97,223.0
39200,98,92.0
39600,99,132.0
40000,100,108.0
