Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-919.0
1600,4,-462.0
2000,5,-361.0
2400,6,-395.0
2800,7,-1000.0
3200,8,-341.0
3600,9,-735.0
4000,10,-576.0
4400,11,-775.0
4800,12,-652.0
5200,13,-1000.0
5600,14,-796.0
6000,15,-553.0
6400,16,-682.0
6800,17,-1000.0
7200,18,-371.0
7600,19,-430.0
8000,20,-310.0
8400,21,-341.0
8800,22,-1000.0
9200,23,-1000.0
9600,24,-1000.0
10000,25,-1000.0
10400,26,-663.0
10800,27,-739.0
11200,28,-1000.0
11600,29,-469.0
12000,30,-120.0
12400,31,-240.0
12800,32,-688.0
13200,33,-257.0
13600,34,-584.0
14000,35,-1000.0
14400,36,-267.0
14800,37,-409.0
15200,38,-245.0
15600,39,-817.0
16000,40,-267.0
16400,41,-317.0
16800,42,-341.0
17200,43,-378.0
17600,44,-200.0
18000,45,-1000.0
18400,46,-372.0
18800,47,-653.0
19200,48,-270.0
19600,49,-621.0
20000,50,-1000.0
20400,51,-635.0
20800,52,-1000.0
21200,53,-659.0
21600,54,-1000.0
22000,55,-484.0
22400,56,-362.0
22800,57,-1000.0
23200,58,-327.0
23600,59,-310.0
24000,60,-740.0
24400,61,-304.0
24800,62,-1000.0
25200,63,-418.0
25600,64,-605.0
26000,65,-612.0
26400,66,-1000.0
26800,67,-877.0
27200,68,-674.0
27600,69,-534.0
28000,70,-1000.0
28400,71,-263.0
28800,72,-1000.0
29200,73,-265.0
29600,74,-630.0
30000,75,-315.0
30400,76,-1000.0
30800,77,-1000.0
31200,78,-1000.0
31600,79,-332.0
32000,80,-1000.0
32400,81,-194.0
32800,82,-159.0
33200,83,-295.0
33600,84,-1000.0
34000,85,-240.0
34400,86,-312.0
34800,87,-234.0
35200,88,-358.0
35600,89,-179.0
36000,90,-332.0
36400,91,-264.0
36800,92,-1000.0
37200,93,-338.0
37600,94,-1000.0
38000,95,-185.0
38400,96,-191.0
38800,97,-1000.0
39200,98,-222.0
39600,99,-221.0
40000,100,-364.0
