Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-1000.0
1600,4,-216.0
2000,5,-137.0
2400,6,-178.0
2800,7,-195.0
3200,8,-223.0
3600,9,-669.0
4000,10,-303.0
4400,11,-302.0
4800,12,-311.0
5200,13,-244.0
5600,14,-241.0
6000,15,-221.0
6400,16,-289.0
6800,17,-162.0
7200,18,-170.0
7600,19,-164.0
8000,20,-124.0
8400,21,-143.0
8800,22,-163.0
9200,23,-130.0
9600,24,-124.0
10000,25,-173.0
10400,26,-119.0
10800,27,-147.0
11200,28,-148.0
11600,29,-157.0
12000,30,-117.0
12400,31,-153.0
12800,32,-148.0
13200,33,-170.0
13600,34,-260.0
14000,35,-177.0
14400,36,-231.0
14800,37,-225.0
15200,38,-220.0
15600,39,-1000.0
16000,40,-320.0
16400,41,-256.0
16800,42,-240.0
17200,43,-388.0
17600,44,-318.0
18000,45,-427.0
18400,46,-395.0
18800,47,-581.0
19200,48,-489.0
19600,49,-1000.0
20000,50,-732.0
20400,51,-866.0
20800,52,-1000.0
21200,53,-1000.0
21600,54,-1000.0
22000,55,-810.0
22400,56,-511.0
22800,57,-736.0
23200,58,-554.0
23600,59,-874.0
24000,60,-747.0
24400,61,-760.0
24800,62,-431.0
25200,63,-481.0
25600,64,-244.0
26000,65,-167.0
26400,66,-285.0
26800,67,-175.0
27200,68,-289.0
27600,69,-219.0
28000,70,-283.0
28400,71,-222.0
28800,72,-332.0
29200,73,-228.0
29600,74,-301.0
30000,75,-198.0
30400,76,-450.0
30800,77,-255.0
31200,78,-236.0
31600,79,-425.0
32000,80,-381.0
32400,81,-323.0
32800,82,-127.0
33200,83,-324.0
33600,84,-349.0
34000,85,-141.0
34400,86,-637.0
34800,87,-111.0
35200,88,-464.0
35600,89,-252.0
36000,90,-170.0
36400,91,-360.0
36800,92,-196.0
37200,93,-237.0
37600,94,-383.0
38000,95,-311.0
38400,96,-304.0
38800,97,-231.0
39200,98,-221.0
39600,99,-139.0
40000,100,-254.0
