Epoch time step,Epoch number,Episode reward
400,1,-153.0
800,2,-352.0
1200,3,-308.0
1600,4,-355.0
2000,5,-253.0
2400,6,-567.0
2800,7,-674.0
3200,8,-264.0
3600,9,-289.0
4000,10,-150.0
4400,11,-235.0
4800,12,-286.0
5200,13,-212.0
5600,14,-281.0
6000,15,-265.0
6400,16,-181.0
6800,17,-175.0
7200,18,-179.0
7600,19,-170.0
8000,20,-123.0
8400,21,-231.0
8800,22,-120.0
9200,23,-182.0
9600,24,-179.0
10000,25,-167.0
10400,26,-113.0
10800,27,-153.0
11200,28,-397.0
11600,29,-178.0
12000,30,-91.0
12400,31,-145.0
12800,32,-132.0
13200,33,-161.0
13600,34,-118.0
14000,35,-103.0
14400,36,-142.0
14800,37,-164.0
15200,38,-198.0
15600,39,-137.0
16000,40,-115.0
16400,41,-191.0
16800,42,-272.0
17200,43,-93.0
17600,44,-139.0
18000,45,-321.0
18400,46,-120.0
18800,47,-232.0
19200,48,-115.0
19600,49,-127.0
20000,50,-197.0
20400,51,-218.0
20800,52,-237.0
21200,53,-139.0
21600,54,-482.0
22000,55,-149.0
22400,56,-549.0
22800,57,-201.0
23200,58,-390.0
23600,59,-269.0
24000,60,-461.0
24400,61,-183.0
24800,62,-286.0
25200,63,-147.0
25600,64,-138.0
26000,65,-132.0
26400,66,-119.0
26800,67,-147.0
27200,68,-156.0
27600,69,-203.0
28000,70,-177.0
28400,71,-107.0
28800,72,-153.0
29200,73,-152.0
29600,74,-107.0
30000,75,-210.0
30400,76,-152.0
30800,77,-127.0
31200,78,-138.0
31600,79,-150.0
32000,80,-128.0
32400,81,-127.0
32800,82,-174.0
33200,83,-120.0
33600,84,-125.0
34000,85,-126.0
34400,86,-162.0
34800,87,-127.0
35200,88,-144.0
35600,89,-157.0
36000,90,-115.0
36400,91,-130.0
36800,92,-155.0
37200,93,-148.0
37600,94,-132.0
38000,95,-187.0
38400,96,-204.0
38800,97,-353.0
39200,98,-152.0
39600,99,-176.0
40000,100,-180.0
