Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-1000.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-1000.0
3200,8,-631.0
3600,9,-1000.0
4000,10,-594.0
4400,11,-264.0
4800,12,-1000.0
5200,13,-320.0
5600,14,-212.0
6000,15,-359.0
6400,16,-244.0
6800,17,-115.0
7200,18,-155.0
7600,19,-101.0
8000,20,-104.0
8400,21,-157.0
8800,22,-842.0
9200,23,-317.0
9600,24,-151.0
10000,25,-101.0
10400,26,-88.0
10800,27,-214.0
11200,28,-161.0
11600,29,-314.0
12000,30,-164.0
12400,31,-575.0
12800,32,-112.0
13200,33,-187.0
13600,34,-350.0
14000,35,-634.0
14400,36,-1000.0
14800,37,-560.0
15200,38,-917.0
15600,39,-620.0
16000,40,-1000.0
16400,41,-664.0
16800,42,-1000.0
17200,43,-747.0
17600,44,-1000.0
18000,45,-366.0
18400,46,-456.0
18800,47,-311.0
19200,48,-420.0
19600,49,-1000.0
20000,50,-464.0
20400,51,-300.0
20800,52,-350.0
21200,53,-255.0
21600,54,-287.0
22000,55,-230.0
22400,56,-229.0
22800,57,-345.0
23200,58,-374.0
23600,59,-422.0
24000,60,-190.0
24400,61,-756.0
24800,62,-426.0
25200,63,-448.0
25600,64,-395.0
26000,65,-529.0
26400,66,-313.0
26800,67,-383.0
27200,68,-531.0
27600,69,-174.0
28000,70,-300.0
28400,71,-172.0
28800,72,-210.0
29200,73,-266.0
29600,74,-313.0
30000,75,-157.0
30400,76,-135.0
30800,77,-215.0
31200,78,-149.0
31600,79,-339.0
32000,80,-212.0
32400,81,-432.0
32800,82,-218.0
33200,83,-354.0
33600,84,-282.0
34000,85,-250.0
34400,86,-537.0
34800,87,-344.0
35200,88,-224.0
35600,89,-194.0
36000,90,-234.0
36400,91,-270.0
36800,92,-217.0
37200,93,-129.0
37600,94,-363.0
38000,95,-139.0
38400,96,-237.0
38800,97,-180.0
39200,98,-148.0
39600,99,-183.0
40000,100,-181.0
