Epoch time step,Epoch number,Episode reward
400,1,13.0
800,2,10.0
1200,3,14.0
1600,4,11.0
2000,5,26.0
2400,6,116.0
2800,7,34.0
3200,8,14.0
3600,9,14.0
4000,10,25.0
4400,11,10.0
4800,12,34.0
5200,13,270.0
5600,14,13.0
6000,15,16.0
6400,16,192.0
6800,17,108.0
7200,18,89.0
7600,19,35.0
8000,20,143.0
8400,21,92.0
8800,22,16.0
9200,23,64.0
9600,24,25.0
10000,25,17.0
10400,26,25.0
10800,27,62.0
11200,28,136.0
11600,29,85.0
12000,30,74.0
12400,31,123.0
12800,32,68.0
13200,33,27.0
13600,34,21.0
14000,35,99.0
14400,36,51.0
14800,37,53.0
15200,38,45.0
15600,39,64.0
16000,40,46.0
16400,41,275.0
16800,42,194.0
17200,43,111.0
17600,44,70.0
18000,45,185.0
18400,46,69.0
18800,47,132.0
19200,48,119.0
19600,49,22.0
20000,50,65.0
20400,51,302.0
20800,52,106.0
21200,53,98.0
21600,54,234.0
22000,55,76.0
22400,56,92.0
22800,57,99.0
23200,58,110.0
23600,59,206.0
24000,60,122.0
24400,61,99.0
24800,62,97.0
25200,63,106.0
25600,64,33.0
26000,65,148.0
26400,66,133.0
26800,67,125.0
27200,68,116.0
27600,69,134.0
28000,70,69.0
28400,71,97.0
28800,72,116.0
29200,73,242.0
29600,74,24.0
30000,75,156.0
30400,76,143.0
30800,77,168.0
31200,78,156.0
31600,79,118.0
32000,80,158.0
32400,81,127.0
32800,82,175.0
33200,83,112.0
33600,84,152.0
34000,85,114.0
34400,86,223.0
34800,87,370.0
35200,88,162.0
35600,89,117.0
36000,90,108.0
36400,91,191.0
36800,92,134.0
37200,93,249.0
37600,94,151.0
38000,95,157.0
38400,96,105.0
38800,97,118.0
39200,98,117.0
39600,99,127.0
40000,100,137.0
