Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss
15,1,15.0,0.7161927280326684,0.49213121249198827,0.6871491335074547,0.34037187745173775
25,2,10.0,1.3191849708557128,0.10231288868910289,0.07755765184524185,0.0727139439433813
34,3,9.0,1.00749099916882,0.06858490564508582,0.06807495620473868,0.00853656910152899
61,4,27.0,1.1047741373380024,0.07579007701070861,0.06860232734387486,0.005042908605429585
111,5,50.0,1.0962130069732665,0.019473322411553376,0.017764177479813716,0.0009432622154417913
127,6,16.0,1.1002213135361671,0.008987947750266144,0.008169217992495004,0.0006189754858496599
139,7,12.0,1.0969238380591075,0.007843780878279282,0.0071507069188668886,0.0008650445203481164
166,8,27.0,1.1142812614087705,0.009989497284540055,0.008964969286040465,0.0005683847375621554
180,9,14.0,1.1260273201125008,0.01776404860166352,0.01577585932807449,0.0005353269543775241
208,10,28.0,1.1142080979687827,0.008423946778974286,0.0075604788677548305,0.0006018817490647572
221,11,13.0,1.0897553517268255,0.021832305488659033,0.020034134683590752,0.00044423631194289413
240,12,19.0,1.10510390055807,0.009564268255460908,0.008654632610228792,0.000753207036866929
251,13,11.0,1.096525701609525,0.009585755532096242,0.00874193420001545,0.0007338422080713578
265,14,14.0,1.1223432762282235,0.008361696605428456,0.007450213123322657,0.0006536326089060042
317,15,52.0,1.1175114604142995,0.013049829135197774,0.011677579691540487,0.0006587127990524794
330,16,13.0,1.1292426311052763,0.016065578050494002,0.014226861090755482,0.00038022959394696116
367,17,37.0,1.1167781642965369,0.009082952633674308,0.008133175346775962,0.000555170270967505
387,18,20.0,1.1056262612342835,0.0054481487326683755,0.004927658580202543,0.0007270961676113074
401,19,14.0,1.1022678783961706,0.011103644141744098,0.010073453431211476,0.0007531997788256766
418,20,17.0,1.1192139807869406,0.007550420747608316,0.006746181585669143,0.0005669688568613149
432,21,14.0,1.0920259186199732,0.024048241749708658,0.0220216767199987,0.0008596871547134859
455,22,23.0,1.1127616374388984,0.005354353450348463,0.004811770347036671,0.0007159984993252336
527,23,72.0,1.101853370666504,0.011085526622901494,0.010060800209918976,0.0006587009167131126
541,24,14.0,1.1053832513945443,0.009568566454462054,0.00865633384836473,0.0005124532437028913
560,25,19.0,1.1014849951392727,0.012753623323630052,0.011578572000445157,0.000676748734852146
578,26,18.0,1.1093406213654413,0.004268752322788271,0.00384800866440286,0.0004638910971961094
601,27,23.0,1.1153974066609922,0.006792696608650385,0.006089934016419065,0.0004540848571907744
637,28,36.0,1.0988525748252869,0.020783945045551942,0.018914225185172367,0.0007259209945308006
681,29,44.0,1.118322410366752,0.008743561243683695,0.007818461977182644,0.00045420331443065976
693,30,12.0,1.1014936467011769,0.010190295324966389,0.009251342806637999,0.00048610321725088096
722,31,29.0,1.1133525166018257,0.006391590613740908,0.005740850735443002,0.0005916154374878308
776,32,54.0,1.1243323749966092,0.018669590309158463,0.016605045558004825,0.0006238734581950632
808,33,32.0,1.1262633055448532,0.01735036744310325,0.015405249693995536,0.0004756138360164641
821,34,13.0,1.0981197357177734,0.015875680169950848,0.014457148572759137,0.0005826096914041465
836,35,15.0,1.1061537504196166,0.003661282449885991,0.0033099218336484354,0.00045449307272065197
850,36,14.0,1.1159545012882777,0.007374389566134585,0.006608145365802512,0.0006720661320806747
872,37,22.0,1.110304057598114,0.00279985237090449,0.002521698765076409,0.00047788440340148304
918,38,46.0,1.1158115475074104,0.007600146300353764,0.00681131712369493,0.0005520019320141254
930,39,12.0,1.081069529056549,0.03194950838129804,0.029553611051437573,0.0007242767521044394
958,40,28.0,1.1106232830456324,0.003962886964685409,0.0035681648540791355,0.0006709995410736676
972,41,14.0,1.0962412187031336,0.01709794777202573,0.01559688459101438,0.0006562060046105346
989,42,17.0,1.1057493336060469,0.007220776259593218,0.0065302108173513175,0.0004972987689517835
998,43,9.0,1.077399041917589,0.028914158536866505,0.026837000416674,0.0007380688071457876
1023,44,25.0,1.8799330759048463,0.45965622161530867,0.24450669415136903,0.21201961852770182
1070,45,47.0,2.0688015298640474,0.08477197229922226,0.04097636775471309,0.06102115408940974
1100,46,30.0,2.0660328825314838,0.04357458942969977,0.021090946711510412,0.045502747740829366
1159,47,59.0,2.0659927028720664,0.017156368886866686,0.008304176903924461,0.040042743194844355
1187,48,28.0,2.0679273094449724,0.01157971114030689,0.005599670301474408,0.04887858117581345
1210,49,23.0,2.063047440155693,0.016052668079146116,0.007781046507556153,0.05302500332017308
1229,50,19.0,2.071204423904419,0.02486493838404078,0.012005062415407547,0.04863334148754611
1264,51,35.0,2.0304140840257916,0.03868782291638879,0.019054154135732124,0.06448848855548671
1277,52,13.0,2.063046308664175,0.022593885866836104,0.010951710473947466,0.07091869428180732
1293,53,16.0,2.0913704335689545,0.03156338449597743,0.015092201739753034,0.0379299934552364
1308,54,15.0,2.0551323016484577,0.03253286100893754,0.015830056771937436,0.04407969334473213
1329,55,21.0,2.05045147169204,0.03161353026296558,0.015417838802533562,0.06112114899414813
1344,56,15.0,2.0530614932378133,0.06802828690459371,0.03313504594414687,0.05646840762346983
1353,57,9.0,1.9949510892232258,0.04344616541047988,0.021778060447284708,0.06142607266600761
1373,58,20.0,2.0657094717025757,0.01291765214780882,0.00625337315085358,0.04998764921911061
1414,59,41.0,2.068300642618319,0.014891930946723468,0.0072000804137793825,0.047139536048478745
1484,60,70.0,2.0689793280192785,0.0201595907709407,0.00974373716446956,0.045008130967809326
1506,61,22.0,2.070393042130904,0.023680264642838657,0.011437569659945484,0.041250409826302945
1543,62,37.0,2.078860244235477,0.040964036483009766,0.019705045876267997,0.040783820582578914
1558,63,15.0,2.0374579588572184,0.02195952308454071,0.010777902429386811,0.051583176882316666
1573,64,15.0,2.0650187015533445,0.01784770586335947,0.008642878560825672,0.05886466415443768
1588,65,15.0,2.069664160410563,0.014858983015975288,0.007179417463086226,0.037628118655023475
1645,66,57.0,2.0601454952306915,0.031016593662339637,0.01505553551151806,0.04872306693333054
1657,67,12.0,2.0553632179896035,0.02760552361526693,0.013430970922146067,0.06441142002586275
1673,68,16.0,2.0655157044529915,0.039675895588781894,0.0192087116564864,0.06246814725454897
1721,69,48.0,2.055272934337457,0.03619298169506306,0.017609817698849967,0.05347544782428789
1745,70,24.0,2.0463816970586777,0.034659581569802145,0.01693700721601417,0.0530283972111647
1758,71,13.0,2.0030064491125255,0.034132589675356595,0.017040678870744407,0.09120792666306862
1785,72,27.0,2.067686822679308,0.024503439158455174,0.011850653053301189,0.041612607555213836
1827,73,42.0,2.0661380943797885,0.04519087934271812,0.02187214855853257,0.04729011525155545
1840,74,13.0,2.058876496094924,0.015218114611585768,0.007391465510655934,0.0378058839437122
1867,75,27.0,2.063569810655382,0.03046146038356774,0.014761536162371601,0.045448514367173495
1886,76,19.0,2.071709243874801,0.035825086457030066,0.017292526237912116,0.046462117746398836
1902,77,16.0,2.0264113917946815,0.040687554865585084,0.020078625214177435,0.0655102656892268
1947,78,45.0,2.0715533945295546,0.030184025378705348,0.01457072043540547,0.04310983350539269
1982,79,35.0,2.0649053369249617,0.02692117445546384,0.013037486016455654,0.04696084427414462
2004,80,22.0,2.1131286295977505,0.18926235243780837,0.08956499371921142,0.16357345542531798
2018,81,14.0,3.044555357524327,0.3211376044151502,0.10547931198606371,0.34845830872654915
2033,82,15.0,3.0532692114512128,0.21323646097200402,0.06983873553378975,0.1457802062233289
2058,83,25.0,2.940341625213623,0.04815983911447324,0.01637899443435397,0.18008148811757566
2070,84,12.0,2.989633242289225,0.029553186773299926,0.009885221489800679,0.1401883489646328
2099,85,29.0,2.972921453673264,0.02918737209359432,0.009817740747079329,0.18216295325165166
2119,86,20.0,2.9942026376724242,0.04382337028547315,0.01463607363579765,0.14501818486023693
2154,87,35.0,2.9661776338304793,0.06242062133402289,0.021044127843892407,0.18708774337012854
2175,88,21.0,2.9930990423474992,0.04604281072565814,0.015382989361269712,0.16897544319120547
2226,89,51.0,2.980547273860258,0.05512145266113354,0.01849373541045801,0.17947074800658988
2245,90,19.0,2.952274535831652,0.09099016412105153,0.030820360036543728,0.19737749379495845
2258,91,13.0,2.9971213157360372,0.0953908384519335,0.031827486578903226,0.13583810720592737
2279,92,21.0,2.980816205342611,0.048622920787490316,0.016311948620093355,0.1959167810578254
2301,93,22.0,2.995396679097956,0.05704141202419467,0.019043024392139046,0.12459720521622909
2337,94,36.0,2.9741281270980835,0.06790018079850026,0.022830280975403648,0.18544750968511733
2359,95,22.0,3.007231452248313,0.07764049367257402,0.025817930846169897,0.1886654454071752
2370,96,11.0,2.9875593835657295,0.03122031108372682,0.010450105613119084,0.12008303683251143
2394,97,24.0,2.991465667883555,0.03951986515591222,0.013210870370400174,0.18428334974548002
2408,98,14.0,2.9560613461903165,0.0365820507485895,0.012375267785201871,0.1224679025388988
2423,99,15.0,2.9831900278727215,0.07055824911938888,0.02365194589018627,0.17092179395258428
2439,100,16.0,3.004754915833473,0.04420215927348661,0.014710736985756992,0.13999048853111162
2471,101,32.0,2.9968647360801697,0.02720710102422227,0.009078521528405228,0.1615930086118169
2491,102,20.0,2.97895610332489,0.03401522785076964,0.01141850590305925,0.17536291232099757
2508,103,17.0,2.968246544108671,0.05239140081695373,0.017650623032287985,0.14791243646622582
2522,104,14.0,2.9661193234579906,0.07603040291559286,0.025632954923389375,0.20709136091837926
2535,105,13.0,2.9724139800438514,0.024848873392950912,0.008359829270007781,0.2156169478996442
2546,106,11.0,3.0348219221288506,0.027074167685917527,0.008921171778977293,0.15465047978796065
2568,107,22.0,2.9750692410902544,0.04161538118509933,0.013988037861548666,0.16060368274338543
2598,108,30.0,2.9848763863245646,0.036254898245822696,0.012146197548390022,0.1556630838274335
2679,109,81.0,2.9997055883760804,0.0426574259535318,0.014220537548361474,0.17304118441986954
2724,110,45.0,2.9677695751190187,0.059308938948726464,0.01998434765487073,0.19593687690535766
2739,111,15.0,2.9772823969523112,0.08502886434632598,0.028559220460029452,0.1769870672064523
2767,112,28.0,2.9955945014953613,0.06275263866409378,0.020948308802399153,0.16407110022607543
2780,113,13.0,2.9805903067955604,0.0625730666031858,0.02099351476132869,0.15315018930973914
2802,114,22.0,2.982555703683333,0.044079894445141016,0.014779235938730052,0.18994213273452426
2815,115,13.0,3.004867957188533,0.021504917256479846,0.007156692927232867,0.1299987515577903
2843,116,28.0,3.0085427931376865,0.05197267157937785,0.017275031519553098,0.11990518797444695
2854,117,11.0,2.894063364375721,0.07496840643385287,0.02590420353495761,0.22877610034563325
2866,118,12.0,2.987077792485555,0.05303756761245654,0.017755670021678223,0.21407241964091858
2881,119,15.0,2.9973958015441893,0.018387850936347778,0.006134608891783588,0.14679872465009491
2897,120,16.0,2.9884046763181686,0.026968309232703595,0.009024316367330011,0.14616481814300641
2916,121,19.0,3.000030153676083,0.044216608672627805,0.014738721415332123,0.14545989322083952
2962,122,46.0,2.989158298658288,0.0333487483402832,0.011156568173472815,0.16049220540014136
2974,123,12.0,2.976424237092336,0.08195342466877203,0.027534188052719327,0.20488881533189365
3000,124,26.0,2.9633533496123095,0.05774211458745712,0.019485396365239882,0.18119190864336604
3019,125,19.0,3.7962631426359477,0.37754890272999575,0.09945277462189922,0.5343965118456828
3032,126,13.0,3.7965014347663293,0.1652861592663326,0.04353644061680851,0.4999928425710935
3063,127,31.0,3.863405696807369,0.0611830491510838,0.015836558195698704,0.2845965171262862
3089,128,26.0,3.8019254207611084,0.07151051782615932,0.018809026982923725,0.36914046850198734
3111,129,22.0,3.866547042673284,0.054200394296510405,0.014017777023873194,0.2357940535399724
3120,130,9.0,3.887835317187839,0.07441110356991386,0.01913946901015785,0.2966851755174705
3155,131,35.0,3.8446784428187777,0.07255730311601047,0.018872138254249972,0.34325935246223316
3177,132,22.0,3.8658732175827026,0.03229871360122996,0.008354830017272545,0.25532986320004886
3240,133,63.0,3.835558808039105,0.07543341782997381,0.01966686514410099,0.3481988615614163
3250,134,10.0,3.853785753250122,0.05897727462903552,0.015303724287032965,0.24141944032162427
3264,135,14.0,3.8034279005868092,0.04198455226312859,0.011038608686824596,0.3792192124362503
3321,136,57.0,3.835748362959477,0.07681317217109118,0.020025602542870117,0.3630797473469692
3331,137,10.0,3.797405409812927,0.05308285762818698,0.013978717545146705,0.39412172641605137
3350,138,19.0,3.856662524373908,0.04758908252296869,0.012339446923916248,0.32050923582803653
3368,139,18.0,3.810095614857144,0.06440095784912189,0.016902714356562556,0.32028783654742354
3379,140,11.0,3.872501936825839,0.08727855776295505,0.022538028175783015,0.3240785597617188
3403,141,24.0,3.849977691968282,0.04952394397574129,0.012863436606154051,0.3229524847508098
3421,142,18.0,3.808809823460049,0.09186130923651527,0.024118113923857036,0.3906020359136164
3430,143,9.0,3.892220868004693,0.0713001380624495,0.018318625915748916,0.27190919696456856
3457,144,27.0,3.777143716812134,0.04517720394055652,0.01196067910772682,0.47000961792137885
3472,145,15.0,3.81478271484375,0.029940343455835343,0.00784850558836132,0.383944242571791
3525,146,53.0,3.843903654026535,0.04327916351227441,0.011259169689890372,0.3861853833406953
3534,147,9.0,3.745838933520847,0.07751572061750293,0.02069382106203994,0.2593993648058838
3552,148,18.0,3.843273811870151,0.06768187936180407,0.01761047551511034,0.3867635677387524
3590,149,38.0,3.8145984034789238,0.04716135968028034,0.012363387883051871,0.44649642892181873
3604,150,14.0,3.8074676479612077,0.037369523584551326,0.009814797403350665,0.39485059518899235
3633,151,29.0,3.8791579295848977,0.0706015999290557,0.018200238611221137,0.2857743997502157
3645,152,12.0,3.838906168937683,0.04005324915680267,0.010433505637853701,0.2027820058671447
3659,153,14.0,3.842608775411333,0.07375087164962524,0.019192917093604087,0.3794376717747322
3671,154,12.0,3.853090286254883,0.03434709574130655,0.008914168417966441,0.24640686612110585
3710,155,39.0,3.8553432868077206,0.09468225806737264,0.02455871008720754,0.37944196096848315
3721,156,11.0,3.7873202670704234,0.02464236690589719,0.006506544249810331,0.3602908050472086
3734,157,13.0,3.804749690569364,0.05402554460003508,0.014199500359759644,0.3680547412771445
3752,158,18.0,3.8437229527367487,0.049314375500759754,0.012829846507446039,0.33687916367004317
3773,159,21.0,3.862334716887701,0.04856216316483628,0.01257326635946458,0.2786512542072506
3782,160,9.0,3.7785329818725586,0.048344071309846456,0.012794402362444958,0.456916727953487
3798,161,16.0,3.865443244576454,0.07863136484541293,0.02034213410214713,0.19064594071460306
3828,162,30.0,3.836011544863383,0.04524260205473158,0.011794177761355738,0.3583167241808648
3841,163,13.0,3.7907726764678955,0.03285886650340031,0.00866811843067757,0.3648107133519191
3865,164,24.0,3.7932621439297995,0.09697848132155058,0.025565984538332327,0.4718652416195255
3887,165,22.0,3.836700190197338,0.05900467969633174,0.015379017585759516,0.35694822834127327
3905,166,18.0,3.874134103457133,0.056036776714022164,0.014464335827718776,0.239188337844098
3928,167,23.0,3.780461363170458,0.06074239197806625,0.016067454774124464,0.44159938135872717
3965,168,37.0,3.840908804455319,0.07882305526674058,0.020521980416538035,0.3484521006844384
3976,169,11.0,3.817453080957586,0.07717848870275647,0.020217272371399177,0.5199393423443491
3985,170,9.0,3.706153498755561,0.02654316754647291,0.007161918025085977,0.3571850011746089
4015,171,30.0,4.222047472000122,0.4630246983416499,0.10966828331806983,0.6748774385700623
4030,172,15.0,4.601421229044596,0.13469931276854755,0.029273414900229746,0.7422796361148357
4051,173,21.0,4.697356087820871,0.09576825448817232,0.020387693140078666,0.5652445339032316
4066,174,15.0,4.600507926940918,0.05116929555299075,0.011122531765099138,0.8515540500481923
4096,175,30.0,4.679476340611775,0.08535819267558059,0.018240971096441363,0.6421956647808353
4119,176,23.0,4.705511424852454,0.08347554898692001,0.017739952462135923,0.5357017274996589
4131,177,12.0,4.738917748133342,0.14789965989879547,0.03120958576608617,0.6708735505429407
4152,178,21.0,4.700791881197975,0.0836421255508914,0.017793199032154473,0.54329781926104
4164,179,12.0,4.755066394805908,0.038585780780047554,0.008114667089022328,0.5279968472508093
4187,180,23.0,4.678492670473845,0.10872531108709126,0.02323938899664438,0.7395576757945769
4198,181,11.0,4.705607761036266,0.11670576684783292,0.024801422637515384,0.7445456778461282
4235,182,37.0,4.719776218001907,0.05273906136488258,0.01117405972845242,0.53791861052348
4261,183,26.0,4.7387573168827934,0.06739082006366667,0.014221200951475839,0.4597101599860113
4284,184,23.0,4.72426932791005,0.1340922445164581,0.028383700252707356,0.6294449805484518
4331,185,47.0,4.690131978785738,0.06834877418502945,0.014572889311896242,0.6210170041452697
4350,186,19.0,4.684898476851614,0.024806850870556833,0.005295066903398033,0.7224595123215726
4368,187,18.0,4.720893250571357,0.0476548072416369,0.010094447112497061,0.6212105269854268
4383,188,15.0,4.631263160705567,0.09279634456831133,0.020036940538307464,0.5203643896927436
4398,189,15.0,4.791203212738037,0.08841432982325229,0.018453471058833673,0.5687886727275326
4417,190,19.0,4.702445833306563,0.0649330345161489,0.013808353528761587,0.5503009195978704
4438,191,21.0,4.702481406075614,0.051475893444262726,0.010946538433465316,0.6032929851540497
4471,192,33.0,4.633202942934903,0.13018477922318553,0.02809822509970175,0.8162212527046601
4499,193,28.0,4.733926245144436,0.06331189129922701,0.013374076405217698,0.5182264994863155
4552,194,53.0,4.707644120702204,0.04825218014289964,0.010249751023172547,0.5708531090497689
4567,195,15.0,4.762725289662679,0.07509359554433254,0.0157669382501066,0.4020888432705154
4583,196,16.0,4.708717107772827,0.041039444789933065,0.008715631848468443,0.4819805028382689
4601,197,18.0,4.747552686267429,0.03913778086887882,0.008243780207450275,0.4791153016396695
4611,198,10.0,4.653142595291138,0.0828368638202669,0.017802348009729102,0.7541650727391243
4628,199,17.0,4.656482219696045,0.042076427826583274,0.009036097603596098,0.7835057718569741
4679,200,51.0,4.676955073487525,0.06365710726143695,0.013610801528176522,0.6435313472779942
4739,201,60.0,4.7569055716196695,0.08931971949100262,0.018776853596568308,0.5460250878570757
4758,202,19.0,4.7072804350602,0.043720541590505646,0.009287855736163829,0.6166296697368747
4777,203,19.0,4.630083435460141,0.0473663216042463,0.010230122688823427,0.7674428561800405
4815,204,38.0,4.668875393114592,0.09798447732778957,0.020986740719679913,0.6114839722745513
4848,205,33.0,4.710264913963549,0.11242981794473071,0.02386910715179379,0.6206320285643663
4860,206,12.0,4.790083169937134,0.10560194323882956,0.022045951916157543,0.42419312135704484
4871,207,11.0,4.700862364335493,0.03779020481124015,0.008038994099879824,0.6931672661819241
4892,208,21.0,4.702910059974307,0.06890442126445188,0.014651443550002382,0.6101482945183913
4907,209,15.0,4.659376017252604,0.05778749136695284,0.01240240992634614,0.6005641697595517
4917,210,10.0,4.731754922866822,0.10616267227957664,0.02243621531760483,0.7226061750203371
4928,211,11.0,4.702172322706743,0.04266673148601238,0.009073834083020557,0.5012630501931364
4941,212,13.0,4.680557581094595,0.07697482069140754,0.01644565190316625,0.5648153682167714
4977,213,36.0,4.771721217367384,0.05053147904828426,0.010589780237866261,0.45585100166499615
4994,214,17.0,4.692579101113712,0.03899702105517933,0.0083103598713816,0.6122261320843416
5019,215,25.0,5.247074203491211,0.4396376524648102,0.08378719938290398,1.0023193906992673
5062,216,43.0,5.479060139766959,0.1092105507031382,0.019932351154623985,0.8125208828755286
5088,217,26.0,5.438952996180608,0.11923718841868329,0.02192282016454548,0.8817685469985008
5102,218,14.0,5.485163109643119,0.09442297153922995,0.01721425045195664,0.7913694616872817
5141,219,39.0,5.438647808172764,0.08704557285047752,0.016005002699323978,0.8740501648818071
5158,220,17.0,5.536340461057775,0.07897439931439333,0.014264729539285677,0.6944835876826855
5173,221,15.0,5.403398386637369,0.04204114515517288,0.007780500741744461,1.026706505815188
5184,222,11.0,5.438811605626887,0.042725124032014415,0.007855599187846818,0.6182771108367227
5210,223,26.0,5.411524332486666,0.11190394551026997,0.020678821462278937,0.9634115090593696
5221,224,11.0,5.436716079711914,0.04721564220846688,0.00868458854871244,0.9348938170481812
5240,225,19.0,5.369001790096886,0.12942263730944892,0.024105530668320645,1.2648494000497617
5252,226,12.0,5.463630835215251,0.08806036875066012,0.016117554682332558,0.9260171831895908
5315,227,63.0,5.4538133636353505,0.06318656407629177,0.011585758415864358,0.915053911891485
5345,228,30.0,5.496444590886434,0.05190216248422563,0.00944286103971352,0.8244289030320943
5362,229,17.0,5.408211764167337,0.07139449173049157,0.01320112725679921,1.093371658859884
5380,230,18.0,5.477471431096395,0.11799241577645132,0.021541402316877706,0.8431603369406528
5405,231,25.0,5.431413154602051,0.10018933654172674,0.01844627423653751,0.938056644203607
5421,232,16.0,5.340412884950638,0.09175484777017551,0.01718122732209377,1.0931546734645963
5444,233,23.0,5.424932459126348,0.09114859347601216,0.016801793232037968,1.0085192709837272
5453,234,9.0,5.3855246967739525,0.03633882754758122,0.006747499936143451,0.8686813596222136
5548,235,95.0,5.432650972667493,0.0931003887411461,0.017137193095884226,0.9920442819007134
5562,236,14.0,5.42426552091326,0.0971864494770464,0.01791697864021294,0.938995573669672
5577,237,15.0,5.332790597279867,0.1764022160158643,0.033078781699368245,1.1065207416191698
5596,238,19.0,5.399189371811716,0.06948813235878579,0.012870104671929446,0.9852364467162835
5617,239,21.0,5.405028365907215,0.06215129370889709,0.011498791403375959,1.0969837770930357
5661,240,44.0,5.4484289125962695,0.06511761177354296,0.011951630978059931,0.8865899158303033
5693,241,32.0,5.492332115769386,0.0600068738708016,0.010925572708633556,0.6543758371262811
5704,242,11.0,5.446473078294233,0.08570945840543917,0.01573668999614009,0.7708667689426378
5729,243,25.0,5.405670585632325,0.025556655473131636,0.0047277493269860735,1.1216589796543122
5742,244,13.0,5.4827267573429985,0.015008143628591706,0.002737350280768843,0.8484218751008694
5788,245,46.0,5.475229802338974,0.07337247370582585,0.013400802588136434,0.8378784223763354
5807,246,19.0,5.429533983531751,0.05711796088416789,0.010519864330421659,0.8558307001857381
5828,247,21.0,5.467188698904855,0.07878674109142669,0.014410832592481881,1.0185687463020994
5862,248,34.0,5.426152846392463,0.09655957935158063,0.01779521920687832,1.0439295614247812
5893,249,31.0,5.4877272113677,0.10099889672032182,0.01840450387386329,0.6962929020876125
5916,250,23.0,5.380756233049476,0.14530264950812438,0.0270041316154878,1.1591620120503332
5949,251,33.0,5.391274264364531,0.08707223753974888,0.01615058579291404,0.980979325560232
5979,252,30.0,5.4704886754353845,0.1233053051202308,0.0225400896402399,0.9013790831978743
5994,253,15.0,5.441285483042399,0.05544907429517281,0.010190436518719367,0.6149033083269994
6022,254,28.0,6.118489520890372,0.4685687470342598,0.07658242208872379,0.9863494073256983
6032,255,10.0,6.14644045829773,0.07608495947936714,0.012378702762287724,1.5848215382546187
6052,256,20.0,6.227828025817871,0.1115951383111609,0.017918789319251578,1.2901235796511172
6070,257,18.0,6.302480141321818,0.11074057215240862,0.0175709513825113,1.0693812410140202
6100,258,30.0,6.210469055175781,0.1535317167839082,0.02472143656459498,1.4182474251526098
6117,259,17.0,6.261311727411607,0.10914133790385529,0.017431065989901406,1.2354171583976816
6143,260,26.0,6.170101881027222,0.07403112429426761,0.011998363353109274,1.6758515568306813
6166,261,23.0,6.16180884319803,0.08002909120532146,0.012987921768080312,1.258139733063138
6187,262,21.0,6.2675796463376,0.08771109242525302,0.013994412097579989,1.120490096154667
6215,263,28.0,6.26702800818852,0.1484013986354679,0.0236797088574626,1.0781564926312837
