Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
36,1,36.0,1.0193279335896175,0.3915564539512608,0.38413197661754833,0.17448091124404325,0.5924553
47,2,11.0,1.0174378915266558,0.05671037711583671,0.055738416652384874,0.0062550166463056075,0.5749589
63,3,16.0,1.1318201422691345,0.019789656161975363,0.017484806483740414,0.00210616719959944,0.580099
87,4,24.0,1.0976146459579468,0.012843696458935612,0.011701462354054353,0.0008620273332174596,0.5976484
110,5,23.0,1.1241856813430786,0.023984747440410185,0.02133521876186442,0.0006937711953904237,0.56393296
122,6,12.0,1.1039317150910695,0.005771295780243861,0.00522794634971399,0.0006445258944343853,0.5700153
152,7,30.0,1.1206036885579427,0.01652248958135429,0.014744275563304972,0.0005682904239317092,0.5685895
163,8,11.0,1.0983759706670588,0.01291861242939314,0.011761557767462346,0.000597160445811989,0.56632864
192,9,29.0,1.1139511486579632,0.0072550126500425,0.006512864283844945,0.0006144425761735404,0.5696796
208,10,16.0,1.0991877242922783,0.01254399872349237,0.011412062240386586,0.0006238996163574484,0.5671547
237,11,29.0,1.118892188729911,0.009466270018167617,0.008460395124317626,0.0006953813157263634,0.5526281
257,12,20.0,1.113897055387497,0.0051509842525799725,0.004624291111702485,0.0005483419355186925,0.55726844
271,13,14.0,1.0985887391226632,0.017130222663051434,0.015592934874547949,0.0006149082528281724,0.55204403
310,14,39.0,1.110950836768517,0.008090404003823094,0.007282414069155473,0.0006291043948108265,0.565844
336,15,26.0,1.1043527172161982,0.010320640878244693,0.009345420821945812,0.0006341738217787889,0.558935
348,16,12.0,1.102195680141449,0.009461667299057211,0.008584380677161572,0.0005711971049701484,0.5504277
364,17,16.0,1.1189767867326736,0.005918448291661622,0.005289160920793573,0.0005386812704273325,0.54570496
384,18,20.0,1.107679432630539,0.0076735218609081755,0.006927565534628501,0.0005800468701409045,0.5601501
417,19,33.0,1.0974613825480144,0.023965349281565018,0.02183707751604328,0.000713766427521257,0.5451385
441,20,24.0,1.1098160793383915,0.008163601988050348,0.007355815202206312,0.0006649477916956433,0.5585856
462,21,21.0,1.106082490512303,0.005308342741914457,0.004799228617619467,0.000731842398679527,0.5602323
484,22,22.0,1.0953573909672825,0.02694921382767638,0.02460312410352041,0.0005775589384442851,0.5675716
507,23,23.0,1.1099242023799731,0.0039543629231744044,0.003562732405235598,0.0005762059334538999,0.5607973
518,24,11.0,1.0822451764887029,0.021650785445672387,0.020005434919948002,0.0008131846923127093,0.5754882
541,25,23.0,1.109076271886411,0.004183351116696737,0.0037719237375634586,0.0005796446415764007,0.5801106
550,26,9.0,1.0855763090981378,0.02202309542860121,0.020287008148600162,0.0006231354661091851,0.5571236
575,27,25.0,1.1143684387207031,0.007933276231899789,0.007119078355276468,0.0007102340762503445,0.59020567
586,28,11.0,1.0986744490536777,0.008849892107918584,0.008055063185952189,0.0007340430532746144,0.56568944
605,29,19.0,1.101188295765927,0.013566445784284512,0.012319823808923094,0.0007505330611724945,0.56442714
615,30,10.0,1.0963873028755189,0.01097441958106862,0.010009619367431354,0.0006173635079903761,0.59890634
626,31,11.0,1.094259587201205,0.015386525866512131,0.014061129595278528,0.0006540584818139905,0.59247416
640,32,14.0,1.1033286111695426,0.007002296775998998,0.006346519708735255,0.0007616884603131828,0.5779835
663,33,23.0,1.1075858033221702,0.008155769565074016,0.0073635555282588775,0.0005615498944082545,0.6028921
704,34,41.0,1.1059972629314516,0.00947269964582094,0.008564849085352615,0.0006752200488779458,0.5934046
807,35,103.0,1.1176889000587094,0.013854956919937144,0.01239607633144552,0.0005544462467374279,0.5766862
827,36,20.0,1.1217736661434174,0.015013986992265697,0.013384149980880524,0.0069568073804930465,0.5632138
836,37,9.0,1.0852959950764973,0.01736572893063235,0.01600091496643579,0.0005690866305990817,0.5710962
845,38,9.0,1.08762350347307,0.02026850916072478,0.0186355931956252,0.0008099770772484286,0.5931222
860,39,15.0,1.100951854387919,0.013754211240518566,0.01249301791508885,0.0028313521385522713,0.5913629
890,40,30.0,1.1074748396873475,0.02101081136990182,0.018971818245399962,0.0037695183609078716,0.5800933
917,41,27.0,1.1212265579788774,0.012138438631958482,0.010826035599655458,0.007467663833031784,0.57174844
935,42,18.0,1.1027052534951105,0.022289098288725693,0.020213106102540686,0.002242618468800275,0.5853305
952,43,17.0,1.0917993293089026,0.020445002236149777,0.018725970686473355,0.0007805905231233576,0.576166
968,44,16.0,1.0975821763277054,0.03036850454536789,0.027668547467648345,0.0026021880225925997,0.57668984
977,45,9.0,1.0859335396024916,0.015297452188466242,0.014086913821692908,0.0006829801908073326,0.56039155
985,46,8.0,1.0715773850679398,0.03282286954980632,0.030630423903286554,0.0006876300940348301,0.5795812
1004,47,19.0,1.1880809821580585,0.1983289209600418,0.16693215693074426,0.11219765475241154,0.5950538
1042,48,38.0,2.0817927059374357,0.22732420075770898,0.109196367202826,0.12314992564681329,0.58991987
1055,49,13.0,2.0864855692936826,0.05091718667119592,0.024403325582756086,0.049396361072117895,0.57955545
1068,50,13.0,2.0613299241432776,0.049102225107881134,0.023820653129211628,0.04593413667036937,0.5575154
1083,51,15.0,2.0673473040262857,0.01912468040427498,0.009250830940223973,0.05085901649824033,0.5792242
1097,52,14.0,2.0486121347972324,0.02644685150055568,0.012909643095115874,0.06973341629574341,0.58212507
1126,53,29.0,2.0569820486266037,0.03113799189762368,0.015137707165900524,0.054258788968958284,0.58841324
1166,54,40.0,2.050836819410324,0.024221579131572392,0.011810583320098968,0.05597340386157157,0.57593036
1189,55,23.0,2.0582935499108355,0.015632721656800543,0.007594991325449058,0.06125288940055053,0.575632
1207,56,18.0,2.0476384692721896,0.019166052591743865,0.009360076438960549,0.05290395574411377,0.5513858
1219,57,12.0,2.0279907087484994,0.014029078888492294,0.006917723453057549,0.06268671950480591,0.56666464
1235,58,16.0,2.0555507838726044,0.0378031449570988,0.018390761859883926,0.06689309579087421,0.5641387
1250,59,15.0,2.0502153714497884,0.017728915643381485,0.008647343050035113,0.05750198316139479,0.54076403
1259,60,9.0,2.020825001928541,0.018416567501414703,0.009113390562685612,0.06759429280646145,0.5579302
1279,61,20.0,2.0522050261497498,0.03282794195021123,0.015996424105734437,0.06321472850977443,0.5734658
1298,62,19.0,2.0533250193846855,0.04486431315372726,0.021849591628300344,0.04136276892754004,0.5632136
1325,63,27.0,2.0525320812507912,0.02932545349673177,0.014287451954885476,0.06194419546604708,0.5798463
1354,64,29.0,2.0486466884613037,0.014795804336477425,0.007222233301531485,0.06098982017358829,0.5755657
1390,65,36.0,2.0446516142951117,0.019161204771125637,0.00937137878999079,0.061830963341182925,0.5509016
1411,66,21.0,2.0754044964199974,0.014961439655503127,0.007208927070029532,0.04324208065545896,0.5473758
1449,67,38.0,2.0344257166511133,0.02308873815682689,0.011349020004934597,0.06122220478535287,0.55754477
1514,68,65.0,2.056833424934974,0.048502078182590946,0.02358094612553485,0.06681893141604422,0.54521626
1531,69,17.0,2.0647404614616844,0.039788107848194115,0.019270270811677252,0.0468861766412909,0.5592216
1544,70,13.0,2.0278101609303403,0.020744762506080584,0.01023013046574492,0.0560470107727899,0.56374663
1554,71,10.0,2.022995400428772,0.030880426946962178,0.015264704477537172,0.054521737596951426,0.5850248
1581,72,27.0,2.0531447110352694,0.03492605584500196,0.01701100543828252,0.05197730724251381,0.5460958
1601,73,20.0,2.0523483395576476,0.02015923638910565,0.009822521840249919,0.06268652343424037,0.5497843
1630,74,29.0,2.070116199296096,0.034128819682651315,0.016486427039340196,0.04334263260634857,0.5527328
1652,75,22.0,2.091099538586356,0.05861770400154422,0.02803200083013336,0.0497533377135617,0.55808246
1670,76,18.0,2.0339019894599915,0.043819875924191655,0.021544733301443887,0.05858961875653929,0.5493247
1689,77,19.0,2.05946956182781,0.024324469585598172,0.01181103621847649,0.049378340171594905,0.56422585
1709,78,20.0,2.0608716011047363,0.029922126158663742,0.014519160797122876,0.05521921882318566,0.5462673
1733,79,24.0,2.0498487651348114,0.020207533531865746,0.009858060689924491,0.04889838385376303,0.5311306
1766,80,33.0,2.0524673209045874,0.032168346627519384,0.015673012817247572,0.05666377457303249,0.5369353
1775,81,9.0,2.007644693056742,0.019211747132411826,0.00956929639933496,0.05227139110987385,0.5224513
1802,82,27.0,2.067255558790984,0.021471159452117045,0.010386311146104384,0.05139181893577592,0.53471017
1812,83,10.0,2.0128549695014955,0.03805250695310294,0.018904743525822446,0.06794907783623785,0.52326226
1830,84,18.0,2.0492870145373874,0.03974311769327764,0.01939363174184236,0.05530401702142424,0.5460007
1846,85,16.0,2.0488771349191666,0.035677860809364595,0.01741337252551856,0.04657405866601039,0.52723396
1859,86,13.0,2.061541887430044,0.021997429933633916,0.010670377384888508,0.04222836261256956,0.52570516
1874,87,15.0,2.036817995707194,0.025038164485936515,0.012292784401309813,0.08566069854423404,0.54941916
1913,88,39.0,2.0486690356181216,0.02488702541274954,0.012147899431320618,0.062009048116847106,0.54618984
1929,89,16.0,2.043519116938114,0.03119001919412252,0.015262895725123318,0.061953175463713706,0.5586587
1947,90,18.0,2.067346943749322,0.032492289257560855,0.015716901972260704,0.047221119027300223,0.51399565
1965,91,18.0,2.0485606325997248,0.02642492242162441,0.012899263024541224,0.04456821987696458,0.5424153
1974,92,9.0,2.0130226479636297,0.06660201845046791,0.03308557830575945,0.06446337658498022,0.5394757
1988,93,14.0,2.050207257270813,0.05202061497435095,0.025373344470353474,0.06270039183800691,0.53725654
2038,94,50.0,2.7255846071243286,0.46498219370184946,0.17059906798946753,0.21361266425112263,0.5547163
2048,95,10.0,2.940305304527283,0.015136895329251103,0.00514806925183733,0.2109128762036562,0.5590071
2069,96,21.0,2.935130584807623,0.05306468022837408,0.018079154809342867,0.2106348607866537,0.54279184
2081,97,12.0,2.915781080722809,0.05128978326297148,0.017590409513960143,0.1869745924292753,0.54549336
2097,98,16.0,2.9693289399147034,0.0387329053904328,0.01304432960248097,0.1628534293922712,0.5567909
2124,99,27.0,2.9587294702176696,0.06545549204668451,0.022122837760448925,0.2069715796258404,0.5596809
2136,100,12.0,2.8220000664393106,0.09489880757684066,0.03362820883862709,0.2707664184272289,0.56593394
2151,101,15.0,2.9575326442718506,0.053255775277975606,0.01800682585232707,0.23815654895734042,0.54743516
2178,102,27.0,2.9613763844525374,0.06309443264687623,0.021305779629407134,0.18217089580031354,0.549683
2228,103,50.0,2.9432410192489624,0.051298821261320814,0.017429364746489883,0.2009105335175991,0.5512156
2247,104,19.0,2.9142163301769055,0.06660797591332955,0.02285622217664471,0.23666208276623174,0.54199576
2261,105,14.0,2.9397900785718645,0.07966667148936032,0.027099442259517388,0.20922604429402522,0.544623
2274,106,13.0,2.975015585239117,0.01835285668246289,0.006168995138554132,0.102029330867271,0.55566067
2287,107,13.0,2.953144128506,0.03772442168828761,0.012774324600056838,0.14757227775855705,0.53149074
2301,108,14.0,2.997130445071629,0.04168022781247985,0.013906711294804428,0.14555905921068707,0.55690396
2333,109,32.0,2.962527021765709,0.05367108865963699,0.018116657929299913,0.16773217446461786,0.54301006
2354,110,21.0,2.9922348090580533,0.04848617087526777,0.016203999341392286,0.1476177035226664,0.54650086
2370,111,16.0,2.9495007395744324,0.05894926265827192,0.01998618337921739,0.1934765511250589,0.55192286
2416,112,46.0,2.943274808966595,0.0764702515378531,0.02598134951751323,0.21242664195091018,0.5370281
2462,113,46.0,2.954811111740444,0.044403029227888136,0.015027366403036792,0.17415351568943943,0.5374266
2474,114,12.0,2.972827732563019,0.05197057178441355,0.017481864561189088,0.12264333090449024,0.50110614
2490,115,16.0,2.9661835283041,0.07228587015961183,0.024369992439726377,0.15602099873740372,0.53706294
2508,116,18.0,2.9902359114752874,0.06188131904024041,0.02069446052826987,0.13512761856933744,0.5252051
2530,117,22.0,2.9284325512972744,0.030330740929290282,0.010357329526286676,0.2044439877129414,0.53938323
2549,118,19.0,2.9532243201607153,0.04057757233457368,0.013740091484945321,0.18723242815681979,0.54423213
2589,119,40.0,2.938147985935211,0.05828129259820923,0.019836064377015482,0.21089736652793362,0.5410386
2637,120,48.0,2.95391438404719,0.06291016248038826,0.021297219316896505,0.16854222716695708,0.5340107
2646,121,9.0,2.8949703375498452,0.026798227823211167,0.009256822937222844,0.1157104769307706,0.5622389
2689,122,43.0,2.9515791493792864,0.03531651435684094,0.011965294701403471,0.20350386307921348,0.5242023
2738,123,49.0,2.952526885635999,0.04380473462695322,0.014836354188699392,0.18070245193963758,0.53392124
2752,124,14.0,2.9388904060636247,0.024660371423303903,0.008391048326410449,0.17854237935638853,0.5419036
2765,125,13.0,2.967250860654391,0.04531449681564734,0.015271542226683787,0.19909439110555327,0.5424357
2776,126,11.0,2.8283764232288706,0.08631807346397262,0.030518594609635456,0.24692343175411224,0.5422829
2800,127,24.0,2.9325055181980133,0.04569467513486023,0.015582127587244582,0.23146922872789824,0.5496636
2825,128,25.0,2.9655744647979736,0.05628445541600072,0.018979275713393706,0.17809757544659077,0.5342905
2836,129,11.0,2.879790284416892,0.02539021830723546,0.008816690036294272,0.25974043932828034,0.5536142
2850,130,14.0,2.941620809691293,0.02448259223620638,0.008322823987220736,0.20785546146466263,0.52315605
2870,131,20.0,2.945687198638916,0.048737664708605785,0.01654543114120383,0.18707751368638129,0.54835016
2890,132,20.0,2.903149223327637,0.06574036890982712,0.022644502177698755,0.2594305658712983,0.5333498
2918,133,28.0,2.928437735353197,0.059423935988859845,0.020292026452012904,0.20588645187672228,0.5482577
2931,134,13.0,2.957340277158297,0.03515820776872582,0.011888455325982738,0.1840325381535177,0.536223
2954,135,23.0,2.9314384356788965,0.020170726110291255,0.006880828832968442,0.19568615669951492,0.53627133
2966,136,12.0,2.961234192053477,0.024959759168395244,0.008428836609875433,0.12553075276082382,0.5383284
2982,137,16.0,2.9227285981178284,0.06619062259033343,0.02264685904567352,0.20057090400950983,0.55151945
2993,138,11.0,2.9490784948522393,0.0596961534538642,0.02024230740486113,0.14201740467582236,0.55346406
3009,139,16.0,3.276997849345207,0.44891221983427004,0.1369888661733389,0.3944210256449878,0.532834
3030,140,21.0,3.7444136142730713,0.3252807644168016,0.08687094907915256,0.5193105347099758,0.54694307
3060,141,30.0,3.770194331804911,0.14940882256304353,0.03962894466809004,0.416204059512044,0.5371893
3089,142,29.0,3.742675337298163,0.07333355814013741,0.019593887134510816,0.34106183508089905,0.5256446
3108,143,19.0,3.772155573493556,0.05317994010240154,0.014098024078351918,0.387117272610531,0.54312086
3126,144,18.0,3.768371674749586,0.02352371829256643,0.006242409274591953,0.34976527658808565,0.53660566
3139,145,13.0,3.7434928600604715,0.02862819594577112,0.007647455736113963,0.2516071040613147,0.5481586
3149,146,10.0,3.7649327993392943,0.08249725467770783,0.021912012531056388,0.30365538217592986,0.56282496
3159,147,10.0,3.680712342262268,0.06485204436551587,0.017619427527894232,0.3039212727919221,0.5328264
3172,148,13.0,3.733889176295354,0.019452974975334096,0.005209842621690963,0.30767869666362035,0.57222074
3197,149,25.0,3.76112868309021,0.059699409128375736,0.015872737722795925,0.2968258619401604,0.5443606
3213,150,16.0,3.7575729936361313,0.0546159159295057,0.014534891543558527,0.35761942726094276,0.5475536
3225,151,12.0,3.70011305809021,0.02328067567751198,0.006291882251167794,0.3925825641490519,0.56488854
3240,152,15.0,3.756050395965576,0.06252716403382139,0.01664705140830449,0.3537574106827378,0.5308177
3262,153,22.0,3.7506542097438467,0.04519760094612629,0.012050591288502997,0.34845720060085034,0.5299071
