Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
19,1,19.0,0.8031341655081824,0.46625234160559925,0.580541037387668,0.21767031362182215,0.5150186
70,2,51.0,0.8782985981772927,0.0776842354049585,0.0884485476421963,0.007042726554894163,0.498233
82,3,12.0,0.8911565641562144,0.004380710599162747,0.004915758661678707,0.003155155999290097,0.5241663
136,4,54.0,0.9003483884864383,0.023928566552164684,0.026577008253872287,0.006692827270483205,0.5253916
145,5,9.0,0.8980137507120768,0.02539759230735904,0.028281963708484542,0.02396730808464377,0.48533842
168,6,23.0,0.8937054250551306,0.023978146087536126,0.026830033045907684,0.008694815566069219,0.5261611
180,7,12.0,0.876832957069079,0.007163010444922069,0.008169184777070087,0.0005507221344487334,0.49373576
198,8,18.0,0.898336367474662,0.010065077700623273,0.01120413028464771,0.01575208828065418,0.5138506
216,9,18.0,0.8837174740102556,0.005339293725946673,0.006041856003726266,0.007138573459896078,0.5309245
230,10,14.0,0.9089485917772565,0.0208434921362522,0.022931431243539486,0.009165370706601348,0.4978762
248,11,18.0,0.8964438107278612,0.020937063857253944,0.023355690124352853,0.009353251054663916,0.5546387
257,12,9.0,0.8906885650422838,0.03502643768757479,0.03932512335095711,0.02105047989850088,0.5449497
281,13,24.0,0.8997037435571352,0.02930474139613168,0.032571545473702584,0.003546096061957845,0.5409398
300,14,19.0,0.8971755818316811,0.03273352343469934,0.03648508062142118,0.007028717075675223,0.51906645
315,15,15.0,0.900390605131785,0.015750341928408386,0.017492787950739556,0.0008189165322619374,0.55719864
328,16,13.0,0.9147756512348468,0.027331721826900468,0.029878060035819318,0.005358458194398106,0.56508297
355,17,27.0,0.8936524148340579,0.018415768068381935,0.0206073052147479,0.0018611550682787008,0.5459988
374,18,19.0,0.8914131961370769,0.015335906177400074,0.017204037638053764,0.0007697216672233097,0.54784274
390,19,16.0,0.9008006677031517,0.015946210375880808,0.017702263050648287,0.0008359659773304884,0.52624136
406,20,16.0,0.9005669727921486,0.01927578277664867,0.021404052512480416,0.004392677508121778,0.54023075
437,21,31.0,0.888325483568253,0.0160880943202876,0.018110585160367627,0.006688411688276486,0.54089755
477,22,40.0,0.8851518154144287,0.010282701797221816,0.011616879294776623,0.0052409281559448575,0.52053195
509,23,32.0,0.8920194245874882,0.023422479496839264,0.026257813284358604,0.015249430934545671,0.52331406
523,24,14.0,0.927129715681076,0.058194453589817785,0.06276840511693418,0.014462624885449518,0.5289209
584,25,61.0,0.9000830884839668,0.018382292903614702,0.02042288444123139,0.00570046177819647,0.53537357
601,26,17.0,0.889205136719872,0.023125486664684267,0.02600691978680003,0.007778135701568424,0.5326021
615,27,14.0,0.8805527431624276,0.012549809115450698,0.014252194673063153,0.00288048592899161,0.53517556
640,28,25.0,0.8902891969680786,0.015630344687389126,0.01755648023206279,0.006708027303102426,0.535176
707,29,67.0,0.8799065413759716,0.010159420807364325,0.011546022594032914,0.004315147412582057,0.5602585
720,30,13.0,0.9168990116852981,0.02904763377108066,0.03168029783093551,0.0010119832496946822,0.5588481
733,31,13.0,0.92837727528352,0.04505806172544701,0.0485342144029609,0.000763516842898053,0.5364873
771,32,38.0,0.8814081800611395,0.011921584361237515,0.013525611210472957,0.003846275630837083,0.5492599
793,33,22.0,0.8792067143050107,0.00967883138111268,0.01100859584399732,0.0006151739848560696,0.52023476
819,34,26.0,0.8981653337295239,0.023893647301171023,0.026602727141511368,0.005306782869201225,0.53582007
839,35,20.0,0.8854255437850952,0.019232631508546,0.02172134251551932,0.008566473374594352,0.53359747
865,36,26.0,0.890933667237942,0.022772555845038164,0.025560326972082298,0.010023084964744227,0.55869204
905,37,40.0,0.8799518674612046,0.015637487748682715,0.01777084443697955,0.0024171851612663888,0.5502387
927,38,22.0,0.8936836556954817,0.018758003415593315,0.020989533931887204,0.006302214214718499,0.51587135
965,39,38.0,0.887711437124955,0.008806540993485042,0.00992049964119751,0.004668475435209984,0.52796596
979,40,14.0,0.9210998543671199,0.042620407720131426,0.04627121317852727,0.0049529237317723785,0.5267571
990,41,11.0,0.8850969292900779,0.013096987005487299,0.014797234711900066,0.000848316376504954,0.53931725
1018,42,28.0,1.4632508605718613,0.5757336203894718,0.3934620070303367,0.15706974794167244,0.5418989
1040,43,22.0,1.8642988475886257,0.11653204356566187,0.06250716923222371,0.056678250527263364,0.5470384
1059,44,19.0,1.8467837697581242,0.030856878995891863,0.016708441725115025,0.03688433076451091,0.5455223
1111,45,52.0,1.849510025519591,0.045156734409593995,0.024415512101324192,0.033920807869155675,0.5414654
1130,46,19.0,1.8577710515574406,0.036375757870835315,0.019580323334428173,0.027592454815595902,0.5236251
1142,47,12.0,1.812879502773285,0.03456061937134076,0.019063936306009877,0.042982490034773946,0.57343125
1161,48,19.0,1.8437620213157253,0.04611887856075937,0.02501346596121365,0.0431693597868281,0.5318711
1207,49,46.0,1.8481397265973298,0.02877522749073105,0.0155698333175869,0.02837102079881689,0.56160516
1239,50,32.0,1.8458186574280262,0.022393094109618615,0.012131795298256046,0.025041218812475563,0.54473644
1258,51,19.0,1.8683245119295622,0.04284574156975742,0.02293270858257238,0.027289228578171645,0.5382853
1285,52,27.0,1.8281402676193803,0.01260249107012614,0.006893612756824841,0.03508765738526428,0.5236161
1296,53,11.0,1.833534457466819,0.008808532052361576,0.004804126814464833,0.036189831772141835,0.5667936
1305,54,9.0,1.8187544345855713,0.008498830105938323,0.004672884884470344,0.048200051196747355,0.5276792
1317,55,12.0,1.86241415143013,0.010479479356533067,0.005626825455812809,0.03587274642147046,0.5210073
1329,56,12.0,1.823530246814092,0.02819264884051704,0.015460477768204119,0.03755207253076757,0.5180492
1357,57,28.0,1.8404183217457362,0.029294298704984865,0.015917195758623857,0.03487644762000335,0.52996504
1367,58,10.0,1.8387009382247925,0.011812136554006014,0.006424174975083363,0.027995782799553125,0.56263703
1410,59,43.0,1.8459422948748567,0.025668491229213396,0.013905359501475402,0.03231525660944604,0.5260514
1432,60,22.0,1.8596288074146619,0.03380440827893416,0.018178040770367793,0.03321849641956347,0.5287282
1443,61,11.0,1.876653638753024,0.02355305528120594,0.012550560633477464,0.0489982481574936,0.56962186
1458,62,15.0,1.8200682957967123,0.04749095887468222,0.02609295430526339,0.04713456672616303,0.5226373
1475,63,17.0,1.8461684759925394,0.02491153289243027,0.013493640053103658,0.026916042156859905,0.5512471
1498,64,23.0,1.862294974534408,0.05147050500111398,0.0276382129066219,0.029306141715294318,0.54463506
1517,65,19.0,1.8518823197013454,0.054852900019631584,0.029620078682147447,0.05822835215612462,0.55808145
1541,66,24.0,1.8251834859450657,0.02644384374486687,0.014488320735147598,0.036993843134647854,0.5610362
1564,67,23.0,1.8319549353226372,0.024404823723368833,0.013321738025761394,0.0415529702010605,0.5621418
1587,68,23.0,1.851760693218397,0.03055662640092728,0.016501390548375478,0.028738104923673825,0.5544851
1600,69,13.0,1.8474483306591327,0.011777936929284968,0.0063752456476457095,0.026102812038376354,0.5666761
1613,70,13.0,1.839768648147583,0.015931317472096064,0.008659413501875308,0.02894571339353346,0.54322106
1627,71,14.0,1.8447134069034032,0.028751111660525058,0.015585679354273043,0.03495832269046722,0.5624335
1660,72,33.0,1.8270158225839788,0.0288705281974064,0.015802013228639878,0.040651719103510855,0.5412357
1681,73,21.0,1.8183738390604656,0.015816041903674014,0.00869790444843069,0.04065595019520039,0.524345
1695,74,14.0,1.846832709653037,0.031001047140069522,0.016786061335189187,0.03772499676727291,0.5541502
1724,75,29.0,1.85531851752051,0.05035942222138833,0.027143275801876764,0.033354803147035296,0.54921824
1734,76,10.0,1.836772656440735,0.03603357653350203,0.019617875084947774,0.03370915972627699,0.567585
1755,77,21.0,1.8314383654367357,0.03382697813694423,0.018470170099815313,0.041858335103218756,0.548893
1802,78,47.0,1.851574273819619,0.03474298850730014,0.018764026373961608,0.03504975866266288,0.5521234
1814,79,12.0,1.8358980317910512,0.010787632427670264,0.005875943130210859,0.025658205423193674,0.5638412
1827,80,13.0,1.8414229979881873,0.02003065286544831,0.010877811826686443,0.0366612311380987,0.5564993
1845,81,18.0,1.8303288420041401,0.022168882323676673,0.012111966885361754,0.044735024431752715,0.5448622
1856,82,11.0,1.9091561815955422,0.07009476443344619,0.03671504987866722,0.025177035176470366,0.5492485
1885,83,29.0,1.8719298181862667,0.050623966579661304,0.027043731067178268,0.03813824039012804,0.5556296
1907,84,22.0,1.8523008931766858,0.024870072664066812,0.013426583529533787,0.03877083646578037,0.548908
1921,85,14.0,1.8448546273367745,0.043771779570339196,0.023726411242238624,0.04055792496572914,0.5484073
1943,86,22.0,1.8437350717457859,0.02564745927857349,0.013910599018051202,0.029091211321594364,0.543422
1970,87,27.0,1.8409057016725894,0.01817979816786925,0.00987546409973724,0.030511848609118413,0.56150776
1985,88,15.0,1.8710105816523235,0.03342346604737126,0.017863857305314857,0.029035828728228807,0.56865746
1998,89,13.0,1.8830361916468694,0.022615557188452054,0.012010155348460349,0.03040130999691498,0.54711103
2016,90,18.0,2.650580174393124,0.5589539115119394,0.21087983563444457,0.3353356897003121,0.5833763
2084,91,68.0,2.716441445490893,0.14603591930015897,0.05376001000962807,0.13801165372612612,0.5564646
2098,92,14.0,2.7382846730095998,0.07411737404886551,0.027067081366454287,0.13798342398617283,0.5346069
2121,93,23.0,2.7432446583457617,0.06048548193172284,0.022048883517446435,0.13152176551723285,0.5364084
2164,94,43.0,2.7298503753750825,0.02972688219760176,0.010889564668362923,0.11749246521571348,0.5515465
2183,95,19.0,2.732867667549535,0.06955123143257437,0.025449908262458416,0.1462248328239902,0.54947716
2213,96,30.0,2.738172483444214,0.0683215045251768,0.024951497737366237,0.14950353286694734,0.5456457
2225,97,12.0,2.6365845799446106,0.06239053018138091,0.023663390378582737,0.22084669396281242,0.5074973
2243,98,18.0,2.7737105555004544,0.02689748436754785,0.009697293149138553,0.10013905607572976,0.5777366
2256,99,13.0,2.664099619938777,0.033026858655587,0.012397005880863413,0.19531838309306365,0.5398466
