Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
1000,1,-1000.0,-0.7787036004764959,0.9403503435683308,-1.2075844300616072,5.392431148767471,0.40832934
2000,2,-1000.0,-4.357150022625923,2.243352814330915,-0.5148670123088656,8.21795777875185,0.4290663
3000,3,-1000.0,-9.813469081401825,2.1361664952197756,-0.21767699857211253,10.866321618556976,0.43617666
4000,4,-1000.0,-16.53889766597748,3.370395148724827,-0.20378596063618792,9.809900514125824,0.41392472
4917,5,-916.0,-23.828061211980156,2.6468646314594113,-0.11108182944102199,7.583652533647668,0.36754912
5406,6,-488.0,-28.1549126502195,3.8568745576427963,-0.13698762292600214,6.498725295798179,0.36688444
5784,7,-377.0,-29.856826494610498,4.04579580207187,-0.13550655836788894,6.269085881255922,0.3858857
6288,8,-503.0,-35.263939702321615,3.6395640570087724,-0.10320922981753965,6.580920424489748,0.3819293
7288,9,-1000.0,-40.4212565574646,3.8037061716358886,-0.09410163106207191,7.262857230782509,0.380285
7736,10,-447.0,-42.321230590343475,6.193077021402608,-0.14633499392656354,7.356646551617554,0.37826744
8188,11,-451.0,-42.525637824978446,6.400465701051719,-0.15050839983621017,8.006710334161742,0.3999831
8617,12,-428.0,-47.18796690916404,4.026789982988708,-0.08533510228868738,8.495529628855921,0.3912288
8948,13,-330.0,-45.81751216358288,7.28021571598052,-0.1588959193154763,8.849884695156824,0.39066777
9423,14,-474.0,-46.62489546926398,8.362742655319968,-0.17936217488858172,9.75206260379992,0.40411744
9815,15,-391.0,-49.58955784233249,6.778341657223333,-0.1366888908099308,9.619520747539948,0.3941417
10139,16,-323.0,-50.63734425438775,7.6110513933268065,-0.1503051059528523,10.015998503676167,0.40063468
10423,17,-283.0,-51.677002168037525,5.628704479485444,-0.10892087859862012,10.219254911785395,0.3956472
10845,18,-421.0,-49.99535296200576,6.876199867053653,-0.13753678011392895,11.041416511716436,0.41175386
11131,19,-285.0,-50.615106509282036,8.36298375483857,-0.16522703065546107,9.97290134304887,0.42222685
11514,20,-382.0,-51.532594287364354,6.956401044448093,-0.13499031323082025,10.259408663209362,0.42431584
11812,21,-297.0,-52.700229843190854,8.106183952270072,-0.15381686145183737,13.6298269033432,0.4229982
12241,22,-428.0,-54.766647143241684,5.954482430493138,-0.10872461143949969,10.664925139545005,0.42176223
12568,23,-326.0,-57.62694061932579,5.807175485416257,-0.10077188590970872,11.116190332156073,0.41731483
12886,24,-317.0,-52.639886652148746,9.919585175835227,-0.18844237339235062,13.202487959801775,0.4137005
13279,25,-392.0,-56.86436067828695,5.203570658993052,-0.09150847027776363,12.62926680228789,0.41128096
13600,26,-320.0,-55.785182406226426,7.3742312153162795,-0.1321897840472636,12.133488294491515,0.39784712
13992,27,-391.0,-57.00173476764134,7.990770086957393,-0.14018468244046464,13.62303947672552,0.3954536
14319,28,-326.0,-60.39373886621691,4.674419153456633,-0.07739906886393173,13.594986039928704,0.40205997
14787,29,-467.0,-56.01748477495634,8.075248757420592,-0.14415586115410137,14.419168188276453,0.40010726
15036,30,-248.0,-59.63063919496345,5.5637589376176555,-0.09330369442170233,12.47426612645268,0.397103
15369,31,-332.0,-60.85402449186858,5.064775822032331,-0.08322828053400307,12.605877714472133,0.3830289
15617,32,-247.0,-61.24594182352866,4.698328138080576,-0.07671248083045454,15.92878524526473,0.38734293
16025,33,-407.0,-62.1160353679283,5.46948131131208,-0.08805264661395434,15.552480588648834,0.38094762
16445,34,-419.0,-62.80459502992176,3.679384663118739,-0.05858464116145934,17.592406955503282,0.37540257
17063,35,-617.0,-62.87175380373464,4.336375377891381,-0.06897175783306678,15.828421447655144,0.36031488
17476,36,-412.0,-64.3344571388374,4.293043897998995,-0.06673008662736306,17.12690864810066,0.3704524
17755,37,-278.0,-62.42012707563284,6.652945570105339,-0.1065833390893956,20.683502685639166,0.34960845
18037,38,-281.0,-62.657890793279556,5.9845898167823925,-0.09551214924432593,21.496167836459815,0.36791775
18804,39,-766.0,-66.082125587911,3.950331081274895,-0.059779116457439815,21.2938377432904,0.36060998
19769,40,-964.0,-67.44599782914078,2.0117742737092854,-0.02982792661479576,17.131511358893597,0.33937868
20390,41,-620.0,-67.69920946818426,3.881603348351941,-0.05733602177697701,17.459043459231918,0.33111006
20913,42,-522.0,-70.70945443614718,2.3210928772816333,-0.032825778331773886,23.785838048954993,0.3279655
21473,43,-559.0,-70.07677503994533,2.391393494236053,-0.03412533600287549,20.302361440019947,0.31946772
22473,44,-1000.0,-72.74674774169922,1.1420802711071372,-0.01569939971972774,19.84197172290087,0.3172305
23473,45,-1000.0,-73.87823540496827,1.8884471761029122,-0.025561617244256964,21.902691724061967,0.3018582
24473,46,-1000.0,-75.64616975402832,1.5597955302317363,-0.020619623376881866,19.603523066043852,0.2900698
25120,47,-646.0,-76.54577126127123,1.8530967348159064,-0.024209002068720304,23.44929374913344,0.2819953
26120,48,-1000.0,-78.03384365844727,1.548140303853585,-0.019839344459690687,23.63066169446707,0.29476
26781,49,-660.0,-79.86202222676934,1.0868687897099742,-0.013609332188255826,23.93595029776648,0.32547283
27638,50,-856.0,-80.89197754832104,1.1030415524467507,-0.013635982032802276,21.984744291809086,0.30479687
28382,51,-743.0,-81.9816201117731,1.460122300436691,-0.017810361620640966,28.086679613798538,0.3316927
28796,52,-413.0,-83.69710516814449,1.1912297408002115,-0.014232627740315194,30.290459787356106,0.3649929
29193,53,-396.0,-83.13949223669711,1.817658126025336,-0.021862752310905214,27.144599292155178,0.36064696
29543,54,-349.0,-84.09466537475586,1.5967440808605822,-0.018987459831666137,28.83910229223115,0.35206342
29821,55,-277.0,-84.76734789841467,1.2725466541676453,-0.015012226826922406,21.45986893858841,0.36488268
30185,56,-363.0,-85.22044969915034,1.2026148728239199,-0.014111810921785246,28.866407982186303,0.3733708
