Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,10.0
1200,3,9.0
1600,4,11.0
2000,5,10.0
2400,6,9.0
2800,7,10.0
3200,8,11.0
3600,9,10.0
4000,10,9.0
4400,11,10.0
4800,12,10.0
5200,13,10.0
5600,14,10.0
6000,15,13.0
6400,16,11.0
6800,17,309.0
7200,18,192.0
7600,19,10.0
8000,20,10.0
8400,21,122.0
8800,22,57.0
9200,23,27.0
9600,24,94.0
10000,25,10.0
10400,26,115.0
10800,27,23.0
11200,28,60.0
11600,29,173.0
12000,30,75.0
12400,31,101.0
12800,32,14.0
13200,33,15.0
13600,34,79.0
14000,35,145.0
14400,36,83.0
14800,37,13.0
15200,38,15.0
15600,39,12.0
16000,40,16.0
16400,41,73.0
16800,42,125.0
17200,43,23.0
17600,44,114.0
18000,45,83.0
18400,46,95.0
18800,47,86.0
19200,48,105.0
19600,49,99.0
20000,50,111.0
20400,51,70.0
20800,52,111.0
21200,53,121.0
21600,54,81.0
22000,55,230.0
22400,56,107.0
22800,57,101.0
23200,58,82.0
23600,59,189.0
24000,60,150.0
24400,61,123.0
24800,62,130.0
25200,63,186.0
25600,64,95.0
26000,65,142.0
26400,66,143.0
26800,67,128.0
27200,68,107.0
27600,69,169.0
28000,70,223.0
28400,71,159.0
28800,72,148.0
29200,73,144.0
29600,74,153.0
30000,75,258.0
30400,76,185.0
30800,77,142.0
31200,78,131.0
31600,79,139.0
32000,80,135.0
32400,81,135.0
32800,82,175.0
33200,83,16.0
33600,84,107.0
34000,85,124.0
34400,86,105.0
34800,87,128.0
35200,88,112.0
35600,89,105.0
36000,90,19.0
36400,91,149.0
36800,92,15.0
37200,93,115.0
37600,94,169.0
38000,95,131.0
38400,96,113.0
38800,97,242.0
39200,98,153.0
39600,99,235.0
40000,100,137.0
