Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,10.0
1200,3,9.0
1600,4,10.0
2000,5,32.0
2400,6,14.0
2800,7,8.0
3200,8,9.0
3600,9,23.0
4000,10,10.0
4400,11,8.0
4800,12,8.0
5200,13,12.0
5600,14,11.0
6000,15,11.0
6400,16,13.0
6800,17,12.0
7200,18,23.0
7600,19,134.0
8000,20,13.0
8400,21,19.0
8800,22,11.0
9200,23,64.0
9600,24,82.0
10000,25,73.0
10400,26,78.0
10800,27,91.0
11200,28,91.0
11600,29,12.0
12000,30,76.0
12400,31,10.0
12800,32,11.0
13200,33,160.0
13600,34,67.0
14000,35,11.0
14400,36,88.0
14800,37,75.0
15200,38,90.0
15600,39,92.0
16000,40,127.0
16400,41,78.0
16800,42,141.0
17200,43,28.0
17600,44,146.0
18000,45,95.0
18400,46,97.0
18800,47,108.0
19200,48,95.0
19600,49,73.0
20000,50,74.0
20400,51,85.0
20800,52,103.0
21200,53,111.0
21600,54,152.0
22000,55,118.0
22400,56,274.0
22800,57,132.0
23200,58,119.0
23600,59,111.0
24000,60,96.0
24400,61,267.0
24800,62,142.0
25200,63,124.0
25600,64,92.0
26000,65,186.0
26400,66,119.0
26800,67,114.0
27200,68,133.0
27600,69,141.0
28000,70,176.0
28400,71,484.0
28800,72,129.0
29200,73,120.0
29600,74,147.0
30000,75,136.0
30400,76,101.0
30800,77,177.0
31200,78,89.0
31600,79,122.0
32000,80,190.0
32400,81,157.0
32800,82,96.0
33200,83,183.0
33600,84,109.0
34000,85,130.0
34400,86,168.0
34800,87,127.0
35200,88,135.0
35600,89,118.0
36000,90,145.0
36400,91,103.0
36800,92,285.0
37200,93,131.0
37600,94,172.0
38000,95,17.0
38400,96,93.0
38800,97,128.0
39200,98,128.0
39600,99,146.0
40000,100,143.0
