Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,11.0
1200,3,10.0
1600,4,12.0
2000,5,10.0
2400,6,11.0
2800,7,13.0
3200,8,12.0
3600,9,37.0
4000,10,11.0
4400,11,10.0
4800,12,56.0
5200,13,102.0
5600,14,13.0
6000,15,12.0
6400,16,19.0
6800,17,11.0
7200,18,10.0
7600,19,36.0
8000,20,15.0
8400,21,10.0
8800,22,115.0
9200,23,13.0
9600,24,61.0
10000,25,110.0
10400,26,12.0
10800,27,109.0
11200,28,13.0
11600,29,17.0
12000,30,161.0
12400,31,39.0
12800,32,18.0
13200,33,73.0
13600,34,19.0
14000,35,74.0
14400,36,68.0
14800,37,69.0
15200,38,18.0
15600,39,175.0
16000,40,202.0
16400,41,154.0
16800,42,51.0
17200,43,84.0
17600,44,19.0
18000,45,71.0
18400,46,97.0
18800,47,135.0
19200,48,117.0
19600,49,148.0
20000,50,137.0
20400,51,84.0
20800,52,79.0
21200,53,79.0
21600,54,224.0
22000,55,171.0
22400,56,99.0
22800,57,118.0
23200,58,175.0
23600,59,170.0
24000,60,117.0
24400,61,180.0
24800,62,211.0
25200,63,114.0
25600,64,117.0
26000,65,101.0
26400,66,107.0
26800,67,151.0
27200,68,115.0
27600,69,127.0
28000,70,98.0
28400,71,162.0
28800,72,98.0
29200,73,121.0
29600,74,110.0
30000,75,135.0
30400,76,157.0
30800,77,113.0
31200,78,140.0
31600,79,190.0
32000,80,197.0
32400,81,421.0
32800,82,122.0
33200,83,150.0
33600,84,102.0
34000,85,120.0
34400,86,151.0
34800,87,213.0
35200,88,197.0
35600,89,189.0
36000,90,367.0
36400,91,126.0
36800,92,113.0
37200,93,100.0
37600,94,133.0
38000,95,102.0
38400,96,125.0
38800,97,92.0
39200,98,131.0
39600,99,230.0
40000,100,117.0
