Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,10.0
1200,3,10.0
1600,4,11.0
2000,5,32.0
2400,6,11.0
2800,7,14.0
3200,8,12.0
3600,9,11.0
4000,10,10.0
4400,11,10.0
4800,12,10.0
5200,13,11.0
5600,14,18.0
6000,15,10.0
6400,16,72.0
6800,17,15.0
7200,18,10.0
7600,19,690.0
8000,20,786.0
8400,21,75.0
8800,22,10.0
9200,23,16.0
9600,24,13.0
10000,25,13.0
10400,26,12.0
10800,27,17.0
11200,28,27.0
11600,29,10.0
12000,30,10.0
12400,31,213.0
12800,32,50.0
13200,33,68.0
13600,34,102.0
14000,35,15.0
14400,36,100.0
14800,37,54.0
15200,38,83.0
15600,39,59.0
16000,40,68.0
16400,41,177.0
16800,42,16.0
17200,43,86.0
17600,44,107.0
18000,45,144.0
18400,46,239.0
18800,47,67.0
19200,48,88.0
19600,49,100.0
20000,50,126.0
20400,51,144.0
20800,52,101.0
21200,53,94.0
21600,54,88.0
22000,55,184.0
22400,56,114.0
22800,57,231.0
23200,58,96.0
23600,59,141.0
24000,60,121.0
24400,61,126.0
24800,62,121.0
25200,63,120.0
25600,64,125.0
26000,65,117.0
26400,66,142.0
26800,67,171.0
27200,68,177.0
27600,69,163.0
28000,70,117.0
28400,71,102.0
28800,72,276.0
29200,73,185.0
29600,74,144.0
30000,75,283.0
30400,76,148.0
30800,77,145.0
31200,78,218.0
31600,79,283.0
32000,80,355.0
32400,81,325.0
32800,82,155.0
33200,83,235.0
33600,84,202.0
34000,85,231.0
34400,86,137.0
34800,87,178.0
35200,88,121.0
35600,89,179.0
36000,90,199.0
36400,91,151.0
36800,92,332.0
37200,93,277.0
37600,94,166.0
38000,95,210.0
38400,96,127.0
38800,97,143.0
39200,98,129.0
39600,99,139.0
40000,100,159.0
