Epoch time step,Epoch number,Episode reward
400,1,-127.0
800,2,-118.0
1200,3,-156.0
1600,4,-147.0
2000,5,-233.0
2400,6,-257.0
2800,7,-1000.0
3200,8,-409.0
3600,9,-324.0
4000,10,-234.0
4400,11,-1000.0
4800,12,-501.0
5200,13,-1000.0
5600,14,-459.0
6000,15,-240.0
6400,16,-185.0
6800,17,-252.0
7200,18,-194.0
7600,19,-232.0
8000,20,-188.0
8400,21,-104.0
8800,22,-203.0
9200,23,-143.0
9600,24,-155.0
10000,25,-140.0
10400,26,-98.0
10800,27,-100.0
11200,28,-133.0
11600,29,-167.0
12000,30,-150.0
12400,31,-221.0
12800,32,-129.0
13200,33,-123.0
13600,34,-393.0
14000,35,-145.0
14400,36,-123.0
14800,37,-126.0
15200,38,-188.0
15600,39,-227.0
16000,40,-155.0
16400,41,-130.0
16800,42,-138.0
17200,43,-128.0
17600,44,-144.0
18000,45,-296.0
18400,46,-194.0
18800,47,-139.0
19200,48,-1000.0
19600,49,-898.0
20000,50,-1000.0
20400,51,-1000.0
20800,52,-467.0
21200,53,-374.0
21600,54,-1000.0
22000,55,-1000.0
22400,56,-945.0
22800,57,-1000.0
23200,58,-461.0
23600,59,-603.0
24000,60,-1000.0
24400,61,-600.0
24800,62,-1000.0
25200,63,-1000.0
25600,64,-838.0
26000,65,-1000.0
26400,66,-677.0
26800,67,-603.0
27200,68,-1000.0
27600,69,-950.0
28000,70,-1000.0
28400,71,-1000.0
28800,72,-311.0
29200,73,-1000.0
29600,74,-197.0
30000,75,-303.0
30400,76,-1000.0
30800,77,-307.0
31200,78,-235.0
31600,79,-176.0
32000,80,-448.0
32400,81,-199.0
32800,82,-549.0
33200,83,-178.0
33600,84,-246.0
34000,85,-572.0
34400,86,-1000.0
34800,87,-462.0
35200,88,-252.0
35600,89,-221.0
36000,90,-1000.0
36400,91,-246.0
36800,92,-140.0
37200,93,-347.0
37600,94,-343.0
38000,95,-224.0
38400,96,-241.0
38800,97,-1000.0
39200,98,-295.0
39600,99,-1000.0
40000,100,-1000.0
