Epoch time step,Epoch number,Episode reward
400,1,8.0
800,2,8.0
1200,3,13.0
1600,4,10.0
2000,5,8.0
2400,6,9.0
2800,7,79.0
3200,8,13.0
3600,9,9.0
4000,10,10.0
4400,11,10.0
4800,12,14.0
5200,13,16.0
5600,14,79.0
6000,15,66.0
6400,16,15.0
6800,17,14.0
7200,18,18.0
7600,19,46.0
8000,20,78.0
8400,21,137.0
8800,22,13.0
9200,23,14.0
9600,24,11.0
10000,25,84.0
10400,26,109.0
10800,27,11.0
11200,28,12.0
11600,29,138.0
12000,30,61.0
12400,31,10.0
12800,32,144.0
13200,33,135.0
13600,34,79.0
14000,35,69.0
14400,36,105.0
14800,37,14.0
15200,38,11.0
15600,39,16.0
16000,40,100.0
16400,41,63.0
16800,42,43.0
17200,43,135.0
17600,44,101.0
18000,45,145.0
18400,46,125.0
18800,47,179.0
19200,48,107.0
19600,49,97.0
20000,50,158.0
20400,51,99.0
20800,52,75.0
21200,53,197.0
21600,54,148.0
22000,55,92.0
22400,56,123.0
22800,57,104.0
23200,58,125.0
23600,59,102.0
24000,60,88.0
24400,61,66.0
24800,62,129.0
25200,63,145.0
25600,64,84.0
26000,65,79.0
26400,66,100.0
26800,67,120.0
27200,68,121.0
27600,69,221.0
28000,70,138.0
28400,71,276.0
28800,72,219.0
29200,73,217.0
29600,74,211.0
30000,75,186.0
30400,76,105.0
30800,77,173.0
31200,78,145.0
31600,79,181.0
32000,80,294.0
32400,81,234.0
32800,82,185.0
33200,83,161.0
33600,84,135.0
34000,85,187.0
34400,86,292.0
34800,87,124.0
35200,88,139.0
35600,89,330.0
36000,90,142.0
36400,91,137.0
36800,92,183.0
37200,93,126.0
37600,94,191.0
38000,95,191.0
38400,96,144.0
38800,97,351.0
39200,98,128.0
39600,99,131.0
40000,100,130.0
