Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,10.0
1200,3,8.0
1600,4,13.0
2000,5,10.0
2400,6,8.0
2800,7,11.0
3200,8,11.0
3600,9,10.0
4000,10,10.0
4400,11,12.0
4800,12,12.0
5200,13,14.0
5600,14,15.0
6000,15,474.0
6400,16,1000.0
6800,17,1000.0
7200,18,10.0
7600,19,68.0
8000,20,14.0
8400,21,14.0
8800,22,17.0
9200,23,14.0
9600,24,401.0
10000,25,90.0
10400,26,79.0
10800,27,85.0
11200,28,18.0
11600,29,132.0
12000,30,79.0
12400,31,49.0
12800,32,92.0
13200,33,59.0
13600,34,13.0
14000,35,62.0
14400,36,233.0
14800,37,103.0
15200,38,56.0
15600,39,13.0
16000,40,94.0
16400,41,128.0
16800,42,129.0
17200,43,264.0
17600,44,89.0
18000,45,178.0
18400,46,214.0
18800,47,78.0
19200,48,107.0
19600,49,189.0
20000,50,171.0
20400,51,121.0
20800,52,93.0
21200,53,13.0
21600,54,90.0
22000,55,171.0
22400,56,152.0
22800,57,220.0
23200,58,159.0
23600,59,218.0
24000,60,210.0
24400,61,115.0
24800,62,117.0
25200,63,111.0
25600,64,115.0
26000,65,103.0
26400,66,122.0
26800,67,138.0
27200,68,133.0
27600,69,200.0
28000,70,186.0
28400,71,114.0
28800,72,12.0
29200,73,106.0
29600,74,20.0
30000,75,109.0
30400,76,224.0
30800,77,130.0
31200,78,104.0
31600,79,106.0
32000,80,118.0
32400,81,119.0
32800,82,324.0
33200,83,207.0
33600,84,193.0
34000,85,317.0
34400,86,114.0
34800,87,128.0
35200,88,160.0
35600,89,133.0
36000,90,104.0
36400,91,146.0
36800,92,262.0
37200,93,232.0
37600,94,252.0
38000,95,146.0
38400,96,129.0
38800,97,152.0
39200,98,176.0
39600,99,218.0
40000,100,506.0
