Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,4,4,4,4,4,4,4,4.0
2,4,4,4,4,4,4,4,4.0
3,4,4,4,4,4,4,4,4.0
4,4,4,4,4,4,4,4,4.0
5,4,5,4,4,4,4,4,4.142857142857143
6,3,5,4,4,4,4,4,4.0
7,3,5,4,4,4,4,4,4.0
8,3,5,4,4,4,4,4,4.0
9,3,5,4,4,4,4,4,4.0
10,3,5,4,4,4,4,4,4.0
11,2,5,4,4,4,4,3,3.7142857142857144
12,2,5,4,4,4,4,3,3.7142857142857144
13,1,5,4,4,4,4,3,3.5714285714285716
14,1,5,4,4,4,4,3,3.5714285714285716
15,1,5,4,4,4,4,3,3.5714285714285716
16,1,5,4,4,4,4,3,3.5714285714285716
17,1,4,4,4,4,4,2,3.2857142857142856
18,1,4,4,4,4,4,2,3.2857142857142856
19,1,4,4,4,4,4,2,3.2857142857142856
20,1,4,3,4,4,4,2,3.142857142857143
21,1,4,3,4,4,4,2,3.142857142857143
22,1,4,3,4,4,4,2,3.142857142857143
23,1,4,3,4,4,4,2,3.142857142857143
24,1,4,3,4,4,4,3,3.2857142857142856
25,1,4,3,4,4,4,3,3.2857142857142856
26,1,5,3,4,4,4,3,3.4285714285714284
27,1,5,3,4,4,4,3,3.4285714285714284
28,1,5,3,4,4,4,3,3.4285714285714284
29,1,5,3,4,4,5,3,3.5714285714285716
30,1,5,3,4,4,5,3,3.5714285714285716
31,1,5,3,4,4,5,3,3.5714285714285716
32,1,5,3,4,4,5,3,3.5714285714285716
33,1,5,3,4,4,5,4,3.7142857142857144
34,1,5,3,4,4,5,4,3.7142857142857144
35,1,5,3,4,4,5,3,3.5714285714285716
36,2,5,3,4,4,5,3,3.7142857142857144
37,2,5,3,4,4,5,3,3.7142857142857144
38,2,5,3,4,4,5,3,3.7142857142857144
39,2,5,3,4,4,5,3,3.7142857142857144
40,2,6,3,4,4,5,3,3.857142857142857
41,2,6,2,4,4,5,3,3.7142857142857144
42,2,6,2,4,4,5,3,3.7142857142857144
43,2,6,2,4,4,5,3,3.7142857142857144
44,2,6,2,4,4,5,3,3.7142857142857144
45,2,6,2,4,4,5,3,3.7142857142857144
46,2,6,1,4,4,5,3,3.5714285714285716
47,2,6,1,4,4,5,3,3.5714285714285716
48,2,6,1,4,4,6,3,3.7142857142857144
49,2,6,1,4,3,6,3,3.5714285714285716
50,2,6,1,4,3,6,3,3.5714285714285716
51,2,6,1,4,3,6,3,3.5714285714285716
52,2,6,1,4,3,6,3,3.5714285714285716
53,2,6,1,4,3,6,3,3.5714285714285716
54,2,6,1,4,3,6,3,3.5714285714285716
55,2,6,1,4,3,6,3,3.5714285714285716
56,2,6,1,4,3,6,3,3.5714285714285716
57,2,6,1,4,3,6,3,3.5714285714285716
58,2,6,1,4,3,6,3,3.5714285714285716
59,2,6,1,4,3,6,3,3.5714285714285716
60,2,6,1,4,3,6,3,3.5714285714285716
61,2,6,1,4,3,6,3,3.5714285714285716
62,2,6,1,4,3,6,3,3.5714285714285716
63,2,6,1,4,3,6,3,3.5714285714285716
64,2,6,1,4,3,7,3,3.7142857142857144
65,2,7,1,4,3,7,3,3.857142857142857
66,2,7,1,4,3,7,3,3.857142857142857
67,2,7,1,4,3,7,3,3.857142857142857
68,2,7,1,4,3,7,2,3.7142857142857144
69,2,7,1,4,3,7,2,3.7142857142857144
70,2,7,1,4,3,7,2,3.7142857142857144
71,2,7,1,4,3,7,2,3.7142857142857144
72,2,7,1,4,3,7,2,3.7142857142857144
73,2,7,1,4,3,7,2,3.7142857142857144
74,2,7,1,4,3,7,2,3.7142857142857144
75,2,7,1,4,3,7,2,3.7142857142857144
76,2,7,1,4,3,7,2,3.7142857142857144
77,2,7,1,3,3,7,2,3.5714285714285716
78,2,7,1,3,3,7,2,3.5714285714285716
79,2,7,1,3,3,7,2,3.5714285714285716
80,2,7,1,3,3,7,2,3.5714285714285716
81,2,7,1,3,3,7,2,3.5714285714285716
82,2,7,1,3,3,7,2,3.5714285714285716
83,2,7,1,3,3,7,2,3.5714285714285716
84,2,8,1,3,3,7,2,3.7142857142857144
85,2,8,1,3,3,7,2,3.7142857142857144
86,2,8,1,3,3,7,2,3.7142857142857144
87,2,8,1,4,3,7,2,3.857142857142857
88,2,8,1,4,3,7,2,3.857142857142857
89,3,8,1,4,3,7,2,4.0
90,3,8,1,4,3,7,2,4.0
91,3,8,1,4,3,7,2,4.0
92,3,8,1,4,3,7,2,4.0
93,3,8,1,4,3,7,2,4.0
94,3,8,1,4,4,7,3,4.285714285714286
95,3,8,1,4,4,7,3,4.285714285714286
96,3,8,1,4,4,7,3,4.285714285714286
97,3,8,1,4,4,7,3,4.285714285714286
98,3,8,1,4,4,7,3,4.285714285714286
99,3,8,1,4,4,7,3,4.285714285714286
100,3,8,1,4,4,7,3,4.285714285714286
