Episode time step,Mean silhouette score seed_0,Mean silhouette score seed_10,Mean silhouette score seed_20,Mean silhouette score seed_40,Mean silhouette score seed_60,Mean silhouette score seed_80,Mean silhouette score seed_100,Mean silhouette score
5418,,,0.562403,,,,,0.562403
5419,,,,,,0.5778228,,0.5778228
5420,,,,,0.5276703,,,0.5276703
5425,0.5241776,,,,,,,0.5241776
5432,,,,,,,0.51479274,0.51479274
5436,,,0.53050494,,,,,0.53050494
5439,0.53849447,,,,,,,0.53849447
5445,,,,,0.5508495,,,0.5508495
5446,,,,,,0.5446411,,0.5446411
5449,,,,,,,0.5194638,0.5194638
5450,0.53351843,,,,,,,0.53351843
5455,,,0.5381747,,0.55641663,,,0.547295665
5457,,,,0.5232901,,,,0.5232901
5464,0.5430518,,,,,,,0.5430518
5472,,,,,,0.5321824,,0.5321824
5476,,,,,,,0.5345236,0.5345236
5481,,0.5300226,0.5509831,,,,,0.54050285
5486,,,,0.51896346,0.5431699,,,0.53106668
5495,,,0.53660333,,,,,0.53660333
5496,0.5164958,,,,,,,0.5164958
5501,,,,,,,0.52256423,0.52256423
5503,,0.5284249,,,,0.5371799,,0.5328024
5504,,,,0.5371499,,,,0.5371499
5517,,,,0.51663977,,,,0.51663977
5521,0.5151617,,,,,,,0.5151617
5527,,,,,,0.55974245,,0.55974245
5533,,,,,,,0.5111975,0.5111975
5534,,,,,0.5221001,,,0.5221001
5535,,0.53932106,,,,,,0.53932106
5538,0.5068791,,0.5366589,,,,,0.521769
5545,,,,,,0.5359787,,0.5359787
5548,,,,,,,0.5278428,0.5278428
5549,,,,,0.50229627,,,0.50229627
5553,,0.52468437,,,,,,0.52468437
5558,0.51361144,,,,,,,0.51361144
5562,,,,0.51888585,,,,0.51888585
5566,,,,,0.5283668,,,0.5283668
5571,,,,,,,0.5354146,0.5354146
5577,0.5513223,,,,,,,0.5513223
5579,,,,0.5270691,,,,0.5270691
5580,,,,,,0.53024983,,0.53024983
5584,,,,,0.5339221,,,0.5339221
5585,,,,,,,0.5023032,0.5023032
5586,,,0.5475829,,,,,0.5475829
5591,,,,0.5258831,,,,0.5258831
5596,0.5284935,,,,,,0.49628344,0.51238847
5599,,0.5334927,,,,,,0.5334927
5602,,,0.5458341,,,,,0.5458341
5603,,,,0.5016026,,,,0.5016026
5606,,,,,,0.5539618,,0.5539618
5613,0.5246709,,,,,,,0.5246709
5618,,,,,0.5275493,,,0.5275493
5619,,,,0.5260209,,,,0.5260209
5621,,,0.5421247,,,,,0.5421247
5625,0.5267548,,,,,,,0.5267548
5626,,,,,,0.53121644,,0.53121644
5629,,0.5529537,,,,,,0.5529537
5631,,,,,,,0.5189461,0.5189461
5637,,,,0.5265437,,,,0.5265437
5638,0.48869693,,,,,,,0.48869693
5642,,0.5263966,,,,,,0.5263966
5647,,,,0.5366967,,,,0.5366967
5658,,,,0.5598047,,,,0.5598047
5661,,0.51478124,,,,,,0.51478124
5662,0.5004335,,,,,,,0.5004335
5663,,,,,,,0.52398694,0.52398694
5665,,,,,0.5529631,,,0.5529631
5667,,,,0.5251144,,,,0.5251144
5669,,,0.5642426,,,,,0.5642426
5674,,,,,,0.5389654,,0.5389654
5675,,,,,0.599623,,,0.599623
5677,,,0.5445742,,,,,0.5445742
5678,0.5307846,,,,,,,0.5307846
5679,,,,0.51080555,,,,0.51080555
5681,,0.5335434,,,,,,0.5335434
5688,,,,,0.55812615,,,0.55812615
5689,0.50777465,,,,,,,0.50777465
5699,,0.5438831,,,,,,0.5438831
5701,,,,,,0.53504,0.5262637,0.5306518499999999
5703,,,,,0.5284861,,,0.5284861
5705,0.5153349,,0.52695215,,,,,0.521143525
5715,,0.53222865,,0.5274839,,,0.5189514,0.5262213166666666
5722,,,,,0.5143378,,,0.5143378
5723,0.54098153,,,,,,,0.54098153
5726,,,0.53765094,,,,,0.53765094
5727,,,,,,,0.5002293,0.5002293
5735,,,,,,0.5293224,,0.5293224
5738,,,,0.5458116,,,,0.5458116
5739,0.5304112,,,,,,,0.5304112
5741,,,,,0.55009377,,,0.55009377
5747,,,,0.5373039,,,,0.5373039
5753,,,0.5457983,,,,,0.5457983
5755,0.5312273,,,,,,,0.5312273
5756,,,,,,0.547614,,0.547614
5759,,,,,0.53086597,,0.5170756,0.5239707849999999
5768,0.52580374,,,,,,,0.52580374
5771,,,0.53493315,,,,,0.53493315
5773,,,,,0.55034626,,,0.55034626
5777,,,,,,,0.5074822,0.5074822
5778,,0.5457557,,,,,,0.5457557
5783,0.5310008,,,,,,,0.5310008
5788,,,,0.54768735,,,,0.54768735
5791,,,,,,0.5333741,,0.5333741
5794,,,,,0.53186846,,,0.53186846
5797,,,,,,,0.5036842,0.5036842
5804,,0.5618457,,,,,,0.5618457
5805,0.5332735,,,0.52662563,,,,0.5299495649999999
5810,,,,,,0.5320335,,0.5320335
5823,,,,,,,0.5123068,0.5123068
5827,,,,,,0.5230495,,0.5230495
5829,,,0.545337,,,,,0.545337
5830,,0.53782994,,,,,,0.53782994
5832,,,,0.5247965,,,,0.5247965
5838,,,,,,,0.5202542,0.5202542
5840,0.5113143,,0.5511758,,0.5514544,,,0.5379815
5843,,,,,,0.5645539,,0.5645539
5844,,0.54571944,,,,,,0.54571944
5847,,,,,,,0.5155362,0.5155362
5850,,,,0.5291179,,,,0.5291179
5853,,,,,0.5450212,,,0.5450212
5857,,,0.5409217,,,,,0.5409217
5860,,,,,,0.5166155,,0.5166155
5862,0.5417709,,,,,,,0.5417709
5867,,,,,,,0.53868306,0.53868306
5872,,,0.5507845,,,,,0.5507845
5876,,0.54541093,,,0.5378209,,,0.541615915
5879,,,,0.5352986,,,,0.5352986
5880,0.5296943,,,,,0.5340008,,0.53184755
5885,,,,,0.49378255,,,0.49378255
5886,,,0.54236686,,,,,0.54236686
5888,,0.5516442,,,,,,0.5516442
5890,0.56048584,,,,,,,0.56048584
5892,,,,0.5096883,,,,0.5096883
5893,,,,,,,0.5210321,0.5210321
5899,,,,,0.5384971,0.5141932,,0.52634515
5902,0.5371983,,,,,,,0.5371983
5904,,,0.53263927,,,,,0.53263927
5910,,,,0.52373,,,,0.52373
5915,,,,,0.52846915,,,0.52846915
5916,0.5408473,0.54835767,,,,,0.52952874,0.5395779033333333
5920,,,,,,0.53519857,,0.53519857
5924,,,0.5345416,,,,,0.5345416
5926,,,,,0.55027544,,,0.55027544
5931,,,,0.53965986,,,,0.53965986
5933,,,,,,0.5505466,,0.5505466
5935,,,,,,,0.5202005,0.5202005
5937,,,0.5278136,,,,,0.5278136
5942,0.52603626,,,,,,,0.52603626
5943,,,,,0.5501822,,,0.5501822
5951,,,,,,,0.5391052,0.5391052
5952,,,,0.5389996,,,,0.5389996
5954,0.52136016,,,,0.5480701,,,0.5347151299999999
5958,,0.54211074,,,,,,0.54211074
5965,,,,0.5049382,,,,0.5049382
5966,,,,,0.56179255,,,0.56179255
5968,0.5450508,,,,,,,0.5450508
5969,,,,,,0.52865124,,0.52865124
5973,,,,,,,0.51725614,0.51725614
5976,,,,0.5398829,,,,0.5398829
5978,0.5146074,,,,,,,0.5146074
5980,,,,,0.5485502,,,0.5485502
5988,,,0.54164916,,,,,0.54164916
5989,,,,0.5258257,,,,0.5258257
5991,,,,,0.5490426,,0.52542484,0.53723372
5992,,0.5170871,,,,0.52940524,,0.52324617
5999,0.5277922,,,,,,,0.5277922
6005,,0.5193386,,,,,,0.5193386
6007,,,,,0.5263215,,0.5088135,0.5175675
6017,,0.5090852,,,,,,0.5090852
6018,0.518991,,0.5542133,0.5277652,,,,0.5336565000000001
6023,,,,,,,0.5404427,0.5404427
6026,,,,,,0.5244855,,0.5244855
6029,,,,,0.52902746,,,0.52902746
6030,0.5052095,,,,,,,0.5052095
6032,,,,0.54473525,,,,0.54473525
6034,,0.54919255,,,,,,0.54919255
6038,,,0.5585442,,,,,0.5585442
6041,0.51805985,,,,,,0.5370198,0.5275398250000001
6053,,,,,0.5475754,,,0.5475754
6061,,,,0.5242491,,,,0.5242491
6072,,,,,,0.5415728,,0.5415728
6075,,,,,0.5506392,,,0.5506392
6080,,,,0.5356757,,,,0.5356757
6081,,,0.55444133,,,,,0.55444133
6083,,,,,,,0.5173339,0.5173339
6087,0.53226876,0.5381426,,,,,,0.53520568
6094,,,,0.5667492,0.54548603,,,0.556117615
6095,,,,,,0.5191708,,0.5191708
6103,,,,,,,0.52751493,0.52751493
6108,,0.54689586,,,,,,0.54689586
6111,,,,,,0.5343458,,0.5343458
6115,,,,,,,0.5628224,0.5628224
6124,,,,,0.5424566,,,0.5424566
6128,,,,,,0.51052046,,0.51052046
6132,,,,,,,0.5240786,0.5240786
6135,,0.5555707,0.54390484,,,,,0.5497377699999999
6139,,,,,,0.508166,,0.508166
6142,,,,,,,0.5627308,0.5627308
6147,,0.54724276,,,,,,0.54724276
6151,0.54754514,,,,,,,0.54754514
6156,,,,0.53400284,,,,0.53400284
6161,0.54500794,,,,,,,0.54500794
6168,,,,,,0.52487016,,0.52487016
6178,0.55238664,,,,,,,0.55238664
6179,,,,0.547955,,,,0.547955
6181,,,0.5379403,,,,,0.5379403
6184,,0.54220116,,,,,,0.54220116
6191,,,,,0.5444311,,,0.5444311
6195,,,,,,0.54619515,,0.54619515
6197,,,,0.5368984,,,,0.5368984
6203,,,,,0.5141548,,,0.5141548
6210,,,,,,,0.52131844,0.52131844
6219,,,,0.5271238,,,,0.5271238
6220,,,0.5361044,,,,,0.5361044
6223,,0.5174063,,,,,,0.5174063
6225,,,,,,,0.5523327,0.5523327
6236,,,,,0.5433981,,,0.5433981
6241,,,,,,0.53900564,,0.53900564
6243,,,,0.52537227,,,,0.52537227
6254,,,0.5580446,,,,,0.5580446
6255,,,,0.52672386,,,,0.52672386
6256,0.5328631,,,,,,,0.5328631
6260,,0.52875245,,,,,,0.52875245
6264,,,,,,,0.5114131,0.5114131
6265,,,,0.5445702,,,,0.5445702
6269,,,,,0.54182696,,,0.54182696
6277,,,,,,,0.5254257,0.5254257
6289,,,,,,0.5435576,,0.5435576
6291,,,0.5393708,,,,,0.5393708
6292,0.53576183,,,0.5453044,0.5435436,,,0.54153661
6294,,,,,,,0.5101514,0.5101514
6298,,0.53195614,,,,,,0.53195614
6303,,,,,,0.55990636,,0.55990636
6306,,,,,,,0.5172057,0.5172057
6307,,,0.517527,,,,,0.517527
6311,,,,,0.53610504,,,0.53610504
6317,,0.5363896,,,,,,0.5363896
6320,0.539716,,,,,,,0.539716
6323,,,0.52993304,,,,0.5248875,0.52741027
6335,,,0.5551913,,,,,0.5551913
6337,,0.526906,,,,,,0.526906
6341,,,,,0.5395923,,,0.5395923
6342,,,,0.547153,,,,0.547153
6343,,,,,,,0.5080413,0.5080413
6344,,,,,,0.5653224,,0.5653224
6352,,,,0.54588085,,,,0.54588085
6356,,,,,,,0.54679346,0.54679346
6361,,0.5439142,,0.5394738,,0.5249679,,0.5361186333333333
6363,0.52580243,,,,,,,0.52580243
6365,,,,,0.5458452,,,0.5458452
6369,,,,,,,0.5292232,0.5292232
6376,0.56038845,,0.5538667,,,,,0.557127575
6378,,,,,,0.5395009,,0.5395009
6383,,0.5328889,,,,,,0.5328889
6384,,,,,0.53676057,,,0.53676057
6391,,,0.5348326,,,,,0.5348326
6398,,,,,0.56647575,,,0.56647575
6399,,,,,,0.5122503,,0.5122503
6403,0.5419573,,,,,,,0.5419573
6406,,,0.54033864,,,,0.53544736,0.537893
6412,,0.53522277,,,0.54848534,,,0.541854055
6416,,,,,,,0.5358415,0.5358415
6417,,,0.55978864,,,,,0.55978864
6418,0.5288996,,,,,,,0.5288996
6422,,,,0.5434255,,0.5416653,,0.5425454000000001
6425,,0.54899675,,,,,,0.54899675
6432,0.5463985,,,,,,,0.5463985
6435,,,,,,,0.5240006,0.5240006
6442,,0.5475167,0.5581756,,,0.5462527,,0.5506483333333333
6449,,,,,0.538571,,,0.538571
6451,,0.5166662,,,,,,0.5166662
6456,0.5591163,,,,,,,0.5591163
6458,,,,,,0.5360245,0.5346293,0.5353269
6460,,,0.51897615,,,,,0.51897615
6461,,,,0.5350976,,,,0.5350976
6462,,,,,0.53885263,,,0.53885263
6468,,,,,,,0.55383235,0.55383235
6470,,,0.5325664,,,,,0.5325664
6478,,,,0.5594319,,,,0.5594319
6479,0.5549491,,,,,,,0.5549491
6480,,,0.568198,,,,,0.568198
6486,,,,,0.5525429,,,0.5525429
6487,,0.5338732,,,,,,0.5338732
6494,,,0.5579551,,,,,0.5579551
6501,,0.5564805,,,0.569323,,,0.56290175
6503,,,,,,0.54507786,,0.54507786
6515,,,,0.5415032,,,,0.5415032
6517,,0.54476583,,,,,,0.54476583
6525,0.5433608,,,,,,,0.5433608
6528,,,,0.5372063,,,,0.5372063
6529,,,,,,0.5448166,,0.5448166
6536,,,,,0.55309856,,,0.55309856
6537,,0.54637146,,,,,,0.54637146
6540,,,0.5500373,,,,,0.5500373
6545,,,,0.5494078,,,,0.5494078
6546,,,,,,,0.5122753,0.5122753
6552,,,,,,0.56705666,,0.56705666
6554,,,,0.56788814,,,,0.56788814
6559,,,,,0.5503274,,,0.5503274
6560,0.5397695,,,,,,,0.5397695
6565,,,,0.513533,,,,0.513533
6573,,,,,,0.5416976,0.51838565,0.530041625
6578,,,0.54632324,,,,,0.54632324
6579,,0.54211885,,,,,,0.54211885
6582,0.5511761,,,,,,,0.5511761
6598,,,,,,,0.5453395,0.5453395
6599,0.527338,,,,,,,0.527338
6605,,,0.5383232,,,,,0.5383232
6608,,,,,,0.55030435,,0.55030435
6610,,0.5364986,,0.55427814,,,,0.54538837
6612,,,,,0.54782426,,,0.54782426
6614,0.5485899,,,,,,0.5066899,0.5276399
6622,,,0.5655211,,,,,0.5655211
6625,,0.53956884,,,,,,0.53956884
6630,,,,,,,0.52915555,0.52915555
6633,,,,,0.5381336,,,0.5381336
6637,,,0.56380385,,,,,0.56380385
6644,,,,,,0.54587626,,0.54587626
6646,,0.5448785,,,,,,0.5448785
6649,,,0.51910776,,,,,0.51910776
6651,,,,,,,0.5406564,0.5406564
6654,,,,0.5420806,,,,0.5420806
6655,0.522117,,,,,,,0.522117
6660,,0.55129117,,,,,,0.55129117
6665,,,0.5669568,,,,,0.5669568
6669,,,,,0.5680938,,,0.5680938
6671,,0.5745528,,,,,,0.5745528
6675,,,,,,,0.5366706,0.5366706
6676,0.5414336,,,,,,,0.5414336
6680,,,0.5476169,,,,,0.5476169
6686,,,,,,0.5315976,,0.5315976
6687,0.56553775,,,,,,,0.56553775
6688,,,,0.5425308,,,0.52681947,0.534675135
6699,,,0.53905976,,,,,0.53905976
6700,,,,,,,0.5264401,0.5264401
6705,0.5459881,,,,,,,0.5459881
6707,,,,0.5436329,,,,0.5436329
6708,,,,,,0.54056346,,0.54056346
6711,,0.53163844,,,,,,0.53163844
6712,,,,,0.541694,,,0.541694
6715,,,0.5609593,,,,,0.5609593
6716,,,,0.5398952,,,,0.5398952
6718,,,,,,0.5494672,,0.5494672
6720,0.5644463,,,,,,,0.5644463
6724,,,,,,,0.5317547,0.5317547
6726,,0.56549895,,,,,,0.56549895
6727,,,0.548571,,,,,0.548571
6731,,,,0.578584,,,,0.578584
6733,,,,,,0.5441009,,0.5441009
6741,,,,,0.53598946,,,0.53598946
6745,,,,,,,0.51505315,0.51505315
6746,,,0.56377465,0.55001247,,,,0.55689356
6754,,0.5319762,,,,,,0.5319762
6758,0.5373405,,,,,0.5442664,,0.5408034500000001
6760,,,0.5341849,,,,,0.5341849
6762,,,,0.5451701,,,,0.5451701
6776,,,0.5313665,,,,,0.5313665
6778,,,,,,,0.52697587,0.52697587
6781,,,,0.5634211,,,,0.5634211
6782,0.5491049,,,,,,,0.5491049
6786,,,,,0.56043506,,,0.56043506
6790,,0.55017155,,,,,,0.55017155
6792,,,,,,,0.5216667,0.5216667
6795,,,,0.5577787,,,,0.5577787
6796,0.549296,,,,,,,0.549296
6804,,,0.5508201,,,,,0.5508201
6808,,,,,0.55972445,,,0.55972445
6809,0.5372861,,,,,,,0.5372861
6810,,0.52912295,,,,,,0.52912295
6811,,,,,,0.5411821,,0.5411821
6813,,,0.56658626,0.52996635,,,,0.548276305
6816,,,,,,,0.5292245,0.5292245
6819,0.5908307,,,,0.5822567,,,0.5865437
6823,,,0.56787187,,,,,0.56787187
6825,,,,0.55645746,,,,0.55645746
6826,,,,,,0.56046337,,0.56046337
6831,,,,,,,0.5054849,0.5054849
6833,,0.5496514,,,,,,0.5496514
6834,0.55407447,,,,,,,0.55407447
6837,,,,,0.56721216,,,0.56721216
6844,,,0.54873025,,,0.5393158,,0.544023025
6847,,,,0.54479516,,,,0.54479516
6851,,,,,0.5713859,,,0.5713859
6855,,,,,,0.53110313,,0.53110313
6856,,0.54794955,,,,,0.5281291,0.538039325
6859,,,,0.53371465,,,,0.53371465
6865,,,0.5470828,,,0.57081866,,0.5589507300000001
6870,,0.5316075,,,,,,0.5316075
6872,0.54555005,,,,,,,0.54555005
6878,,,,,0.5585946,,,0.5585946
6886,,,,,,0.5279423,,0.5279423
6890,,,0.5451465,,,,,0.5451465
6895,,0.54093254,,,,,,0.54093254
6898,,,,0.5482293,,,,0.5482293
6899,,,,,,,0.51885176,0.51885176
6903,,,,,0.562295,,,0.562295
6905,,,0.5589928,,,,,0.5589928
6911,,,,0.53897625,,,,0.53897625
6918,,,0.55030936,,,,,0.55030936
6920,,,,0.54731095,,,,0.54731095
6922,,,,,0.56848335,,0.5347998,0.5516415750000001
6923,0.5478928,,,,,,,0.5478928
6925,,,,,,0.5493067,,0.5493067
6928,,0.5486711,,,,,,0.5486711
6932,0.57460177,,,,,,,0.57460177
6936,,,0.5589678,0.5463001,,,,0.5526339499999999
6939,,,,,0.56121284,,,0.56121284
6940,,,,,,0.5546567,,0.5546567
6948,,,,0.5437057,,,,0.5437057
6952,,0.552081,,,,,,0.552081
6956,0.5535085,,,,0.5515392,,,0.55252385
6958,,,,,,0.54025084,,0.54025084
6963,,,,,,,0.51493436,0.51493436
6966,0.53925365,,,0.54239637,,,,0.54082501
6970,,,,,,0.5418281,,0.5418281
6979,,,,,0.5601028,,,0.5601028
6981,,0.5302445,,,,,,0.5302445
6987,0.5405824,,,,,,,0.5405824
6988,,,,,,0.5284713,,0.5284713
6989,,,0.54223025,,,,,0.54223025
6991,,,,,0.5362886,,,0.5362886
6994,,,,0.53664005,,,,0.53664005
7000,,0.5307152,,,,,,0.5307152
7002,,,,,,,0.52963305,0.52963305
7006,0.54697263,,,,,,,0.54697263
7008,,,,,0.5479549,,,0.5479549
7012,,,,,,0.55279493,,0.55279493
7025,,0.54345506,0.5426906,,,,,0.5430728300000001
7036,,,,,,0.54060876,,0.54060876
7039,0.5570698,,,,,,,0.5570698
7042,,,,0.5455621,,,,0.5455621
7045,,,,,,,0.5139933,0.5139933
7049,,0.54060906,,,,,,0.54060906
7053,,,,,0.54442066,,,0.54442066
7055,,,,0.52119,,,,0.52119
7057,0.5456036,,,,,,,0.5456036
7061,,,,,,,0.51178396,0.51178396
7069,,,,,,0.5454884,,0.5454884
7072,,,,,,,0.53411037,0.53411037
7076,,,,0.5437297,,,,0.5437297
7078,0.56970894,,,,,,,0.56970894
7088,0.5402866,,,,,,,0.5402866
7093,,,,,0.5611392,0.54191154,,0.55152537
7095,,,,,,,0.5364149,0.5364149
7096,,0.535646,0.55290145,,,,,0.544273725
7109,0.555415,,,,,,0.54152644,0.5484707200000001
7114,,,0.5745394,,,,,0.5745394
7121,,,,,0.55176014,,,0.55176014
7123,,0.52273947,,,,,,0.52273947
7132,,,,,0.5611906,,,0.5611906
7134,,,,,,0.537809,,0.537809
7137,,,,,,,0.52209216,0.52209216
7138,,0.5575663,,,,,,0.5575663
7140,,,,,0.549758,,,0.549758
7143,,,,0.557039,,,,0.557039
7145,,,0.53139,,,0.5429661,,0.5371780500000001
7152,,0.57035375,,,,,,0.57035375
7153,,,,,0.53593636,,,0.53593636
7160,0.5529015,,,,,,,0.5529015
7162,,,,,,,0.5541628,0.5541628
7163,,,,0.5707729,,,,0.5707729
7173,,,,,0.53316253,,,0.53316253
7175,,,0.5446055,,,,,0.5446055
7178,,,,,,,0.53764063,0.53764063
7184,,,,0.54683334,,,,0.54683334
7188,,,,,0.5650312,,,0.5650312
7190,,0.54387224,,,,,,0.54387224
7192,,,0.5499382,,,,,0.5499382
7197,,,,,,0.5465159,,0.5465159
7200,0.5580805,,,,,,,0.5580805
7202,,,0.5831722,,,,,0.5831722
7204,,,,,,,0.5398365,0.5398365
7210,,0.5402987,,,,,,0.5402987
7220,,,,0.5638991,,,,0.5638991
7222,,,,,0.5630938,,,0.5630938
7225,0.54292315,,,,,0.5411464,,0.5420347750000001
7227,,,,,,,0.5252285,0.5252285
7228,,0.53649205,,,,,,0.53649205
7236,,,,0.55464226,,,,0.55464226
7240,,,,,,,0.53309596,0.53309596
7241,,,0.5670207,,,0.52701384,,0.54701727
7246,,,,,0.5617089,,,0.5617089
7249,,,,,,,0.5333816,0.5333816
7252,,,,0.5765756,,,,0.5765756
7255,0.5348761,,,,,,,0.5348761
7261,,,,,0.5517662,0.55098325,,0.5513747250000001
7266,,0.5458394,,,,,,0.5458394
7267,,,,0.5558386,,,,0.5558386
7271,,,,,,,0.5591258,0.5591258
7272,0.5604452,,,,,,,0.5604452
7275,,,0.56681275,,0.5633794,,,0.565096075
7279,,,,,,0.5618002,,0.5618002
7283,,,,,,,0.5446346,0.5446346
7287,,,0.5541694,,,,,0.5541694
7292,,0.54429626,,,,,,0.54429626
7298,,,,,,0.5455763,,0.5455763
7302,,,,,,,0.5565142,0.5565142
7304,,,,,0.5550395,,,0.5550395
7313,,,0.5747239,,,,,0.5747239
7314,0.5397864,,,,,,,0.5397864
7325,0.54966164,,,,,,,0.54966164
7326,,,,,0.5500964,,,0.5500964
7329,,,,,,,0.5388191,0.5388191
7330,,,,,,0.542265,,0.542265
7331,,0.5277428,,,,,,0.5277428
7335,,,0.5593026,,,,,0.5593026
7345,0.5378175,,,0.5507468,,,,0.5442821499999999
7348,,,,,0.56273526,0.552269,,0.55750213
7359,,,,0.5463506,,,,0.5463506
7361,,,,,,0.5432049,,0.5432049
7365,,,,,,,0.5402358,0.5402358
7370,,,,0.5649599,,,,0.5649599
7374,,,,,0.558675,,,0.558675
7383,,,,,,0.54383487,0.53211695,0.53797591
7390,,0.536904,,,,,,0.536904
7396,,,0.559618,,0.55844945,,,0.5590337249999999
7399,0.5553182,,,,,,,0.5553182
7403,,,,,,,0.5526246,0.5526246
7404,,,,,,0.5408537,,0.5408537
7412,0.5272859,,,,,,,0.5272859
7413,,,,0.5475316,,,0.5427953,0.54516345
7419,,0.5404519,,,,,,0.5404519
7422,,,,,,0.54661244,,0.54661244
7425,0.53786665,,,,,,,0.53786665
7430,,,,0.53765,,,,0.53765
7431,,,0.5562494,,,,,0.5562494
7433,,,,,0.56162935,,,0.56162935
7438,,,,,,,0.5631957,0.5631957
7442,,,,,,0.54225755,,0.54225755
7443,0.5515236,,,,,,,0.5515236
7450,,,,,,,0.5384088,0.5384088
7454,,,,,0.5685624,,,0.5685624
7459,,,,0.5364967,,,,0.5364967
7460,0.53367853,,,,,,,0.53367853
7462,,,0.5510271,,,,,0.5510271
7468,,,,0.5511433,,,,0.5511433
7473,,0.5280177,,,,,,0.5280177
7475,,,,,0.5474841,,,0.5474841
7476,,,0.56340605,,,,,0.56340605
7479,,,,,,0.54482055,,0.54482055
7487,,,,,,,0.53788716,0.53788716
7490,,,0.54973835,,,,,0.54973835
7492,,,,,,0.5207556,,0.5207556
7500,0.54379433,,,,,,,0.54379433
7501,,,,0.55381095,,,,0.55381095
7503,,,,,0.5577403,,,0.5577403
7506,,,,,,0.56529844,,0.56529844
7512,,,,0.5545722,,,,0.5545722
7516,,,,,,,0.5275571,0.5275571
7517,0.5622982,,,,,,,0.5622982
7519,,,,,0.5357602,,,0.5357602
7522,,,0.55875677,,,,,0.55875677
7525,,,,0.5515198,,,,0.5515198
7530,,0.5432572,,,,,,0.5432572
7536,0.5719745,,,,0.55947876,,,0.56572663
7538,,,,,,,0.54137856,0.54137856
7540,,,0.5592234,,,,,0.5592234
7544,,,,,,0.55090696,,0.55090696
7545,,0.5130955,,,,,,0.5130955
7546,,,,,0.5637258,,,0.5637258
7550,,,,0.5507167,,,,0.5507167
7554,,,0.56340855,,,,,0.56340855
7555,0.5315127,,,,,,,0.5315127
7564,,,,0.5634679,,,,0.5634679
7565,,0.5350759,,,,,,0.5350759
7570,,,,,,0.5565961,,0.5565961
7572,,,0.57094663,,0.5790775,,,0.575012065
7579,0.5481827,,,0.5628613,,,0.53301686,0.5480202866666667
7585,,,0.5613894,,,,,0.5613894
7589,,,,,0.5618998,,,0.5618998
7590,,0.5313959,,,,,,0.5313959
7595,,,,0.554168,,,,0.554168
7601,,,,,,,0.54112184,0.54112184
7603,,,0.5587096,,,,,0.5587096
7606,,,,0.5667942,,,,0.5667942
7617,,,,0.553107,,,,0.553107
7624,,,0.54571944,,,,,0.54571944
7625,0.5329436,,,,,,,0.5329436
7629,,0.5335522,,,,0.5529393,,0.5432457500000001
7632,,,,,,,0.5432073,0.5432073
7638,,,,,0.56239074,,,0.56239074
7641,0.5395428,,,,,,,0.5395428
7646,,,,,,,0.5598452,0.5598452
7650,,,,0.5617125,0.5755125,,,0.5686125
7656,,,,,,0.55978364,,0.55978364
7657,,,0.5538032,,,,,0.5538032
7659,0.58167905,,,,,,,0.58167905
7663,,,,,,,0.5340664,0.5340664
7665,,,,,,0.5148322,,0.5148322
7666,,,,0.5694559,,,,0.5694559
7667,,0.5534237,,,0.5637404,,,0.55858205
7670,0.5514644,,,,,,,0.5514644
7676,,0.4958338,,,,,0.54322624,0.5195300199999999
7678,,,,0.57064486,,,,0.57064486
7682,,,0.54943043,,,,,0.54943043
7685,0.5537823,,,,,,,0.5537823
7688,,,,0.57818764,,,,0.57818764
7690,,,,,0.5665343,,0.57153124,0.56903277
7693,,0.5606068,0.55717295,,,,,0.558889875
7706,0.5431963,,,,0.5440441,,,0.5436202
7708,,,,,,0.53740436,,0.53740436
7709,,,,,,,0.54356116,0.54356116
7721,0.5709085,,,,,,,0.5709085
7723,,,0.546125,,,,,0.546125
7726,,,,,,0.54339695,,0.54339695
7727,,,,,0.5698169,,,0.5698169
7730,,,,0.563462,,,,0.563462
7731,,0.53231573,,,,,,0.53231573
7737,,,,,0.58066326,,,0.58066326
7740,0.55795544,,,,,,,0.55795544
7749,,,,,,0.5477151,,0.5477151
7756,,,,,0.5702565,,,0.5702565
7760,0.5379332,,,,,,,0.5379332
7762,,,,,,,0.5307251,0.5307251
7766,,,0.53980964,,,,,0.53980964
7770,,0.5382095,,,,,,0.5382095
7777,,,,0.56636435,,,,0.56636435
7779,,0.5021893,,,0.55992705,,,0.531058175
7780,,,,,,0.5537089,,0.5537089
7782,,,,,,,0.5284974,0.5284974
7790,,,0.54937404,,,,,0.54937404
7793,,,,0.55934227,,,,0.55934227
7794,,,,,0.57840526,,,0.57840526
7795,0.54826397,,,,,,,0.54826397
7799,,0.5181672,,,,,,0.5181672
7800,,,0.5623707,,,,,0.5623707
7803,,,,,,,0.531628,0.531628
7808,,,,0.5459443,0.5631127,0.5492961,,0.5527843666666666
7813,,0.54592603,,,,,,0.54592603
7817,,,,,0.5687145,,,0.5687145
7821,,,,,,,0.52832836,0.52832836
7822,,,0.54472923,,,,,0.54472923
7828,,0.5295039,,,,,,0.5295039
7831,,,,,,0.543031,,0.543031
7832,,,,0.5639551,,,,0.5639551
7836,0.5596804,,,,,,,0.5596804
7844,,0.53648067,0.5618408,,,0.5359923,,0.5447712566666667
7847,,,,,,,0.54409456,0.54409456
7849,,,,0.52645504,,,,0.52645504
7850,0.53908116,,,,,,,0.53908116
