Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,5
6000,2,-1000.0,5
9000,3,-1000.0,5
12000,4,-1000.0,5
15000,5,-1000.0,5
18000,6,-756.0,5
21000,7,-1000.0,5
24000,8,-1000.0,5
27000,9,-1000.0,5
30000,10,-1000.0,5
33000,11,-1000.0,6
36000,12,-1000.0,6
39000,13,-1000.0,6
42000,14,-1000.0,6
45000,15,-1000.0,6
48000,16,-1000.0,6
51000,17,-1000.0,6
54000,18,-1000.0,6
57000,19,-1000.0,6
60000,20,-1000.0,6
63000,21,-1000.0,6
66000,22,-1000.0,6
69000,23,-1000.0,6
72000,24,-1000.0,6
75000,25,-1000.0,6
78000,26,-1000.0,6
81000,27,-1000.0,6
84000,28,-1000.0,6
87000,29,-1000.0,6
90000,30,-1000.0,6
93000,31,-1000.0,6
96000,32,-1000.0,6
99000,33,-1000.0,6
102000,34,-1000.0,6
105000,35,-1000.0,6
108000,36,-1000.0,6
111000,37,-1000.0,6
114000,38,-1000.0,6
117000,39,-1000.0,6
120000,40,-1000.0,6
123000,41,-1000.0,6
126000,42,-1000.0,6
129000,43,-1000.0,6
132000,44,-1000.0,6
135000,45,-1000.0,6
138000,46,-1000.0,6
141000,47,-1000.0,6
144000,48,-1000.0,6
147000,49,-1000.0,6
150000,50,-1000.0,6
153000,51,-1000.0,6
156000,52,-1000.0,6
159000,53,-1000.0,6
162000,54,-1000.0,6
165000,55,-1000.0,6
168000,56,-1000.0,6
171000,57,-1000.0,6
174000,58,-1000.0,6
177000,59,-1000.0,6
180000,60,-1000.0,6
183000,61,-1000.0,6
186000,62,-1000.0,6
189000,63,-1000.0,6
192000,64,-1000.0,6
195000,65,-1000.0,6
198000,66,-1000.0,6
201000,67,-1000.0,6
204000,68,-1000.0,6
207000,69,-1000.0,6
210000,70,-1000.0,6
213000,71,-1000.0,6
216000,72,-1000.0,6
219000,73,-1000.0,6
222000,74,-1000.0,6
225000,75,-1000.0,6
228000,76,-1000.0,6
231000,77,-1000.0,6
234000,78,-1000.0,6
237000,79,-1000.0,6
240000,80,-1000.0,6
243000,81,-1000.0,6
246000,82,-1000.0,6
249000,83,-1000.0,6
252000,84,-1000.0,6
255000,85,-1000.0,6
258000,86,-1000.0,7
261000,87,-1000.0,7
264000,88,-1000.0,7
267000,89,-1000.0,7
270000,90,-1000.0,7
273000,91,-1000.0,7
276000,92,-1000.0,7
279000,93,-1000.0,7
282000,94,-445.0,7
285000,95,-1000.0,7
288000,96,-1000.0,7
291000,97,-1000.0,7
294000,98,-1000.0,7
297000,99,-1000.0,7
300000,100,-1000.0,7
