Epoch time step,Epoch number,Episode reward,N steps
400,1,-1000.0,3
800,2,-1000.0,3
1200,3,-888.0,3
1600,4,-692.0,3
2000,5,-909.0,3
2400,6,-1000.0,3
2800,7,-647.0,3
3200,8,-560.0,3
3600,9,-577.0,3
4000,10,-795.0,3
4400,11,-394.0,3
4800,12,-545.0,3
5200,13,-365.0,3
5600,14,-432.0,3
6000,15,-228.0,3
6400,16,-310.0,3
6800,17,-372.0,3
7200,18,-292.0,3
7600,19,-324.0,3
8000,20,-435.0,3
8400,21,-316.0,3
8800,22,-425.0,3
9200,23,-237.0,3
9600,24,-295.0,3
10000,25,-412.0,3
10400,26,-540.0,3
10800,27,-306.0,3
11200,28,-150.0,3
11600,29,-1000.0,3
12000,30,-1000.0,3
12400,31,-636.0,3
12800,32,-218.0,3
13200,33,-924.0,3
13600,34,-216.0,3
14000,35,-507.0,3
14400,36,-154.0,4
14800,37,-244.0,4
15200,38,-287.0,4
15600,39,-495.0,4
16000,40,-1000.0,4
16400,41,-539.0,4
16800,42,-302.0,4
17200,43,-639.0,5
17600,44,-468.0,5
18000,45,-568.0,5
18400,46,-310.0,6
18800,47,-274.0,6
19200,48,-454.0,7
19600,49,-234.0,7
20000,50,-161.0,7
20400,51,-964.0,7
20800,52,-293.0,7
21200,53,-110.0,7
21600,54,-121.0,7
22000,55,-205.0,7
22400,56,-116.0,8
22800,57,-116.0,8
23200,58,-283.0,8
23600,59,-128.0,8
24000,60,-354.0,8
24400,61,-194.0,8
24800,62,-279.0,8
25200,63,-690.0,8
25600,64,-274.0,8
26000,65,-1000.0,8
26400,66,-156.0,8
26800,67,-149.0,8
27200,68,-97.0,8
27600,69,-188.0,8
28000,70,-193.0,8
28400,71,-635.0,9
28800,72,-184.0,9
29200,73,-289.0,10
29600,74,-192.0,10
30000,75,-206.0,10
30400,76,-167.0,11
30800,77,-243.0,11
31200,78,-188.0,11
31600,79,-197.0,11
32000,80,-169.0,11
32400,81,-120.0,10
32800,82,-153.0,10
33200,83,-225.0,11
33600,84,-154.0,11
34000,85,-121.0,11
34400,86,-118.0,11
34800,87,-149.0,11
35200,88,-149.0,10
35600,89,-108.0,10
36000,90,-187.0,10
36400,91,-466.0,9
36800,92,-118.0,9
37200,93,-126.0,9
37600,94,-106.0,9
38000,95,-112.0,9
38400,96,-147.0,10
38800,97,-104.0,10
39200,98,-78.0,9
39600,99,-80.0,9
40000,100,-240.0,9
