Epoch time step,Epoch number,Episode reward,N steps
400,1,8.0,6
800,2,15.0,6
1200,3,11.0,5
1600,4,9.0,5
2000,5,16.0,5
2400,6,19.0,5
2800,7,10.0,5
3200,8,132.0,5
3600,9,38.0,5
4000,10,15.0,5
4400,11,29.0,5
4800,12,12.0,6
5200,13,29.0,6
5600,14,18.0,6
6000,15,132.0,6
6400,16,63.0,6
6800,17,144.0,6
7200,18,29.0,7
7600,19,13.0,7
8000,20,114.0,7
8400,21,137.0,7
8800,22,71.0,7
9200,23,85.0,7
9600,24,51.0,7
10000,25,119.0,7
10400,26,71.0,7
10800,27,12.0,7
11200,28,129.0,7
11600,29,17.0,7
12000,30,14.0,7
12400,31,37.0,7
12800,32,152.0,6
13200,33,83.0,6
13600,34,88.0,6
14000,35,101.0,6
14400,36,69.0,6
14800,37,109.0,6
15200,38,45.0,6
15600,39,89.0,7
16000,40,84.0,7
16400,41,142.0,7
16800,42,84.0,7
17200,43,230.0,7
17600,44,79.0,7
18000,45,76.0,7
18400,46,52.0,7
18800,47,86.0,7
19200,48,31.0,7
19600,49,63.0,7
20000,50,309.0,7
20400,51,99.0,7
20800,52,73.0,7
21200,53,106.0,7
21600,54,101.0,7
22000,55,87.0,7
22400,56,48.0,6
22800,57,121.0,6
23200,58,83.0,6
23600,59,117.0,6
24000,60,115.0,5
24400,61,80.0,5
24800,62,93.0,5
25200,63,116.0,5
25600,64,164.0,5
26000,65,168.0,5
26400,66,104.0,5
26800,67,101.0,5
27200,68,197.0,5
27600,69,147.0,5
28000,70,232.0,5
28400,71,254.0,5
28800,72,144.0,5
29200,73,198.0,5
29600,74,131.0,5
30000,75,185.0,5
30400,76,211.0,5
30800,77,591.0,5
31200,78,318.0,5
31600,79,139.0,5
32000,80,103.0,5
32400,81,143.0,5
32800,82,165.0,5
33200,83,215.0,5
33600,84,130.0,5
34000,85,208.0,5
34400,86,148.0,5
34800,87,94.0,5
35200,88,137.0,6
35600,89,1000.0,6
36000,90,145.0,6
36400,91,136.0,6
36800,92,104.0,6
37200,93,241.0,6
37600,94,194.0,6
38000,95,213.0,6
38400,96,121.0,6
38800,97,211.0,6
39200,98,1000.0,6
39600,99,18.0,5
40000,100,244.0,5
