Epoch time step,Epoch number,Episode reward,N steps
400,1,12.0,6
800,2,11.0,6
1200,3,11.0,5
1600,4,15.0,5
2000,5,11.0,5
2400,6,52.0,5
2800,7,31.0,5
3200,8,13.0,5
3600,9,27.0,5
4000,10,73.0,5
4400,11,10.0,5
4800,12,73.0,5
5200,13,42.0,4
5600,14,15.0,4
6000,15,123.0,4
6400,16,55.0,4
6800,17,93.0,4
7200,18,21.0,4
7600,19,35.0,4
8000,20,137.0,4
8400,21,64.0,4
8800,22,122.0,5
9200,23,82.0,5
9600,24,144.0,5
10000,25,27.0,5
10400,26,81.0,5
10800,27,44.0,5
11200,28,53.0,5
11600,29,21.0,4
12000,30,8.0,4
12400,31,82.0,5
12800,32,107.0,5
13200,33,60.0,5
13600,34,71.0,5
14000,35,36.0,5
14400,36,79.0,5
14800,37,60.0,5
15200,38,41.0,5
15600,39,114.0,5
16000,40,86.0,5
16400,41,58.0,5
16800,42,80.0,5
17200,43,17.0,5
17600,44,106.0,5
18000,45,156.0,5
18400,46,51.0,5
18800,47,87.0,5
19200,48,83.0,5
19600,49,66.0,5
20000,50,280.0,5
20400,51,95.0,6
20800,52,76.0,6
21200,53,140.0,6
21600,54,134.0,6
22000,55,83.0,7
22400,56,67.0,7
22800,57,77.0,7
23200,58,213.0,7
23600,59,117.0,7
24000,60,188.0,6
24400,61,17.0,6
24800,62,235.0,6
25200,63,145.0,6
25600,64,93.0,6
26000,65,125.0,6
26400,66,267.0,6
26800,67,144.0,6
27200,68,201.0,6
27600,69,226.0,6
28000,70,23.0,6
28400,71,443.0,7
28800,72,113.0,7
29200,73,1000.0,7
29600,74,114.0,7
30000,75,163.0,7
30400,76,1000.0,7
30800,77,1000.0,7
31200,78,19.0,7
31600,79,182.0,7
32000,80,550.0,7
32400,81,154.0,7
32800,82,20.0,7
33200,83,104.0,7
33600,84,152.0,7
34000,85,142.0,7
34400,86,301.0,7
34800,87,137.0,7
35200,88,76.0,7
35600,89,322.0,7
36000,90,418.0,7
36400,91,459.0,7
36800,92,233.0,7
37200,93,201.0,7
37600,94,139.0,7
38000,95,239.0,7
38400,96,1000.0,7
38800,97,267.0,6
39200,98,303.0,6
39600,99,144.0,6
40000,100,110.0,6
