Epoch time step,Epoch number,Episode reward,N steps
400,1,11.0,6
800,2,13.0,6
1200,3,10.0,6
1600,4,24.0,6
2000,5,13.0,6
2400,6,11.0,5
2800,7,12.0,5
3200,8,40.0,5
3600,9,34.0,5
4000,10,52.0,5
4400,11,73.0,5
4800,12,66.0,5
5200,13,72.0,5
5600,14,171.0,5
6000,15,76.0,5
6400,16,31.0,5
6800,17,14.0,5
7200,18,76.0,5
7600,19,24.0,5
8000,20,25.0,5
8400,21,218.0,5
8800,22,231.0,6
9200,23,16.0,6
9600,24,96.0,6
10000,25,215.0,6
10400,26,64.0,6
10800,27,129.0,6
11200,28,114.0,6
11600,29,26.0,6
12000,30,41.0,6
12400,31,79.0,6
12800,32,23.0,6
13200,33,24.0,6
13600,34,47.0,6
14000,35,140.0,6
14400,36,40.0,6
14800,37,95.0,6
15200,38,37.0,7
15600,39,16.0,7
16000,40,114.0,7
16400,41,62.0,7
16800,42,36.0,7
17200,43,96.0,7
17600,44,128.0,7
18000,45,145.0,7
18400,46,85.0,8
18800,47,71.0,8
19200,48,96.0,8
19600,49,233.0,8
20000,50,24.0,8
20400,51,140.0,8
20800,52,221.0,8
21200,53,229.0,8
21600,54,152.0,8
22000,55,99.0,8
22400,56,271.0,9
22800,57,20.0,9
23200,58,30.0,9
23600,59,27.0,9
24000,60,111.0,9
24400,61,107.0,9
24800,62,42.0,9
25200,63,175.0,9
25600,64,148.0,9
26000,65,103.0,9
26400,66,66.0,9
26800,67,192.0,9
27200,68,173.0,9
27600,69,103.0,9
28000,70,91.0,9
28400,71,76.0,9
28800,72,244.0,9
29200,73,183.0,9
29600,74,14.0,9
30000,75,100.0,9
30400,76,207.0,9
30800,77,124.0,9
31200,78,185.0,9
31600,79,17.0,9
32000,80,105.0,9
32400,81,137.0,8
32800,82,140.0,8
33200,83,428.0,8
33600,84,495.0,8
34000,85,108.0,8
34400,86,107.0,8
34800,87,102.0,8
35200,88,257.0,8
35600,89,207.0,8
36000,90,45.0,8
36400,91,198.0,8
36800,92,81.0,8
37200,93,43.0,8
37600,94,31.0,8
38000,95,86.0,8
38400,96,36.0,8
38800,97,27.0,8
39200,98,96.0,8
39600,99,31.0,8
40000,100,27.0,8
