Epoch time step,Epoch number,Episode reward,N steps
400,1,9.0,6
800,2,11.0,6
1200,3,43.0,6
1600,4,14.0,6
2000,5,147.0,6
2400,6,47.0,6
2800,7,20.0,6
3200,8,147.0,6
3600,9,74.0,6
4000,10,62.0,6
4400,11,10.0,6
4800,12,47.0,6
5200,13,40.0,6
5600,14,27.0,6
6000,15,18.0,6
6400,16,32.0,6
6800,17,47.0,6
7200,18,43.0,6
7600,19,314.0,6
8000,20,257.0,6
8400,21,75.0,6
8800,22,58.0,6
9200,23,57.0,6
9600,24,10.0,5
10000,25,49.0,5
10400,26,24.0,5
10800,27,153.0,5
11200,28,270.0,5
11600,29,21.0,5
12000,30,16.0,5
12400,31,71.0,6
12800,32,50.0,6
13200,33,29.0,6
13600,34,87.0,6
14000,35,25.0,6
14400,36,63.0,7
14800,37,160.0,7
15200,38,152.0,7
15600,39,67.0,7
16000,40,202.0,7
16400,41,48.0,7
16800,42,61.0,7
17200,43,94.0,7
17600,44,68.0,7
18000,45,70.0,7
18400,46,115.0,8
18800,47,195.0,8
19200,48,70.0,8
19600,49,65.0,8
20000,50,80.0,8
20400,51,62.0,8
20800,52,88.0,7
21200,53,25.0,7
21600,54,16.0,7
22000,55,75.0,7
22400,56,83.0,7
22800,57,12.0,7
23200,58,74.0,7
23600,59,38.0,7
24000,60,254.0,7
24400,61,58.0,7
24800,62,52.0,7
25200,63,74.0,7
25600,64,65.0,7
26000,65,53.0,7
26400,66,204.0,7
26800,67,122.0,7
27200,68,127.0,7
27600,69,144.0,7
28000,70,80.0,7
28400,71,106.0,7
28800,72,893.0,7
29200,73,1000.0,7
29600,74,1000.0,7
30000,75,252.0,7
30400,76,110.0,7
30800,77,142.0,7
31200,78,149.0,6
31600,79,127.0,6
32000,80,352.0,6
32400,81,296.0,6
32800,82,164.0,6
33200,83,1000.0,6
33600,84,353.0,6
34000,85,563.0,6
34400,86,208.0,6
34800,87,208.0,6
35200,88,495.0,6
35600,89,1000.0,6
36000,90,570.0,6
36400,91,659.0,6
36800,92,150.0,6
37200,93,357.0,6
37600,94,1000.0,6
38000,95,1000.0,6
38400,96,139.0,6
38800,97,435.0,6
39200,98,278.0,6
39600,99,126.0,6
40000,100,247.0,6
