Epoch time step,Epoch number,Episode reward,N steps
400,1,-1000.0,2
800,2,-1000.0,2
1200,3,-1000.0,2
1600,4,-1000.0,2
2000,5,-1000.0,2
2400,6,-1000.0,2
2800,7,-1000.0,2
3200,8,-1000.0,2
3600,9,-1000.0,2
4000,10,-486.0,2
4400,11,-221.0,2
4800,12,-419.0,2
5200,13,-465.0,2
5600,14,-664.0,2
6000,15,-325.0,2
6400,16,-136.0,2
6800,17,-114.0,2
7200,18,-97.0,2
7600,19,-146.0,2
8000,20,-101.0,2
8400,21,-97.0,2
8800,22,-98.0,2
9200,23,-130.0,2
9600,24,-109.0,2
10000,25,-100.0,2
10400,26,-97.0,2
10800,27,-107.0,2
11200,28,-77.0,2
11600,29,-120.0,2
12000,30,-103.0,2
12400,31,-119.0,3
12800,32,-116.0,3
13200,33,-127.0,3
13600,34,-100.0,3
14000,35,-135.0,3
14400,36,-116.0,3
14800,37,-288.0,3
15200,38,-113.0,3
15600,39,-122.0,3
16000,40,-124.0,4
16400,41,-248.0,4
16800,42,-581.0,4
17200,43,-397.0,5
17600,44,-230.0,5
18000,45,-1000.0,5
18400,46,-355.0,6
18800,47,-538.0,6
19200,48,-188.0,6
19600,49,-186.0,6
20000,50,-191.0,6
20400,51,-162.0,6
20800,52,-175.0,7
21200,53,-404.0,7
21600,54,-168.0,7
22000,55,-329.0,8
22400,56,-353.0,8
22800,57,-364.0,8
23200,58,-1000.0,9
23600,59,-1000.0,9
24000,60,-1000.0,9
24400,61,-1000.0,9
24800,62,-597.0,9
25200,63,-1000.0,9
25600,64,-1000.0,10
26000,65,-1000.0,10
26400,66,-1000.0,10
26800,67,-1000.0,11
27200,68,-1000.0,11
27600,69,-1000.0,11
28000,70,-427.0,12
28400,71,-399.0,12
28800,72,-1000.0,12
29200,73,-1000.0,13
29600,74,-1000.0,13
30000,75,-969.0,13
30400,76,-1000.0,14
30800,77,-205.0,14
31200,78,-294.0,14
31600,79,-1000.0,14
32000,80,-163.0,14
32400,81,-178.0,14
32800,82,-196.0,13
33200,83,-420.0,13
33600,84,-411.0,13
34000,85,-145.0,13
34400,86,-140.0,13
34800,87,-796.0,13
35200,88,-132.0,12
35600,89,-455.0,12
36000,90,-1000.0,12
36400,91,-145.0,13
36800,92,-1000.0,13
37200,93,-251.0,13
37600,94,-242.0,13
38000,95,-148.0,13
38400,96,-123.0,13
38800,97,-127.0,13
39200,98,-95.0,13
39600,99,-100.0,13
40000,100,-872.0,13
