Epoch time step,Epoch number,Episode reward,N steps
400,1,-115.0,2
800,2,-152.0,2
1200,3,-232.0,2
1600,4,-235.0,2
2000,5,-269.0,2
2400,6,-476.0,2
2800,7,-327.0,2
3200,8,-164.0,2
3600,9,-167.0,2
4000,10,-187.0,2
4400,11,-216.0,2
4800,12,-599.0,2
5200,13,-317.0,2
5600,14,-208.0,2
6000,15,-441.0,2
6400,16,-199.0,2
6800,17,-140.0,2
7200,18,-1000.0,2
7600,19,-176.0,2
8000,20,-226.0,2
8400,21,-469.0,2
8800,22,-272.0,2
9200,23,-101.0,2
9600,24,-186.0,2
10000,25,-210.0,2
10400,26,-162.0,2
10800,27,-182.0,2
11200,28,-173.0,2
11600,29,-198.0,2
12000,30,-141.0,2
12400,31,-140.0,2
12800,32,-95.0,2
13200,33,-120.0,2
13600,34,-147.0,2
14000,35,-86.0,2
14400,36,-92.0,2
14800,37,-82.0,2
15200,38,-100.0,2
15600,39,-285.0,2
16000,40,-174.0,2
16400,41,-158.0,2
16800,42,-501.0,2
17200,43,-208.0,3
17600,44,-151.0,3
18000,45,-162.0,3
18400,46,-145.0,4
18800,47,-642.0,4
19200,48,-224.0,4
19600,49,-259.0,4
20000,50,-1000.0,4
20400,51,-210.0,4
20800,52,-268.0,5
21200,53,-141.0,5
21600,54,-154.0,5
22000,55,-158.0,6
22400,56,-107.0,6
22800,57,-233.0,6
23200,58,-141.0,6
23600,59,-133.0,6
24000,60,-123.0,6
24400,61,-148.0,7
24800,62,-129.0,7
25200,63,-176.0,7
25600,64,-226.0,8
26000,65,-164.0,8
26400,66,-176.0,8
26800,67,-179.0,8
27200,68,-195.0,8
27600,69,-203.0,8
28000,70,-147.0,9
28400,71,-220.0,9
28800,72,-131.0,9
29200,73,-163.0,9
29600,74,-182.0,9
30000,75,-171.0,9
30400,76,-234.0,10
30800,77,-181.0,10
31200,78,-179.0,10
31600,79,-216.0,10
32000,80,-156.0,10
32400,81,-177.0,10
32800,82,-219.0,10
33200,83,-256.0,10
33600,84,-205.0,10
34000,85,-190.0,11
34400,86,-161.0,11
34800,87,-220.0,11
35200,88,-225.0,12
35600,89,-176.0,12
36000,90,-170.0,12
36400,91,-125.0,11
36800,92,-121.0,11
37200,93,-136.0,11
37600,94,-145.0,11
38000,95,-123.0,11
38400,96,-163.0,11
38800,97,-115.0,12
39200,98,-167.0,12
39600,99,-279.0,12
40000,100,-139.0,12
