Epoch time step,Epoch number,Episode reward,N steps
400,1,-1000.0,2
800,2,-1000.0,2
1200,3,-422.0,2
1600,4,-1000.0,2
2000,5,-1000.0,2
2400,6,-1000.0,2
2800,7,-1000.0,2
3200,8,-855.0,2
3600,9,-1000.0,2
4000,10,-1000.0,2
4400,11,-645.0,2
4800,12,-351.0,2
5200,13,-306.0,2
5600,14,-328.0,2
6000,15,-269.0,2
6400,16,-209.0,2
6800,17,-224.0,2
7200,18,-171.0,2
7600,19,-224.0,2
8000,20,-187.0,2
8400,21,-253.0,2
8800,22,-158.0,2
9200,23,-167.0,2
9600,24,-255.0,2
10000,25,-219.0,2
10400,26,-225.0,2
10800,27,-381.0,2
11200,28,-198.0,2
11600,29,-465.0,2
12000,30,-209.0,2
12400,31,-219.0,2
12800,32,-195.0,2
13200,33,-260.0,2
13600,34,-358.0,3
14000,35,-294.0,3
14400,36,-162.0,3
14800,37,-353.0,4
15200,38,-310.0,4
15600,39,-767.0,4
16000,40,-552.0,5
16400,41,-593.0,5
16800,42,-322.0,5
17200,43,-836.0,6
17600,44,-321.0,6
18000,45,-403.0,6
18400,46,-163.0,7
18800,47,-204.0,7
19200,48,-269.0,7
19600,49,-225.0,8
20000,50,-638.0,8
20400,51,-282.0,8
20800,52,-979.0,9
21200,53,-433.0,9
21600,54,-256.0,9
22000,55,-164.0,10
22400,56,-404.0,10
22800,57,-137.0,10
23200,58,-203.0,11
23600,59,-192.0,11
24000,60,-474.0,11
24400,61,-149.0,12
24800,62,-149.0,12
25200,63,-156.0,12
25600,64,-184.0,12
26000,65,-167.0,12
26400,66,-122.0,12
26800,67,-213.0,12
27200,68,-201.0,12
27600,69,-208.0,12
28000,70,-308.0,12
28400,71,-178.0,12
28800,72,-125.0,12
29200,73,-171.0,12
29600,74,-153.0,12
30000,75,-143.0,12
30400,76,-184.0,12
30800,77,-182.0,12
31200,78,-135.0,12
31600,79,-251.0,12
32000,80,-188.0,12
32400,81,-212.0,12
32800,82,-201.0,12
33200,83,-228.0,12
33600,84,-120.0,12
34000,85,-140.0,12
34400,86,-216.0,12
34800,87,-178.0,12
35200,88,-236.0,13
35600,89,-127.0,13
36000,90,-179.0,13
36400,91,-123.0,12
36800,92,-171.0,12
37200,93,-138.0,12
37600,94,-206.0,12
38000,95,-147.0,12
38400,96,-173.0,12
38800,97,-222.0,13
39200,98,-130.0,13
39600,99,-196.0,13
40000,100,-336.0,12
