Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss
15,1,15.0,0.722046094884475,0.4992372258308894,0.6914201591392385,0.34051080122590066
30,2,15.0,1.2405442476272583,0.15369163509276948,0.12389049031240087,0.049684663947361214
58,3,28.0,1.091305945600782,0.07421082119747577,0.06800184814957777,0.0064347690942148416
67,4,9.0,1.0938332478205364,0.01308448612342934,0.011962048282496614,0.0012267317377134329
80,5,13.0,1.0858793350366445,0.011887807171445122,0.01094763182968571,0.0012696105986833572
133,6,53.0,1.1082761737535585,0.007376016018672292,0.006655395282649519,0.0007387151881115608
158,7,25.0,1.1044154024124146,0.006183724846226376,0.005599093269361367,0.0005396942912921077
190,8,32.0,1.1052820831537247,0.008446723240963037,0.007642142553203997,0.000637775086943293
212,9,22.0,1.1150895302945918,0.006818337191023122,0.006114609639659882,0.0005433810661501907
243,10,31.0,1.111853091947494,0.007906855599961333,0.007111421155570007,0.000743071606144264
254,11,11.0,1.0893519033085217,0.016426292796605704,0.015078959101018358,0.0004699732116106051
264,12,10.0,1.0930325388908386,0.012641200259193033,0.01156525520458958,0.0007955209846841171
283,13,19.0,1.1023605120809454,0.01540890826975469,0.013978102536226576,0.0006916933136955393
320,14,37.0,1.1097300213736456,0.007576273086357934,0.006827131771185099,0.0005460686440307433
331,15,11.0,1.0891725041649558,0.026424101239134058,0.024260712731995402,0.0006166039882538661
356,16,25.0,1.117404808998108,0.009454434819989348,0.008461065089263775,0.0005793332974280929
367,17,11.0,1.094089768149636,0.02517871162756848,0.023013387347686858,0.0005502599143999925
385,18,18.0,1.0996216005749173,0.016525495144013056,0.015028347147212276,0.0007182340844641052
418,19,33.0,1.1094508207205571,0.006209159924275398,0.005596606724976528,0.000652293085708648
430,20,12.0,1.1007482608159382,0.006765922209321343,0.006146657187816995,0.0005867054960617679
439,21,9.0,1.0772279898325603,0.027104409632166905,0.025161256380257905,0.0007719661969329334
460,22,21.0,1.1080875850859142,0.004044951741562363,0.00365038991141548,0.000733340117135196
475,23,15.0,1.097035535176595,0.018465959628319244,0.016832599342688284,0.0008007823494457019
