Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,4,4,4,4,4,4,4,4.0
2,4,4,4,4,4,4,4,4.0
3,4,5,5,6,4,4,6,4.857142857142857
4,4,8,6,7,4,6,7,6.0
5,4,10,7,10,4,9,9,7.571428571428571
6,4,11,10,13,4,11,12,9.285714285714286
7,4,14,13,16,4,11,15,11.0
8,4,17,16,19,4,14,18,13.142857142857142
9,5,20,19,22,6,17,21,15.714285714285714
10,8,23,22,25,9,20,24,18.714285714285715
11,11,26,25,28,12,23,27,21.714285714285715
12,14,29,28,30,15,26,30,24.571428571428573
13,17,30,30,30,18,29,30,26.285714285714285
14,20,30,30,30,21,30,30,27.285714285714285
15,23,29,30,30,24,30,30,28.0
16,26,27,30,30,27,30,30,28.571428571428573
17,29,28,30,30,30,30,30,29.571428571428573
18,30,25,30,27,30,30,30,28.857142857142858
19,28,22,29,24,30,30,30,27.571428571428573
20,25,19,26,21,30,30,30,25.857142857142858
21,25,19,24,23,30,29,30,25.714285714285715
22,22,17,22,21,30,30,30,24.571428571428573
23,19,16,23,18,29,28,27,22.857142857142858
24,17,13,26,15,30,26,24,21.571428571428573
25,20,10,24,13,28,29,21,20.714285714285715
26,17,7,25,15,29,30,18,20.142857142857142
27,14,8,24,16,26,29,18,19.285714285714285
28,11,5,24,13,29,28,21,18.714285714285715
29,11,6,23,13,30,27,24,19.142857142857142
30,10,5,22,16,29,26,27,19.285714285714285
31,9,4,19,19,26,25,30,18.857142857142858
32,6,2,21,22,26,26,28,18.714285714285715
33,7,1,23,21,25,25,28,18.571428571428573
34,10,1,26,18,26,28,30,19.857142857142858
35,13,1,28,15,25,30,30,20.285714285714285
36,14,1,28,12,28,30,30,20.428571428571427
37,11,1,30,9,30,30,28,19.857142857142858
38,8,3,30,12,30,30,29,20.285714285714285
39,5,2,30,15,27,30,30,19.857142857142858
40,2,5,28,18,30,27,30,20.0
41,1,8,29,15,27,26,30,19.428571428571427
42,3,10,28,14,26,29,30,20.0
43,1,7,26,11,29,29,30,19.0
44,1,10,26,12,30,26,30,19.285714285714285
45,1,7,27,9,29,23,30,18.0
46,1,8,26,6,28,24,30,17.571428571428573
47,1,5,29,5,29,27,29,17.857142857142858
48,1,4,26,2,26,26,26,15.857142857142858
49,1,1,23,1,23,27,23,14.142857142857142
50,1,1,24,1,24,30,26,15.285714285714286
51,2,1,27,3,24,29,27,16.142857142857142
52,1,2,30,6,27,26,24,16.571428571428573
53,1,1,30,9,26,27,25,17.0
54,1,1,30,12,25,30,28,18.142857142857142
55,3,3,30,15,28,30,30,19.857142857142858
56,6,1,30,18,29,27,30,20.142857142857142
57,9,1,29,21,26,26,27,19.857142857142858
58,12,2,26,24,25,25,26,20.0
59,15,3,29,25,22,28,27,21.285714285714285
60,18,2,30,22,25,27,24,21.142857142857142
61,17,5,30,19,26,27,21,20.714285714285715
62,14,3,28,16,29,26,18,19.142857142857142
63,11,2,27,17,30,29,17,19.0
64,8,1,28,20,30,29,20,19.428571428571427
65,5,1,25,23,30,30,21,19.285714285714285
66,4,1,22,26,30,27,24,19.142857142857142
67,7,1,23,29,29,28,27,20.571428571428573
68,4,1,20,30,30,30,30,20.714285714285715
69,5,4,19,30,30,30,29,21.0
70,2,7,16,30,27,28,28,19.714285714285715
71,3,6,13,29,30,25,25,18.714285714285715
72,2,9,10,28,28,22,22,17.285714285714285
73,3,8,9,30,25,19,19,16.142857142857142
74,4,9,6,30,24,16,20,15.571428571428571
75,3,6,3,29,25,15,19,14.285714285714286
76,1,7,1,26,28,18,16,13.857142857142858
77,1,6,1,23,30,21,19,14.428571428571429
78,1,3,1,20,30,24,22,14.428571428571429
79,3,1,1,17,30,27,21,14.285714285714286
80,1,1,3,14,27,30,24,14.285714285714286
81,1,1,6,11,24,30,27,14.285714285714286
82,1,1,9,10,23,30,30,14.857142857142858
83,2,1,12,13,20,30,30,15.428571428571429
84,1,1,15,12,19,30,28,15.142857142857142
85,2,1,18,13,18,28,25,15.0
86,1,1,21,16,15,29,24,15.285714285714286
87,1,4,24,15,12,28,21,15.0
88,1,3,27,16,15,25,22,15.571428571428571
89,2,1,30,13,18,26,21,15.857142857142858
90,1,1,30,14,15,29,18,15.428571428571429
91,4,3,30,15,12,30,19,16.142857142857142
92,3,4,30,12,11,29,22,15.857142857142858
93,2,5,30,11,14,26,25,16.142857142857142
94,3,4,30,10,17,23,28,16.428571428571427
95,2,5,29,11,18,20,30,16.428571428571427
96,1,4,26,14,15,17,27,14.857142857142858
97,1,3,25,11,12,14,26,13.142857142857142
98,2,2,22,10,9,13,23,11.571428571428571
99,3,5,25,11,6,16,26,13.142857142857142
100,2,4,24,10,3,15,27,12.142857142857142
