Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,6,6,6,6,6,6,6,6.0
2,6,6,6,6,6,6,6,6.0
3,6,6,6,7,6,6,7,6.285714285714286
4,6,8,6,7,6,6,8,6.714285714285714
5,6,9,6,8,6,6,9,7.142857142857143
6,6,9,6,10,6,6,11,7.714285714285714
7,6,9,6,11,6,6,11,7.857142857142857
8,6,9,6,13,6,6,12,8.285714285714286
9,6,10,7,15,7,7,13,9.285714285714286
10,8,12,9,17,9,9,15,11.285714285714286
11,10,14,11,19,11,11,17,13.285714285714286
12,12,16,13,21,13,13,19,15.285714285714286
13,14,18,15,23,15,15,21,17.285714285714285
14,16,20,17,25,17,17,23,19.285714285714285
15,19,20,20,28,20,20,26,21.857142857142858
16,21,18,22,30,22,20,28,23.0
17,23,16,24,30,24,22,30,24.142857142857142
18,25,14,26,29,25,24,30,24.714285714285715
19,27,12,27,27,25,26,30,24.857142857142858
20,29,10,28,25,27,28,30,25.285714285714285
21,30,10,30,23,29,30,30,26.0
22,30,12,30,20,29,30,30,25.857142857142858
23,29,11,30,18,27,30,30,25.0
24,28,10,29,16,25,30,30,24.0
25,26,11,30,16,23,30,30,23.714285714285715
26,24,9,28,17,23,30,30,23.0
27,23,9,29,19,21,30,28,22.714285714285715
28,21,8,27,18,19,28,30,21.571428571428573
29,22,7,25,19,20,30,27,21.428571428571427
30,24,8,26,17,18,28,27,21.142857142857142
31,26,8,28,15,16,30,29,21.714285714285715
32,28,7,29,13,14,30,30,21.571428571428573
33,30,5,30,14,12,29,30,21.428571428571427
34,29,3,29,16,10,27,30,20.571428571428573
35,29,1,29,16,8,29,30,20.285714285714285
36,30,1,26,14,11,30,28,20.0
37,29,1,24,15,13,29,26,19.571428571428573
38,27,1,26,15,12,30,27,19.714285714285715
39,25,1,28,13,11,30,27,19.285714285714285
40,25,2,29,14,12,30,29,20.142857142857142
41,27,3,30,14,10,30,28,20.285714285714285
42,25,1,30,12,8,30,28,19.142857142857142
43,28,1,30,9,8,27,27,18.571428571428573
44,28,1,30,11,10,25,25,18.571428571428573
45,28,2,30,13,10,27,23,19.0
46,28,1,29,13,8,29,23,18.714285714285715
47,28,1,29,15,6,30,23,18.857142857142858
48,26,1,29,17,4,30,21,18.285714285714285
49,26,2,27,18,6,30,21,18.571428571428573
50,27,1,29,19,9,29,24,19.714285714285715
51,25,1,28,21,9,30,22,19.428571428571427
52,26,1,28,21,7,29,24,19.428571428571427
53,26,1,28,19,6,27,26,19.0
54,26,1,27,17,4,25,28,18.285714285714285
55,28,1,29,19,2,23,27,18.428571428571427
56,30,1,30,19,2,25,29,19.428571428571427
57,27,1,30,16,1,22,30,18.142857142857142
58,25,1,30,14,1,20,30,17.285714285714285
59,27,3,30,12,1,20,30,17.571428571428573
60,25,3,30,14,1,20,30,17.571428571428573
61,27,1,30,12,2,20,29,17.285714285714285
62,29,1,30,14,1,22,27,17.714285714285715
63,29,1,28,12,1,20,27,16.857142857142858
64,30,2,27,12,3,23,24,17.285714285714285
65,28,1,29,10,1,25,22,16.571428571428573
66,26,1,27,8,3,27,20,16.0
67,24,1,27,6,3,29,22,16.0
68,22,2,25,4,3,30,20,15.142857142857142
69,22,4,25,6,3,30,20,15.714285714285714
70,24,6,23,6,1,28,20,15.428571428571429
71,25,5,26,9,1,29,21,16.571428571428573
72,23,3,26,11,1,27,23,16.285714285714285
73,23,1,28,13,1,25,25,16.571428571428573
74,25,1,30,15,2,24,25,17.428571428571427
75,27,2,29,15,1,22,26,17.428571428571427
76,27,4,27,13,1,24,28,17.714285714285715
77,25,2,27,11,1,26,30,17.428571428571427
78,22,1,26,8,3,25,30,16.428571428571427
79,20,3,24,6,1,27,28,15.571428571428571
80,18,3,22,4,1,25,28,14.428571428571429
81,16,1,20,6,1,25,28,13.857142857142858
82,14,1,22,6,1,25,26,13.571428571428571
83,12,2,24,4,1,23,28,13.428571428571429
84,10,4,24,2,3,25,28,13.714285714285714
85,7,5,27,2,2,24,25,13.142857142857142
86,7,5,27,4,1,22,27,13.285714285714286
87,9,4,25,6,1,22,27,13.428571428571429
88,9,6,25,8,1,22,25,13.714285714285714
89,9,6,23,10,1,22,23,13.428571428571429
90,7,6,25,12,1,24,21,13.714285714285714
91,7,6,25,14,2,22,19,13.571428571428571
92,8,5,26,17,3,23,16,14.0
93,10,5,28,19,1,25,14,14.571428571428571
94,8,5,30,21,2,25,14,15.0
95,8,5,30,23,2,23,16,15.285714285714286
96,8,7,30,25,2,23,18,16.142857142857142
97,8,7,30,25,1,21,18,15.714285714285714
98,8,7,29,27,1,19,18,15.571428571428571
99,9,10,30,30,2,16,19,16.571428571428573
100,9,8,30,29,4,14,17,15.857142857142858
