Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,3,3,3,3,3,3,3,3.0
2,3,3,3,3,3,3,3,3.0
3,3,3,3,3,3,3,3,3.0
4,3,5,3,3,3,3,3,3.2857142857142856
5,3,5,3,3,3,3,3,3.2857142857142856
6,3,5,3,5,3,3,3,3.5714285714285716
7,3,5,3,5,3,3,3,3.5714285714285716
8,3,5,3,5,3,3,3,3.5714285714285716
9,3,5,3,5,3,3,3,3.5714285714285716
10,5,7,5,7,3,5,3,5.0
11,7,9,7,9,5,7,3,6.714285714285714
12,9,11,9,11,7,9,5,8.714285714285714
13,11,12,11,13,9,11,7,10.571428571428571
14,13,12,13,15,11,13,9,12.285714285714286
15,15,12,15,17,13,15,11,14.0
16,16,12,16,18,14,16,12,14.857142857142858
17,18,10,18,19,16,18,14,16.142857142857142
18,19,8,20,21,18,20,16,17.428571428571427
19,19,8,22,23,20,22,18,18.857142857142858
20,18,8,24,25,22,24,20,20.142857142857142
21,16,9,25,26,23,26,22,21.0
22,14,9,26,27,25,28,24,21.857142857142858
23,13,7,27,27,27,30,26,22.428571428571427
24,12,8,28,27,28,30,27,22.857142857142858
25,12,10,28,25,30,30,29,23.428571428571427
26,11,9,26,23,28,29,30,22.285714285714285
27,13,10,25,21,30,30,30,22.714285714285715
28,11,8,27,20,29,30,30,22.142857142857142
29,10,6,29,20,30,29,30,22.0
30,8,4,29,20,30,30,30,21.571428571428573
31,6,5,27,18,30,29,30,20.714285714285715
32,5,5,26,17,29,30,29,20.142857142857142
33,7,6,25,16,29,29,27,19.857142857142858
34,5,5,26,14,27,30,28,19.285714285714285
35,3,7,25,12,25,30,29,18.714285714285715
36,1,7,25,10,25,30,30,18.285714285714285
37,1,6,25,10,27,29,30,18.285714285714285
38,1,4,24,12,29,30,30,18.571428571428573
39,1,6,26,13,29,28,29,18.857142857142858
40,1,5,25,12,28,27,29,18.142857142857142
41,1,7,23,12,28,27,28,18.0
42,2,5,25,14,30,25,29,18.571428571428573
43,3,3,27,12,28,25,29,18.142857142857142
44,4,3,29,10,26,24,27,17.571428571428573
45,6,5,30,10,26,25,26,18.285714285714285
46,8,4,30,10,24,26,24,18.0
47,10,4,30,12,24,28,22,18.571428571428573
48,11,3,30,11,23,27,21,18.0
49,11,3,30,9,21,29,21,17.714285714285715
50,13,5,30,8,19,29,23,18.142857142857142
51,11,3,30,6,17,29,25,17.285714285714285
52,11,1,29,6,18,29,25,17.0
53,13,3,27,4,18,29,27,17.285714285714285
54,15,3,25,2,16,27,28,16.571428571428573
55,13,3,27,4,16,29,28,17.142857142857142
56,13,2,27,3,17,28,27,16.714285714285715
57,13,4,29,1,19,26,28,17.142857142857142
58,14,4,30,3,21,24,28,17.714285714285715
59,16,4,29,5,22,26,27,18.428571428571427
60,18,4,29,5,24,26,29,19.285714285714285
61,16,2,27,4,22,24,29,17.714285714285715
62,14,4,27,4,21,22,30,17.428571428571427
63,16,4,25,4,19,20,30,16.857142857142858
64,17,3,26,3,18,19,30,16.571428571428573
65,17,1,28,1,18,17,30,16.0
66,15,2,30,2,20,15,30,16.285714285714285
67,15,2,30,2,22,13,29,16.142857142857142
68,17,2,30,1,24,12,27,16.142857142857142
69,19,4,30,1,24,10,27,16.428571428571427
70,17,2,30,1,22,8,25,15.0
71,15,2,30,2,20,8,27,14.857142857142858
72,16,3,30,1,19,7,28,14.857142857142858
73,18,5,28,1,17,7,30,15.142857142857142
74,20,5,26,2,15,5,29,14.571428571428571
75,20,5,28,1,15,7,28,14.857142857142858
76,20,3,28,1,17,9,26,14.857142857142858
77,18,3,28,1,19,9,26,14.857142857142858
78,18,1,29,1,21,9,28,15.285714285714286
79,16,3,28,2,23,7,26,15.0
80,15,4,29,1,24,8,27,15.428571428571429
81,17,4,27,1,22,6,29,15.142857142857142
82,17,4,25,2,24,6,30,15.428571428571429
83,17,2,23,1,24,4,29,14.285714285714286
84,17,4,23,1,22,4,29,14.285714285714286
85,15,2,21,1,22,4,29,13.428571428571429
86,17,2,19,1,24,6,29,14.0
87,19,2,21,1,24,4,27,14.0
88,18,3,22,1,23,5,28,14.285714285714286
89,16,1,21,2,23,5,30,14.0
90,14,1,23,1,23,3,30,13.571428571428571
91,16,3,25,1,21,3,30,14.142857142857142
92,18,1,25,1,21,5,29,14.285714285714286
93,18,3,27,1,21,4,29,14.714285714285714
94,16,1,27,1,23,4,27,14.142857142857142
95,14,1,29,1,23,6,29,14.714285714285714
96,15,2,30,1,22,5,30,15.0
97,17,2,30,1,24,5,28,15.285714285714286
98,15,2,30,1,22,7,26,14.714285714285714
99,17,1,30,3,24,7,26,15.428571428571429
100,15,2,30,1,25,5,24,14.571428571428571
