Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
1000,1,-1000.0,-0.5204643244594336,0.6666777163651088,-1.2809287496458779,3.1780215080082415,0.44205588
2000,2,-1000.0,-4.020101623177529,1.6082393659237435,-0.4000494307535875,8.856328825801612,0.5149175
3000,3,-1000.0,-11.087042933940888,2.739444470635407,-0.2470852225392864,11.3942705860883,0.42159125
4000,4,-1000.0,-22.105843019485473,3.9145996352385204,-0.17708438586974257,10.688670272566378,0.5134518
5000,5,-1000.0,-34.70923112869263,4.9678473315551654,-0.14312755339165262,6.34713523478806,0.5530733
6000,6,-1000.0,-45.49903067398071,3.201834055225285,-0.0703714784204469,4.298516129821539,0.5699874
7000,7,-1000.0,-54.1011464805603,4.74049018523359,-0.08762273063726939,3.2323164941966533,0.57261753
8000,8,-1000.0,-61.505783332824706,3.3648279194980226,-0.0547075045169332,2.3840256309062244,0.5695631
9000,9,-1000.0,-67.75915312576294,5.628805445874107,-0.08307077621567795,1.954313907176256,0.5576779
10000,10,-1000.0,-72.7669497756958,4.334345424899943,-0.05956475348026222,1.510044128343463,0.55478865
11000,11,-1000.0,-76.55274642181396,3.274374043696361,-0.042772783430318796,1.310987230375409,0.5469374
12000,12,-1000.0,-80.07852979278564,2.9012028299267834,-0.03622947171275559,1.0934792065173387,0.5286968
13000,13,-1000.0,-82.93688124847412,3.2520483282185393,-0.03921112392055821,0.9157291819900274,0.5066212
14000,14,-1000.0,-84.90414137268067,3.00400424182543,-0.03538112738976498,0.8119681117683649,0.45352307
15000,15,-1000.0,-86.54369353485107,1.6034571758616019,-0.018527718316250174,0.643181917488575,0.4082834
16000,16,-1000.0,-88.09490530395507,2.6756445702371754,-0.0303722963434192,0.5705479005947709,0.3992363
17000,17,-1000.0,-89.30709037017822,2.3278486556512434,-0.026065664506617583,0.474701448880136,0.3726768
18000,18,-1000.0,-90.61314340209961,1.1053586754505367,-0.012198657214058465,0.4105746230743825,0.37428254
19000,19,-1000.0,-91.66722055053711,1.4739212707332108,-0.016079043979746525,0.35061885649710894,0.37809527
20000,20,-1000.0,-92.29583669281006,1.4768742553607244,-0.016001526269015062,0.3057349185142666,0.36845517
21000,21,-1000.0,-92.9504801864624,2.96268562085227,-0.03187380651406,0.31205457393452524,0.36378586
22000,22,-1000.0,-93.42347346496582,1.8565930315605288,-0.019872875228266466,0.3570745511911809,0.40966272
23000,23,-1000.0,-93.81247522735596,3.165935295180657,-0.03374748707469838,0.42400219933688643,0.4311402
24000,24,-1000.0,-94.53967346954346,2.2571671890007905,-0.02387534361146224,0.44090485081076625,0.46024534
25000,25,-1000.0,-94.81648126983643,1.4063527873568993,-0.014832366362073557,0.4905364383608103,0.50052893
26000,26,-1000.0,-95.58640203857422,1.590738382967512,-0.01664188994503176,0.4935089017152786,0.5090223
27000,27,-1000.0,-96.02966014099121,1.6593129185137445,-0.017279170998601195,0.4858674208894372,0.52166575
28000,28,-1000.0,-96.52884530639649,1.5984767581489874,-0.01655957608396942,0.43816393642127516,0.52760404
29000,29,-1000.0,-96.9243038635254,1.9087966042536575,-0.019693683917929864,0.4072969794347882,0.53042275
30000,30,-1000.0,-97.1565962524414,2.2712263028541733,-0.023376964513586493,0.3437706562653184,0.5289397
31000,31,-1000.0,-97.55421363830567,2.4289673215035523,-0.024898640775366705,0.2794214930906892,0.53142303
32000,32,-1000.0,-97.75524925231933,1.8342378057781137,-0.018763573514540395,0.19816672717407346,0.52924454
33000,33,-1000.0,-98.02681649017335,1.3653920035155722,-0.013928760031214982,0.15246826276555658,0.526244
34000,34,-1000.0,-98.19929692077636,0.7921941579531492,-0.008067208043172272,0.10816929709911347,0.5131686
35000,35,-1000.0,-98.44624751281738,1.3453402353038217,-0.013665734035506664,0.06791444575227797,0.47010842
36000,36,-1000.0,-98.60272813415527,0.5891128582913032,-0.005974610129344269,0.03821803108416498,0.4105665
37000,37,-1000.0,-98.82337934875488,0.2943658187882347,-0.002978706260887885,0.015728766551474108,0.3390095
38000,38,-1000.0,-98.98555447387696,0.1955835000285127,-0.0019758792186200125,0.006271855264087208,0.29044592
39000,39,-1000.0,-99.11632532501221,0.16199538692438398,-0.0016343966182481556,0.005763280674931593,0.2946578
40000,40,-1000.0,-99.24649031829834,0.48080764893592776,-0.004844580875292473,0.0059230737849138675,0.32293454
41000,41,-1000.0,-99.25498040008544,0.10067426671655204,-0.0010142993964710448,0.0037340104654431344,0.3596701
42000,42,-1000.0,-99.35110381317139,0.12191821173148278,-0.0012271450145209114,0.001605694383266382,0.3149709
43000,43,-1000.0,-99.46084983825683,0.08615057317600174,-0.0008661757195529672,0.001012529785410152,0.35778332
44000,44,-1000.0,-99.54797311401367,0.06312999042337619,-0.0006341665073488994,0.0007290625803216245,0.3725096
45000,45,-1000.0,-99.58226710510255,0.042826429820724085,-0.0004300608036521563,0.0005951321008615196,0.32700983
46000,46,-1000.0,-99.65355712890624,0.018982014389724747,-0.0001904800484459444,0.0003987222302348528,0.35064206
47000,47,-1000.0,-99.67474919891357,0.025090236834002532,-0.0002517210932122015,0.0003466763268061186,0.35482138
48000,48,-1000.0,-99.71639581298828,0.014505612660136287,-0.00014546868187394814,0.0002427752741459699,0.39281982
49000,49,-1000.0,-99.75435834503173,0.01364231034381415,-0.00013675904060881172,0.00018669686430803267,0.3881139
50000,50,-1000.0,-99.78240113830566,0.01278193211155312,-0.00012809806103820286,0.00016388619111603475,0.41648167
51000,51,-1000.0,-99.79328789520264,0.009632142069363681,-9.652094116268443e-05,0.00015138274209584778,0.39279363
52000,52,-1000.0,-99.81944965362548,0.01039098322551273,-0.0001040977811595791,0.00011706158806373423,0.4339677
53000,53,-1000.0,-99.84326139831543,0.010352013810447884,-0.00010368264883845776,0.00010231119574564218,0.43197158
54000,54,-1000.0,-99.86687226867676,0.012911807763995664,-0.00012929019874837367,7.183020852835398e-05,0.42444316
55000,55,-1000.0,-99.8949951248169,0.009032614274417924,-9.042108929613384e-05,5.098046108787458e-05,0.43558365
56000,56,-1000.0,-99.90907329559326,0.007259448092515246,-7.266054876755065e-05,4.597226793703158e-05,0.42369542
57000,57,-1000.0,-99.92287609863281,0.00500504223257959,-5.008905295759467e-05,3.128667833948384e-05,0.39491618
58000,58,-1000.0,-99.93472341918945,0.00596128097862611,-5.965174840801556e-05,2.3927325207296235e-05,0.3657008
59000,59,-1000.0,-99.94364113616943,0.0044753322357673165,-4.4778559044790506e-05,1.712667218066599e-05,0.3777667
60000,60,-1000.0,-99.94308249664307,0.0035706083368895344,-3.572641795403364e-05,2.1215916137862224e-05,0.4669225
61000,61,-1000.0,-99.94760204315186,0.004838375808413539,-4.8409123475764786e-05,1.810799711392974e-05,0.4746334
62000,62,-1000.0,-99.94582627105713,0.004990164273840662,-4.992869097211858e-05,1.8053140063443606e-05,0.5038217
63000,63,-1000.0,-99.94630980682373,0.004738260629739329,-4.740805977626828e-05,2.0769489040162624e-05,0.48200604
64000,64,-1000.0,-99.9555149383545,0.003366536860980686,-3.3680351334860594e-05,1.44820429260335e-05,0.48279175
65000,65,-1000.0,-99.95259677886963,0.003987171070413665,-3.9890620143013316e-05,1.9469077339635987e-05,0.48597223
66000,66,-1000.0,-99.95061890411377,0.004866944275250288,-4.869348813056698e-05,1.8467820811395087e-05,0.47316146
67000,67,-1000.0,-99.95822051239014,0.006298845342674491,-6.301478067923117e-05,1.471042011417012e-05,0.46081057
68000,68,-1000.0,-99.96590759277343,0.005188135528718776,-5.189904892229307e-05,1.1652726429872474e-05,0.41364565
69000,69,-1000.0,-99.9700170135498,0.003570201816208735,-3.5712725903856094e-05,9.46781368821803e-06,0.3891694
70000,70,-1000.0,-99.9739379348755,0.0038926971207815047,-3.893711902513298e-05,7.754125212215968e-06,0.37825373
71000,71,-1000.0,-99.97611610412598,0.0041498380314179085,-4.150829411192386e-05,8.452115253305692e-06,0.332375
72000,72,-1000.0,-99.96566732025147,0.007872623073589548,-7.875326884347901e-05,1.212650599927656e-05,0.335258
72771,73,-771.0,-99.96160762010072,0.005788558001562388,-5.790781220287617e-05,1.7989243480154034e-05,0.35424423
73771,74,-1000.0,-99.97261317443848,0.01443412123155515,-0.00014438075362069,0.6124687596297615,0.3670882
74636,75,-865.0,-99.94463995784693,0.013133254548130472,-0.00013140529150607386,1.061491837036033,0.40808436
75625,76,-989.0,-99.9516018365102,0.010707586806709909,-0.00010712771591419012,0.928299734071696,0.42837316
76596,77,-971.0,-99.96570162866438,0.019340076852974303,-0.00019346712460255157,2.8377114686953115,0.42785966
77596,78,-1000.0,-99.90250513458253,0.028845215890643643,-0.0002887336593990825,4.586460613530671,0.43975708
78596,79,-1000.0,-99.88290933227539,0.02411518318807753,-0.0002414345291831136,3.974039547714319,0.4448212
79596,80,-1000.0,-99.84428563690186,0.02920363927210345,-0.0002924918445338644,2.1380217739447342,0.42630988
80596,81,-1000.0,-99.80778538513184,0.01866289007266528,-0.00018698831960503007,3.662104959079114,0.42926496
81596,82,-1000.0,-99.83045029449463,0.029567993362638507,-0.00029618210952083726,4.27343563968222,0.42992413
82596,83,-1000.0,-99.78380931854248,0.026249419258930626,-0.00026306291008728596,4.268065465963328,0.42752248
83363,84,-767.0,-99.80280346727433,0.02760808018929209,-0.0002766262993638738,3.579196798566855,0.41524693
84159,85,-796.0,-99.86123350517235,0.01355117838594781,-0.00013570009011801284,0.7675794620315503,0.44457474
85159,86,-1000.0,-99.85514060211182,0.023400007264125854,-0.00023433953548137083,6.981992052632957,0.4592101
86159,87,-1000.0,-99.9083747253418,0.021990635914575046,-0.00022010803373620602,5.796157492621525,0.42530018
87159,88,-1000.0,-99.93331597137451,0.02631007179450572,-0.0002632762811757606,5.481091927499048,0.4054074
88006,89,-847.0,-99.95025841038512,0.021470678200680667,-0.00021481363372292993,4.674845262938066,0.41118744
89006,90,-1000.0,-99.94292733001708,0.0280276165503663,-0.00028043621794084095,7.329667289289849,0.39804485
90006,91,-1000.0,-99.89074306488037,0.03362933246872374,-0.0003366611503418394,7.021586489980697,0.3990484
91006,92,-1000.0,-99.84868693542481,0.02774986143989363,-0.0002779191423702979,8.218755182571547,0.3933378
92006,93,-1000.0,-99.87800714111329,0.02214815847241694,-0.00022175210645847962,6.391450008910823,0.39033347
93006,94,-1000.0,-99.86253826904297,0.02435471884814621,-0.0002438824334960459,4.264019171992426,0.40919557
94006,95,-1000.0,-99.85257176971436,0.019946796821412288,-0.00019976247449504574,4.873452664833718,0.40487278
95006,96,-1000.0,-99.85678427124023,0.02856566823593573,-0.00028606637440219406,8.52676653110903,0.3761378
96006,97,-1000.0,-99.85494421386718,0.04996986085365651,-0.000500424503233732,6.406801349846766,0.37892914
97006,98,-1000.0,-99.75495858764648,0.0404069099565755,-0.0004050616683989024,6.0841486360573125,0.3876451
98006,99,-1000.0,-99.76806359100341,0.030771788856982302,-0.00030843325759163226,7.2789104851585025,0.4017746
99006,100,-1000.0,-99.77121928405762,0.04813270385453883,-0.0004824307470624439,6.381644531605826,0.40791667
100006,101,-1000.0,-99.72685540771485,0.027130301536470343,-0.00027204609456051845,8.50968622691818,0.43064505
101006,102,-1000.0,-99.7367286529541,0.02560178014389378,-0.0002566936021430805,6.976462265455358,0.4458816
102006,103,-1000.0,-99.7293186340332,0.0331757592828774,-0.0003326580361450096,6.9930969247563715,0.43045878
103006,104,-1000.0,-99.72808835601806,0.023921067010607863,-0.00023986288522058442,6.991836871883841,0.43691754
103883,105,-877.0,-99.76277924453927,0.03777831011544943,-0.0003786814120609747,6.242534856198117,0.43288672
104883,106,-1000.0,-99.80049620056153,0.03262933095553691,-0.000326945578406386,7.617224902186439,0.45650685
105883,107,-1000.0,-99.82433837890625,0.03779706153436995,-0.00037863573301034567,7.602275488296407,0.4749909
106883,108,-1000.0,-99.7154687576294,0.04113955749544541,-0.0004125694639759466,9.41429632396022,0.4704222
107786,109,-903.0,-99.62550950499204,0.06199069837263941,-0.0006222372029076867,8.71168140146187,0.46041518
108786,110,-1000.0,-99.63387687683105,0.03275718668654383,-0.00032877559032495315,6.6689265563261575,0.42651436
109786,111,-1000.0,-99.66680520629883,0.026647365439534606,-0.0002673644989861732,8.193337813281659,0.43128052
110786,112,-1000.0,-99.73001055145264,0.026597889253864228,-0.0002666989515672603,7.893045506861019,0.39651772
111786,113,-1000.0,-99.76319373321533,0.021850884018307336,-0.00021902751105523465,5.4423905741241745,0.3938481
