Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
1000,1,-1000.0,-0.6187300429791212,0.662735157068679,-1.0711216702484299,3.1114735866487027,0.50750625
2000,2,-1000.0,-3.265454791367054,1.2308722529185692,-0.37693746554772395,5.9582009731084105,0.494347
3000,3,-1000.0,-9.065410748004913,2.336473396277632,-0.25773497321032424,6.742139068067074,0.5177201
4000,4,-1000.0,-18.124901400566102,3.242594435696322,-0.178902735194744,5.328411022439599,0.56896496
5000,5,-1000.0,-29.329150106430053,3.746224872800301,-0.12773042720999228,3.5174227784872056,0.5962612
6000,6,-1000.0,-40.50353302001953,5.644329803317277,-0.13935401142728646,2.5690845087617635,0.61161435
7000,7,-1000.0,-49.38318808746338,5.0319256662544145,-0.10189552074568956,1.7007113497257234,0.62257624
8000,8,-1000.0,-56.409424186706545,8.886711463279516,-0.15753948194659573,1.3346601741164923,0.6149148
9000,9,-1000.0,-62.65928474807739,2.06998370351015,-0.03303554631739815,1.1138734531849623,0.6071128
10000,10,-1000.0,-67.68102396774292,2.6731080167041963,-0.03949567929081882,0.9441913641542197,0.6099097
11000,11,-1000.0,-71.92219117736816,4.950914300141018,-0.06883708934745203,0.8179356040358543,0.60447246
12000,12,-1000.0,-75.59699473953248,5.9451833433429595,-0.07864311754490952,0.7061174464672804,0.5899806
13000,13,-1000.0,-78.70106470489502,5.014332707991221,-0.06371365783669432,0.622990255728364,0.5753329
14000,14,-1000.0,-81.37817986297607,4.095520949883009,-0.05032701587549654,0.4964590069502592,0.55137646
15000,15,-1000.0,-83.58488036346435,1.9167845789819857,-0.022932192648322892,0.42635617124289277,0.5174672
16000,16,-1000.0,-85.41496420288085,1.7299758679442006,-0.0202537796987785,0.34877699363231657,0.48313656
17000,17,-1000.0,-86.84382566833496,2.837175155908696,-0.03266985458176549,0.2865325304158032,0.42740077
18000,18,-1000.0,-88.21301696014405,1.704392325100426,-0.0193213244919454,0.24139409717544913,0.38402
19000,19,-1000.0,-89.25610027313232,1.7063717650109271,-0.019117704669924677,0.2250253459084779,0.34169796
20000,20,-1000.0,-90.12715155029296,1.1900329252907988,-0.013203933607362859,0.2261128778234124,0.35990587
21000,21,-1000.0,-90.88906587982177,1.115938115563105,-0.012278023816843448,0.255179239295423,0.361818
22000,22,-1000.0,-91.57952448272705,2.6012897751566566,-0.028404709347964453,0.28797057760879397,0.35463867
23000,23,-1000.0,-92.58092008972167,1.4763310225159931,-0.01594638529283633,0.34242335469648244,0.37006387
24000,24,-1000.0,-93.38545118713378,3.177545498468676,-0.03402612996002169,0.38373170789331196,0.38066995
25000,25,-1000.0,-94.19063069152833,1.1063200614540087,-0.011745542559080805,0.40662045403569935,0.40243143
26000,26,-1000.0,-95.00345585632324,1.3383200232421306,-0.01408706674066799,0.4202130890861154,0.43254066
27000,27,-1000.0,-95.62763710784913,1.9523720128613042,-0.02041639919074246,0.38499802066385747,0.43950775
