Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
1000,1,-1000.0,-1.6271627467870713,1.0121470379759232,-0.6220318403764264,1.9643369881138206,0.3370516
2000,2,-1000.0,-7.788833026409149,2.6221133858380745,-0.3366503527482776,5.723139013297856,0.38383615
3000,3,-1000.0,-19.099237938880922,3.9870032904216663,-0.20875195665818674,7.82879860380292,0.53078496
4000,4,-1000.0,-32.02927981376648,4.1293643246324585,-0.1289246698221925,4.546801823586225,0.5778922
5000,5,-1000.0,-43.279128078460694,3.8183644109526638,-0.0882264634359166,3.116452773734927,0.58130777
6000,6,-1000.0,-52.02823064804077,3.479638635712395,-0.06687981875169588,2.1397392979860306,0.5592219
7000,7,-1000.0,-59.5871146812439,3.2732482083675127,-0.05493214809741116,1.6739296880811454,0.5273632
8000,8,-1000.0,-65.86723159027099,4.161354056400922,-0.06317791041054746,1.3809722822010517,0.4813327
9000,9,-1000.0,-71.12111826324463,3.8078563224635182,-0.05354044502463085,1.1257566799670458,0.44409797
10000,10,-1000.0,-75.6791629486084,2.069834332006701,-0.027350121900955322,1.0227900579869746,0.41964713
11000,11,-1000.0,-79.59482064056397,2.0160282774858467,-0.025328636477364167,0.911302348330617,0.4264615
12000,12,-1000.0,-82.7857349319458,3.308521288033036,-0.03996487185567433,0.7875856586992741,0.3968952
13000,13,-1000.0,-85.24564256286621,2.2130913418021323,-0.02596134271813414,0.515076358038932,0.38202032
14000,14,-1000.0,-87.09450211334229,0.947831659875856,-0.010882795548246836,0.3908445457816124,0.38304552
15000,15,-1000.0,-88.91023162841798,1.5751126636101656,-0.017715763807623682,0.3297733323033899,0.35673127
16000,16,-1000.0,-90.44119483184815,0.863775378260124,-0.009550685170248903,0.3082450553905219,0.34839314
17000,17,-1000.0,-91.77258280944824,1.1918102027248654,-0.012986560541719495,0.311258702121675,0.3519754
18000,18,-1000.0,-93.07819700622558,1.476663409027707,-0.015864761636164265,0.33509132750704884,0.35868806
19000,19,-1000.0,-93.98470183563232,1.3721408993163229,-0.014599619645716688,0.33762305247411134,0.33184397
20000,20,-1000.0,-94.98161415863036,3.8981417630669495,-0.041041014069908295,0.34027640300989154,0.34880278
21000,21,-1000.0,-95.74462339019776,1.967357555598104,-0.020547969023600756,0.3127124407365918,0.3771559
22000,22,-1000.0,-96.35648958587646,1.808751908822742,-0.018771459157514405,0.27181368818506596,0.39415243
23000,23,-1000.0,-96.78059016418457,0.7186015927934273,-0.007425059007951358,0.22299124366044998,0.39177245
24000,24,-1000.0,-97.34445581817627,2.0432005759602037,-0.02098938823775,0.16779996289685367,0.3987297
25000,25,-1000.0,-97.80117569732666,1.0591377872201706,-0.010829499539943891,0.10540487848687917,0.43502975
26000,26,-1000.0,-98.08212155914306,1.094709545645184,-0.011161152799749333,0.057030142371542754,0.46309355
27000,27,-1000.0,-98.34693659973145,0.5305976983271984,-0.005395162438935055,0.02431682937243022,0.37849337
28000,28,-1000.0,-98.68223635864258,0.19727030039267437,-0.001999045701353296,0.008030523599212757,0.30051154
29000,29,-1000.0,-98.95983322906494,0.2730368598348761,-0.0027590675016889977,0.0050398811227059925,0.3497783
30000,30,-1000.0,-99.10616233825684,0.2380732914519921,-0.0024022047250647233,0.004611559540906455,0.3839696
31000,31,-1000.0,-99.27573979187012,0.08147842918576735,-0.0008207285018130862,0.002378246980093536,0.36992815
32000,32,-1000.0,-99.4138475265503,0.06680475358258958,-0.0006719864007350499,0.0012916098443893134,0.34341732
33000,33,-1000.0,-99.53659520721436,0.06612212828637302,-0.0006642996794166064,0.0007453687933193577,0.37281772
34000,34,-1000.0,-99.6186441268921,0.02844517168717224,-0.0002855406428834686,0.0004945109003929247,0.37651598
35000,35,-1000.0,-99.69268377685547,0.030243108850129593,-0.00030336337336271804,0.0002761836659810797,0.37303165
36000,36,-1000.0,-99.76585146331787,0.03963657763207729,-0.0003972960391828155,0.00017521487032172444,0.35191944
37000,37,-1000.0,-99.80617333221436,0.022291396143871687,-0.0002233468672290706,0.00013512268235535885,0.44886494
38000,38,-1000.0,-99.84413079833985,0.014283849767111504,-0.00014306148646795578,9.298173024308198e-05,0.42508608
39000,39,-1000.0,-99.86194441223145,0.009299360535540221,-9.312216570861403e-05,7.657607250212095e-05,0.38868874
40000,40,-1000.0,-99.87498891448975,0.01434621155982179,-0.00014364168362616418,6.319427894459295e-05,0.38514063
41000,41,-1000.0,-99.88999704742432,0.008002261131664275,-8.011073549101296e-05,5.5184244276460956e-05,0.36853135
42000,42,-1000.0,-99.9055305557251,0.005009416919877011,-5.014153763072075e-05,4.370272291589572e-05,0.3913078
42805,43,-805.0,-99.91522354220751,0.00648149053676664,-6.486989977086568e-05,3.446239625671251e-05,0.34202677
43805,44,-1000.0,-99.92142483520507,0.004305588140465045,-4.308973923826662e-05,3.33421009115682e-05,0.30073434
44805,45,-1000.0,-99.938746383667,0.014930575881321538,-0.00014939727004382,0.6119856306997172,0.29238987
45805,46,-1000.0,-99.94236529541016,0.02852478315515607,-0.0002854123281037263,1.5299882031365315,0.31690845
46508,47,-703.0,-99.90813513331189,0.016381816966150396,-0.00016396879938046494,0.8700054796007853,0.30951357
47508,48,-1000.0,-99.89041525268554,0.017934379202626527,-0.0001795405410745288,2.4453033550473537,0.2956404
48508,49,-1000.0,-99.91462348175048,0.012680759807714256,-0.00012691595450019797,1.528478111578316,0.27998492
49508,50,-1000.0,-99.90671021270752,0.01507379323088152,-0.00015087868671472105,2.752034514925728,0.28998137
50508,51,-1000.0,-99.90420176696777,0.02042674543886607,-0.0002044633266427834,3.05760068573043,0.31138927
51508,52,-1000.0,-99.92441411590576,0.016673848887411892,-0.00016686461496858337,2.1410309466972577,0.40505537
52508,53,-1000.0,-99.91158499908447,0.020288937181040984,-0.00020306891519363747,2.1402212083093337,0.4243068
53508,54,-1000.0,-99.93858467102051,0.01503616481796522,-0.00015045405002944075,1.2239042854080842,0.41951838
54508,55,-1000.0,-99.93331887817382,0.017740071263235926,-0.0001775190843492589,1.529444294341411,0.43158174
55508,56,-1000.0,-99.95687885284424,0.011866839236503925,-0.00011871958561225381,1.2240709960200487,0.41981906
56508,57,-1000.0,-99.91217876434327,0.033337693305663836,-0.00033366996614392136,2.7518401951655016,0.41763332
57508,58,-1000.0,-99.88225923919677,0.017689017169345907,-0.00017709868903730415,3.3612293464268745,0.44598913
58508,59,-1000.0,-99.8733949356079,0.012072232950074762,-0.00012087536383296252,1.8328589996380698,0.41472828
59508,60,-1000.0,-99.9012578125,0.039209733579005,-0.00039248488395006914,2.139502763368487,0.4182082
60508,61,-1000.0,-99.88872842407227,0.021264102931334242,-0.00021287790190959913,1.8335080910765418,0.41800797
61508,62,-1000.0,-99.90383261871338,0.015421908828435237,-0.00015436753950465057,1.8340342224551913,0.41209128
62508,63,-1000.0,-99.91652242279052,0.02293398138550464,-0.00022953142112433549,1.2230645499753217,0.3619021
63508,64,-1000.0,-99.90639681243897,0.03835031656943217,-0.00038386247320509225,1.5279459294352737,0.35905454
64508,65,-1000.0,-99.8893461151123,0.02415607071173907,-0.0002418282995255736,2.138820886056204,0.37910083
65508,66,-1000.0,-99.88635173034668,0.02500397101959062,-0.00025032419931695347,1.222474894842981,0.39208308
66508,67,-1000.0,-99.92144757843018,0.027593710952609072,-0.0002761540352080094,1.8345935993927154,0.4187039
67508,68,-1000.0,-99.95310385131836,0.016537352841518867,-0.0001654511186177711,0.9176608034938126,0.43936852
68174,69,-666.0,-99.97234243673606,0.021069623895148125,-0.0002107545285185379,0.4595265731748174,0.44834855
69174,70,-1000.0,-99.94804927062988,0.04277403949737141,-0.00042796272473064387,3.365016562685894,0.4240232
69770,71,-596.0,-99.94036874195073,0.027603639486451968,-0.00027620109705343854,3.0790923550757707,0.42276087
70770,72,-1000.0,-99.91858554840088,0.032223993600860576,-0.0003225024996500893,3.363257561958709,0.4511277
71770,73,-1000.0,-99.88165916442871,0.026288103274494642,-0.0002631924969449921,3.3614117486509576,0.4185403
72523,74,-753.0,-99.87146804627194,0.03800566981437512,-0.0003805458211224704,4.4622631713756125,0.42668378
73523,75,-1000.0,-99.87700228881836,0.0229149050773493,-0.00022943124595475287,3.9707368685942876,0.43444878
74523,76,-1000.0,-99.85938077545165,0.023957842719935802,-0.00023991579492975724,6.413201532563091,0.41054457
75523,77,-1000.0,-99.82718166351319,0.029515589898032924,-0.0002956668655388963,5.494128734887657,0.3829213
76523,78,-1000.0,-99.86244477844238,0.02039132238433601,-0.00020419410349483002,6.10825665470839,0.36396706
77523,79,-1000.0,-99.81632098388671,0.025491683296072085,-0.0002553859233119521,3.356632517492706,0.39336967
78390,80,-867.0,-99.84175460973826,0.03311705339458379,-0.0003316954266682494,4.929045996014387,0.38641685
