Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,Mean silhouette score
1000,1,-1000.0,-1.4648205483406782,0.8620944280809655,-0.5885324513351006,7.749698106363415,0.47749466
2000,2,-1000.0,-6.732468189716339,2.2954808529845354,-0.34095680637463976,13.408314227581025,0.53178
3000,3,-1000.0,-16.445666789054872,3.867444158199945,-0.23516493480056735,11.567244404271245,0.58039165
4000,4,-1000.0,-29.43664367866516,4.13867365831368,-0.14059597634472412,7.2186131151765585,0.56298476
5000,5,-1000.0,-42.131429374694825,4.061533230660045,-0.09640150573907424,5.678853243023157,0.48847872
6000,6,-1000.0,-52.981812294006346,5.9239803591229405,-0.1118115840630295,4.4574915823340415,0.43850347
7000,7,-1000.0,-62.16252684402466,3.8074669063847435,-0.06125019524927395,3.9579226256608964,0.41934043
8000,8,-1000.0,-69.33417798614502,5.242116132568221,-0.07560652314383459,3.60739864474535,0.42716813
9000,9,-1000.0,-75.88739488220214,4.150931988919278,-0.05469857010327805,3.316166246116161,0.40939248
10000,10,-1000.0,-80.866875,4.953161832507615,-0.06125081292565857,2.9408653676211833,0.4157378
11000,11,-1000.0,-84.71804401397705,2.5333011989423726,-0.02990273475299336,2.5471169258356094,0.40674347
12000,12,-1000.0,-87.79842377471924,2.3279315690402838,-0.026514502982576214,2.0940280249863865,0.4158655
13000,13,-1000.0,-90.39514080810547,2.5061247766755272,-0.027724109440745628,1.4371565041542054,0.39432785
14000,14,-1000.0,-92.07000150299072,4.05660998642067,-0.04406006212880206,0.9743368845954538,0.38967893
15000,15,-1000.0,-93.1769213104248,1.1208406465955876,-0.012029165922551101,0.7085630171298981,0.36502331
16000,16,-1000.0,-93.96147002410889,0.8655877140358844,-0.009212155938107286,0.5874513817932456,0.32943693
17000,17,-1000.0,-94.83085158538819,2.600626519638097,-0.027423844415194614,0.5334422615133226,0.38237396
18000,18,-1000.0,-95.42294284057617,1.8730088355175054,-0.01962849582879408,0.5272933700680733,0.45578694
19000,19,-1000.0,-96.18126354217529,1.2809876448319897,-0.013318473865445522,0.532174055069685,0.42868197
20000,20,-1000.0,-96.82255891418457,1.8254559815598517,-0.018853622565148102,0.5620394145511091,0.4323526
21000,21,-1000.0,-97.08876708221436,1.969584367715084,-0.020286428872325138,0.5595577069744467,0.47521317
22000,22,-1000.0,-97.71313376617432,2.4340421184848737,-0.024910081425793696,0.4766593095958233,0.47549748
23000,23,-1000.0,-97.92562258148193,2.5384946913463957,-0.02592268115767317,0.4253990777507424,0.43691775
24000,24,-1000.0,-98.48804766082763,2.6585589186912384,-0.026993721388881245,0.3203517385572195,0.43029886
25000,25,-1000.0,-98.9717957611084,1.3162172579431852,-0.01329891256212208,0.2236511616818607,0.44056177
26000,26,-1000.0,-99.02240180206299,0.5430134730888252,-0.00548374371058239,0.14943614930473267,0.47297612
27000,27,-1000.0,-99.11600541687012,0.5043483158283215,-0.005088464912473949,0.08058292231708765,0.4571513
28000,28,-1000.0,-99.26538224029541,0.26817688478247065,-0.0027016153943102226,0.029874786170898004,0.41161028
29000,29,-1000.0,-99.3398051147461,0.15706566183090132,-0.0015810949261424144,0.009284425809164531,0.4216557
30000,30,-1000.0,-99.43069610595703,0.05353249068632319,-0.0005383899819958717,0.003964886511676013,0.39701316
31000,31,-1000.0,-99.51540134429932,0.04229366702748488,-0.00042499619612806444,0.002774941378069343,0.39570746
32000,32,-1000.0,-99.58720079040528,0.03890314314009163,-0.0003906440067732052,0.002180492889019661,0.38173515
33000,33,-1000.0,-99.65301541900635,0.022864300035877885,-0.00022943911872351717,0.0016070519768982194,0.39745203
34000,34,-1000.0,-99.7172298965454,0.03330414430280982,-0.0003339858551763039,0.0011009212459757692,0.33630618
35000,35,-1000.0,-99.71667492675782,0.04570494199730457,-0.0004583480348785695,0.000985804137577361,0.32473618
36000,36,-1000.0,-99.73924430847168,0.03889416492457824,-0.00038995848819835743,0.0008013656424882356,0.3813341
37000,37,-1000.0,-99.7734095993042,0.05607882866512321,-0.0005620618648830288,0.0005800788756387192,0.48969167
38000,38,-1000.0,-99.79594048309326,0.019560263044548158,-0.0001960025923886345,0.0005547347603423986,0.39938998
39000,39,-1000.0,-99.80285272979737,0.013984990200951647,-0.00014012615690268997,0.0004951818522822577,0.364538
40000,40,-1000.0,-99.78497120666503,0.06523611646541871,-0.0006537669518419557,0.0004834020088164834,0.35678348
41000,41,-1000.0,-99.81305051422119,0.022788684295335995,-0.0002283136741932269,0.00043156624511902917,0.33995554
42000,42,-1000.0,-99.81479221343994,0.01662214309372483,-0.00016652985719972952,0.00042315826694539285,0.32249388
43000,43,-1000.0,-99.81771100616456,0.05484349994240236,-0.0005494365618043007,0.0003171483870901284,0.34017044
44000,44,-1000.0,-99.86549003601074,0.010793238357780614,-0.00010807775893242655,0.000258309308292155,0.3744896
45000,45,-1000.0,-99.86522546386719,0.019784384383295932,-0.00019811084680777327,0.0002479521025343274,0.34170988
46000,46,-1000.0,-99.84133151245118,0.03615655501434263,-0.0003621401524461196,0.000270687672564236,0.31751758
47000,47,-1000.0,-99.86789360046387,0.00954578417730365,-9.558411450523786e-05,0.0002191300420108746,0.35541725
48000,48,-1000.0,-99.88044631958007,0.008622136795678975,-8.632457215991368e-05,0.00019726881300084642,0.36693758
48910,49,-910.0,-99.87917778937371,0.07443394531563202,-0.0007452398684398377,0.33594644021546366,0.36373147
49910,50,-1000.0,-99.86917152404786,0.03613006065778081,-0.0003617739098704841,0.611510954292742,0.35002947
50910,51,-1000.0,-99.85020708465576,0.01988129965101927,-0.00019911125105793076,0.0002230414948262478,0.32969183
51910,52,-1000.0,-99.85461627197266,0.015641359806484848,-0.0001566413290686801,0.6109557887840092,0.3442494
52910,53,-1000.0,-99.84921858978271,0.030794421038292278,-0.0003084092341754529,1.8321566925943424,0.3228942
53898,54,-988.0,-99.82285782200123,0.05580258369712167,-0.0005590160902488471,0.6182923318880713,0.31597912
54898,55,-1000.0,-99.85371940612794,0.013498090548298737,-0.0001351786456085718,0.9161178688965392,0.33880582
55898,56,-1000.0,-99.88899526977539,0.01694541861860662,-0.00016964249738263208,1.222092501713336,0.34880894
56898,57,-1000.0,-99.90366859436035,0.01892447775779159,-0.00018942725551581889,3.361852110154046,0.35610402
57898,58,-1000.0,-99.89382900238037,0.01776512604851277,-0.00017784007506699382,3.361005084480692,0.34395343
58898,59,-1000.0,-99.90769859313964,0.016125335781255627,-0.00016140233443794795,1.833992603057769,0.35340717
59898,60,-1000.0,-99.9180796737671,0.010111362823706128,-0.00010119652876356077,0.6115286528402648,0.33514118
60898,61,-1000.0,-99.91899301147461,0.015126719018338728,-0.0001513898265227872,0.6112142627956128,0.3299879
61898,62,-1000.0,-99.90333164978027,0.04010108562585245,-0.00040139888193549194,3.6680178343455037,0.31238478
62898,63,-1000.0,-99.84012501525879,0.030890434481271784,-0.0003093989964110194,1.2214884359197467,0.32898954
63898,64,-1000.0,-99.89345091247559,0.035781796561955764,-0.00035819962405049934,2.4447799380544977,0.3483909
64898,65,-1000.0,-99.91621114349365,0.0488585373544787,-0.0004889950969448892,1.5294251001130215,0.37360385
65898,66,-1000.0,-99.93841609191894,0.009160589551933506,-9.16623447734853e-05,0.9174851304025546,0.43310577
66898,67,-1000.0,-99.87736389923096,0.03244735751868414,-0.000324871985522377,0.6112009953817492,0.4113649
67898,68,-1000.0,-99.89811874389649,0.016500258211142708,-0.0001651708602585755,1.52823617285827,0.386761
68898,69,-1000.0,-99.93623765563964,0.01656778292617589,-0.0001657835367313423,1.5293591098780261,0.37129042
69898,70,-1000.0,-99.93150012969971,0.015784427984046855,-0.00015795247708240607,2.140383208366111,0.38338688
70898,71,-1000.0,-99.93288356018067,0.014623545208588096,-0.00014633366603277929,1.528814872562196,0.40038458
71898,72,-1000.0,-99.9580585784912,0.014736242785998261,-0.00014742425969014548,0.9180561387612779,0.40061602
72898,73,-1000.0,-99.96020378112793,0.01317978138262539,-0.00013185028525435717,1.5298767175851273,0.40633073
73898,74,-1000.0,-99.90946263122558,0.022875905465058303,-0.00022896635476356465,2.7516754034076656,0.43422145
74732,75,-834.0,-99.8784411405202,0.038765129746437574,-0.00038812309547260994,2.9305818795085354,0.43919495
75732,76,-1000.0,-99.87221870422363,0.024539851781610052,-0.0002457124924228028,2.4439696877871273,0.4047983
76732,77,-1000.0,-99.91576309967041,0.023701479488472878,-0.00023721461712532385,2.4456514567362317,0.40878284
77732,78,-1000.0,-99.95044708251953,0.018017945008044538,-0.0001802687785195082,2.447559779418657,0.40615395
78623,79,-891.0,-99.91276469803284,0.049781268869753,-0.0004982473362658648,2.0586608918994833,0.41031957
79623,80,-1000.0,-99.95648217773437,0.027519535953410997,-0.00027531517070076585,5.201968550240232,0.41334432
80623,81,-1000.0,-99.92043846130372,0.053821722738863965,-0.0005386457822611293,4.892965276024975,0.34428516
81623,82,-1000.0,-99.87958583831787,0.016234687722364066,-0.00016254260153465494,3.3607310699289155,0.32240552
82623,83,-1000.0,-99.9011558380127,0.02059094575013667,-0.00020611318835514166,3.056337336812805,0.3269803
83623,84,-1000.0,-99.875586769104,0.04281562285564202,-0.00042868957510732553,4.582529942907828,0.30885893
84623,85,-1000.0,-99.85840129089355,0.030442497684435767,-0.000304856649925277,5.4977455484290045,0.3054886
85623,86,-1000.0,-99.81931608581543,0.028944972002639173,-0.0002899736557777551,4.2734777699188395,0.31828204
86623,87,-1000.0,-99.82420725250245,0.031652744889232254,-0.00031708486108151656,4.578197913976481,0.32258412
87623,88,-1000.0,-99.78316105651855,0.018572826306047046,-0.00018613186943964566,3.354390503462775,0.33906925
88623,89,-1000.0,-99.75471782684326,0.025382559022826556,-0.00025444971000656067,5.486967213719283,0.40096724
89319,90,-696.0,-99.7221548584686,0.050686325431988,-0.000508275473027282,4.81494769809285,0.40272358
90096,91,-777.0,-99.68517820930235,0.04986678647812946,-0.0005002427379266703,6.26874941287714,0.38296074
91096,92,-1000.0,-99.67386435699463,0.02786608638638567,-0.0002795726499233514,6.694346986303896,0.41317683
92096,93,-1000.0,-99.72387469482422,0.027587212936534232,-0.00027663599134065774,4.569488141858971,0.39959675
93096,94,-1000.0,-99.71351197814941,0.032550005504705215,-0.00032643525294583965,3.6556034297418663,0.37480348
94096,95,-1000.0,-99.7374762954712,0.039819751203161315,-0.00039924562644031347,4.2655528354953764,0.39230347
95096,96,-1000.0,-99.79056373596191,0.029579176121871727,-0.0002964125566034072,5.490240019189494,0.38512942
96096,97,-1000.0,-99.74757125854492,0.03500526672017871,-0.00035093853693385005,7.922829167203272,0.38074365
97096,98,-1000.0,-99.71660642242432,0.029063741712102163,-0.000291463405693741,3.3508096697717193,0.37532473
97947,99,-851.0,-99.77656286219452,0.028231687337018065,-0.0002829490867109744,2.8660106597890658,0.37402883
98913,100,-966.0,-99.80579128225891,0.026204027756764843,-0.0002625501728918487,4.422237737607438,0.35816973
99913,101,-1000.0,-99.81353167724609,0.030142856099188486,-0.0003019916798120868,5.798244303889947,0.35586935
100913,102,-1000.0,-99.8943602294922,0.041242898325364,-0.00041286513303268247,8.554572405680558,0.3496455
101750,103,-837.0,-99.91279925639199,0.04009492695131863,-0.000401299205404392,5.8450938393450595,0.33936855
102750,104,-1000.0,-99.8462939453125,0.031745878108566467,-0.00031794748562179203,6.1069628420493025,0.34030992
103571,105,-821.0,-99.81918193710271,0.031243606559363837,-0.0003130020298007533,4.4611981173746935,0.32982707
104571,106,-1000.0,-99.84805257415772,0.02373006692077032,-0.00023766179018009251,6.717398683588047,0.32338786
105226,107,-655.0,-99.82709877072399,0.03734544383098023,-0.000374101263993985,6.522988099520161,0.32479042
106226,108,-1000.0,-99.83041465759277,0.030502232200704197,-0.00030554047386584005,9.462546343776179,0.30488515
107226,109,-1000.0,-99.8525969619751,0.031883502500043334,-0.0003193056912899812,12.827091801205091,0.3092866
108226,110,-1000.0,-99.88144050598144,0.034232639632886884,-0.00034273273852950534,8.556503621869739,0.30018663
109091,111,-865.0,-99.81472790668465,0.026717074116398697,-0.0002676666527746898,7.408766786527502,0.32340756
110008,112,-917.0,-99.8165175293368,0.038639143847927236,-0.0003871017022465336,12.311453382843956,0.33010158
110872,113,-864.0,-99.82450051660891,0.037411398326716194,-0.0003747717056745167,13.423447130245007,0.32893607
111872,114,-1000.0,-99.86424922943115,0.027675218433597118,-0.0002771283882584971,10.691263753356802,0.34172308
112872,115,-1000.0,-99.78207139587403,0.06527935418571196,-0.0006542192727862257,12.80410169012535,0.34155133
113458,116,-586.0,-99.749355342201,0.031110558654103185,-0.0003118873154355237,13.51966813651227,0.35698363
114458,117,-1000.0,-99.78827960205078,0.0409391960205399,-0.0004102605655073198,16.165389428574095,0.38636896
