Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss
24,1,24.0,1.4469467352610081,0.7973231771162295,0.5510383745897902,0.9307509577677896
40,2,16.0,2.070690408349037,0.14760210614995375,0.07128159069787599,0.10135712818009779
52,3,12.0,1.814008355140686,0.061080151941713824,0.0336713729948486,0.05504537420347333
74,4,22.0,1.9712895642627368,0.03848844643245535,0.019524501691789785,0.04971717148807577
97,5,23.0,1.9125566638034324,0.013954358602158387,0.00729618048252116,0.04805539969516837
109,6,12.0,1.9412629703680675,0.020342539897974948,0.010479023300031299,0.03528360552930584
124,7,15.0,1.9530259768168132,0.012337580698711648,0.006317161597010785,0.040548669764151175
158,8,34.0,1.949886812883265,0.022188908644110248,0.011379588034292043,0.05061027498039253
174,9,16.0,1.9382214173674583,0.01776054369477121,0.0091633203181162,0.04827080521499738
202,10,28.0,1.9431362790720803,0.017412367505787712,0.008960960532373346,0.044333002380361516
215,11,13.0,1.936574963422922,0.01650994787547264,0.008525333739878103,0.0436106097454635
232,12,17.0,1.9416713504230274,0.021991821890144515,0.011326232879397024,0.041048887267927915
244,13,12.0,1.9336535930633545,0.027812357603102376,0.014383319588821062,0.050753565466341875
263,14,19.0,1.9442534321232845,0.01834565226774258,0.009435833808819676,0.04370391797764521
279,15,16.0,1.9412221983075142,0.009944072833410814,0.005122583515725667,0.04347450705245137
296,16,17.0,1.9420200235703413,0.02261976133166779,0.011647542794168561,0.046095860163297725
324,17,28.0,1.9382882501397813,0.029703761227531315,0.015324738838709466,0.043017501277582984
351,18,27.0,1.9380293113213998,0.02784611509033829,0.01436826312567588,0.046129787547720805
368,19,17.0,1.9477167900870829,0.021394030990332477,0.010984159041610944,0.048462096766075664
387,20,19.0,1.9403486314572786,0.012612711298260186,0.006500229440101978,0.048216451204528936
395,21,8.0,1.9135683476924896,0.033609196319446914,0.01756362471190285,0.0728352542500943
472,22,77.0,1.9327058343144206,0.03665673451359049,0.018966535860121498,0.04450938025301975
514,23,42.0,1.942850146974836,0.031998114138588454,0.016469676875703422,0.04848595279812192
538,24,24.0,1.9472660720348358,0.03572362784207685,0.01834552984572196,0.039227737642553016
572,25,34.0,1.9350406772950117,0.01910712279333506,0.00987427448814402,0.055063042104901636
595,26,23.0,1.9508965170901755,0.02544470766625926,0.01304257168094741,0.042116164999163666
610,27,15.0,1.9258676052093506,0.02384605707993886,0.012381981510793774,0.04282859098166227
640,28,30.0,1.9472163359324137,0.0173837347868295,0.008927479944597626,0.05103040859103203
651,29,11.0,1.9298624883998523,0.00782602437566061,0.0040552238424767595,0.046328562777489424
682,30,31.0,1.9426403430200392,0.029105333095800608,0.014982358005884558,0.0495114787899506
695,31,13.0,1.919684465114887,0.05184850533967965,0.027008868531202435,0.06033203063102869
705,32,10.0,1.8672606706619264,0.025563127543658203,0.013690176173740281,0.06336387097835541
720,33,15.0,1.9437304973602294,0.0606757666189703,0.031216141693189335,0.052285772779335576
729,34,9.0,1.9242324166827731,0.025449525023469293,0.013225806198266991,0.06187913137384587
754,35,25.0,1.9291289043426514,0.029916696707815108,0.01550787852510519,0.05844702739268541
772,36,18.0,1.938588069544898,0.030227905568796322,0.01559274300903575,0.05357099468043695
782,37,10.0,1.8479870796203612,0.0478021145827947,0.025867125971797845,0.05142688285559416
805,38,23.0,1.9455484877461973,0.05629285636057881,0.028934183195706807,0.05404012909402018
822,39,17.0,1.9500607252120972,0.031441086952237976,0.01612313224185278,0.040849028429126036
855,40,33.0,1.9372414964618105,0.05439131412328938,0.028076682345814914,0.05186452637214891
874,41,19.0,1.9393927360835828,0.026460667367905182,0.01364379007695984,0.05755157528543159
895,42,21.0,1.955046812693278,0.01748175828014884,0.008941861732745889,0.04170922484869758
905,43,10.0,1.9260777115821839,0.03081737490616747,0.016000068284291822,0.03898952449671924
924,44,19.0,1.9543691685325222,0.021631588923106626,0.011068322848824485,0.038614916272069276
944,45,20.0,1.9266005635261536,0.02121744839163616,0.011012894314119271,0.06228262353688478
963,46,19.0,1.9343260024723254,0.02912685917526018,0.015057885350262668,0.04557892302737424
979,47,16.0,1.9261629655957222,0.035638276543481805,0.018502212523050784,0.05062905291561037
996,48,17.0,1.9286819065318388,0.04513042026721112,0.023399618213023405,0.04732171561130706
1018,49,22.0,3.3429542183876038,1.0096721547555316,0.3020299079185486,1.0219877254805232
1031,50,13.0,3.6082654549525333,0.2676060092809791,0.07416472336138015,0.5670303157888926
1066,51,35.0,3.701320219039917,0.1692609954538381,0.04572989783027814,0.626758847279208
1095,52,29.0,3.73785583726291,0.11768229974855367,0.03148390544530148,0.4144145892611865
1125,53,30.0,3.710482295354207,0.021888975473031633,0.005899226496899936,0.5336160937945048
1136,54,11.0,3.7276924306696113,0.069829051474115,0.018732514222363432,0.5784232941540804
1155,55,19.0,3.714801637749923,0.10181319935979033,0.027407439020474638,0.4691308102521457
1167,56,12.0,3.6332313219706216,0.14294489469367716,0.039343736202336145,0.6734576659897963
1188,57,21.0,3.782006172906785,0.10500575610871442,0.027764564971084857,0.44115514556566876
1205,58,17.0,3.7072387162376854,0.04491566906534241,0.012115666808455583,0.5378523889709922
1215,59,10.0,3.7578489065170286,0.01869989814746914,0.004976224061334383,0.5157785035669804
1231,60,16.0,3.6916412711143494,0.07639706246517938,0.02069460623461888,0.4830259745940566
1245,61,14.0,3.6931155749729703,0.08076736481335357,0.021869709510497708,0.566433924649443
1260,62,15.0,3.7353454271952313,0.05248482415665439,0.014050862277565534,0.5436145772536596
1282,63,22.0,3.6738352992317895,0.04526660267473485,0.012321347852529,0.5835162225094709
1293,64,11.0,3.7194986776872114,0.04983575819364719,0.013398514830131656,0.532513827085495
1305,65,12.0,3.69527401526769,0.04524693484188756,0.012244541177444947,0.47440773869554204
1316,66,11.0,3.725970441644842,0.08379172907767177,0.02248856516443046,0.5191710103641857
1369,67,53.0,3.7291510150117695,0.09397663864995016,0.025200545183513723,0.504517802652323
1378,68,9.0,3.633655654059516,0.17554625484609804,0.048311197196128905,0.5806642671426138
1389,69,11.0,3.6313314004377886,0.06262922777635903,0.017246905024644276,0.5341470410878008
1401,70,12.0,3.776609500249227,0.06185127464924757,0.016377460959404424,0.4379405966028571
1413,71,12.0,3.7282652258872986,0.04197414535060821,0.011258358192748662,0.43764774315059185
1435,72,22.0,3.747856313532049,0.06681909740700398,0.01782861769960237,0.4921354658224366
1446,73,11.0,3.7306446812369605,0.0776582610315259,0.02081631129925162,0.588751960884441
1472,74,26.0,3.6944209795731764,0.06425813863612653,0.01739329085434936,0.49187772835676485
1520,75,48.0,3.7190880328416824,0.08289015918872743,0.02228776475758566,0.5245446690823883
1536,76,16.0,3.7444964349269867,0.03642813902732046,0.009728448046454279,0.4651760789565742
1578,77,42.0,3.7015001546768915,0.0593072404639473,0.01602248763626603,0.5400313440532911
1602,78,24.0,3.6864561339219413,0.10063252571122787,0.027297904018233114,0.5496479896828532
1612,79,10.0,3.630866265296936,0.05932850125247418,0.01634004034230719,0.5796389177441597
1622,80,10.0,3.6230504274368287,0.043582214313355405,0.012029149244877657,0.5786491364240647
1637,81,15.0,3.7426448980967204,0.06750519747085182,0.018036762586047323,0.5793720801671346
1658,82,21.0,3.739319222314017,0.06788224987761958,0.018153638628266605,0.40824281175931293
1685,83,27.0,3.7287025628266512,0.08774966777523927,0.023533565978166433,0.5263709944707377
1714,84,29.0,3.6729683053904565,0.04857036092824916,0.013223735379629382,0.5952288487861896
1732,85,18.0,3.745350466834174,0.07620875627984834,0.020347563453591882,0.5387733636630906
1742,86,10.0,3.5854244232177734,0.05262726778305559,0.014678113821689412,0.42091611623764036
1751,87,9.0,3.7678891552819147,0.08321910085551892,0.022086398358842498,0.4884573957986302
1774,88,23.0,3.7122235090836235,0.04332567467812065,0.011671084613333467,0.5461276277251865
1795,89,21.0,3.6837562038784935,0.08548554523788221,0.023206081104899825,0.5178307218565827
1827,90,32.0,3.7050169706344604,0.06783613383806228,0.018309263999523807,0.50679995957762
1844,91,17.0,3.7279578657711254,0.05354313916519877,0.014362592361038772,0.5050017785500077
1909,92,65.0,3.7209270587334267,0.09029474567397897,0.024266733598565772,0.5357056815463763
1953,93,44.0,3.732322535731576,0.0773524758715292,0.020725024466934843,0.5440612727437507
1968,94,15.0,3.6939785957336424,0.13401120576377273,0.03627828431885038,0.5077433705329895
1986,95,18.0,3.691090292400784,0.0668580863383238,0.01811337058753919,0.517717632982466
2009,96,23.0,4.025191379630047,0.5276158176105414,0.1310784426997939,1.2060761241161304
2064,97,55.0,5.291652410680597,0.2238914388924623,0.042310307162383334,1.3273263226855885
2091,98,27.0,5.280990370997676,0.12279376306942705,0.023252033130715413,1.2244788579366825
2120,99,29.0,5.289837853661899,0.12172324052499102,0.023010769685639403,1.1544041371551053
2134,100,14.0,5.3685840879167825,0.06260128242106178,0.01166066906951503,0.9406200359974589
2166,101,32.0,5.262123197317123,0.13189642687156397,0.025065248745755504,1.2793867131695151
2191,102,25.0,5.211923027038575,0.1254924185039896,0.024077949319849155,1.2409128856658935
2203,103,12.0,5.331639289855957,0.18817214007362845,0.035293486645213805,1.3492426586647828
2214,104,11.0,5.094396244395863,0.06135937720712242,0.012044484618686927,1.3885308666662737
2243,105,29.0,5.28956441221566,0.0618772849920091,0.011697992532071336,1.2745662228814487
2277,106,34.0,5.231028669020709,0.13250071521134724,0.0253297627665559,1.4009375773808534
2296,107,19.0,5.252578208321019,0.11743388904493944,0.022357380392528617,1.3967448990595968
2324,108,28.0,5.218988350459507,0.1433139262466492,0.027460096981061683,1.2527992629579134
2341,109,17.0,5.253385936512666,0.0966849234492417,0.018404306216539587,1.1487588777261621
2368,110,27.0,5.225782994870786,0.08029352361350474,0.015364879041535879,1.3867212351825502
2383,111,15.0,5.228868993123372,0.05898985040674346,0.01128156977815329,1.2866321682929993
2395,112,12.0,5.3555623690287275,0.049975789814823354,0.009331567139210975,0.7979846224188805
2404,113,9.0,5.369315147399902,0.13673721728484137,0.025466416764725858,1.4291045135921903
2416,114,12.0,5.042813936869304,0.04696227050367136,0.009312711333709573,1.4664644102255504
2425,115,9.0,5.163278632693821,0.08181172421154034,0.015844917547836648,1.4693489736980863
2437,116,12.0,5.306849718093872,0.07539808723768857,0.014207692179527226,1.1094223608573277
2446,117,9.0,5.151918888092041,0.12284980636478209,0.023845446528425105,1.3961068987846375
2465,118,19.0,5.266500372635691,0.13492071631645985,0.025618666433120742,1.2930089282362085
2490,119,25.0,5.255114040374756,0.09650219584545948,0.018363482714939837,1.2342850351333619
2523,120,33.0,5.2007661443768125,0.07341180036260805,0.01411557419131075,1.3737715166626554
2576,121,53.0,5.209311395321253,0.13267952584159412,0.025469686062683898,1.4231855301362164
2620,122,44.0,5.281330542130903,0.16680761436443775,0.03158439204548149,1.2747134762731465
2641,123,21.0,5.2134406226021905,0.03861880155068433,0.007407546061473792,1.3124975661436717
2649,124,8.0,5.243885159492493,0.15176498826727322,0.02894132568722408,1.5996522270143032
2673,125,24.0,5.180688003698985,0.03311443330315915,0.0063918987747410404,1.5217155839006107
2691,126,18.0,5.213855743408203,0.08483117946770333,0.016270334977133587,1.296463516023424
2706,127,15.0,5.186275927225749,0.021869394953842894,0.004216781995542861,1.3764140476783118
2720,128,14.0,5.254883323396955,0.078096466789213,0.01486169377757535,1.2448897255318505
2816,129,96.0,5.236274719238281,0.08777936285691257,0.016763704649492072,1.377841320509712
2827,130,11.0,5.263080857016823,0.07365242008985928,0.013994164651995551,1.183394659649242
2867,131,40.0,5.233934426307679,0.16214710741225669,0.03097996539605955,1.278608607966453
2881,132,14.0,5.254820823669434,0.046551783449710234,0.008858871693593387,1.5314017874853951
2904,133,23.0,5.237193231997282,0.0887711378071571,0.016950136050890546,1.273495789455331
2920,134,16.0,5.1946825087070465,0.045192504707028125,0.008699762619039545,1.233244356699288
2940,135,20.0,5.277851271629333,0.04771506543644497,0.00904062334854593,1.1288760915398597
2967,136,27.0,5.357413839410852,0.0551322405894764,0.010290831031925511,0.9248317168266685
2977,137,10.0,5.403220891952515,0.11461598691217993,0.021212530304449972,1.0985778108239175
3014,138,37.0,5.473103832554173,0.5067581639264385,0.09259063584948396,2.1600402243234016
3029,139,15.0,6.857032140096028,0.42361811193713395,0.061778638816647205,2.3603761831919354
3073,140,44.0,6.62657904624939,0.15154821881756877,0.02286975191269231,2.0679636099799112
3105,141,32.0,6.658700719475746,0.14911631381844404,0.022394205731802928,2.4344973545521498
3130,142,25.0,6.733082695007324,0.07639632243948295,0.011346410834391193,1.9904656279087067
3168,143,38.0,6.621533180537977,0.08031116882719441,0.012128787493392792,2.1419012813191665
3187,144,19.0,6.598124529186048,0.07610572263188237,0.011534447750301987,2.0931351561295357
3210,145,23.0,6.715394413989523,0.12887783486298052,0.01919140216016232,2.0203788060209025
3239,146,29.0,6.63436720289033,0.18209582105657096,0.027447353377913576,2.361481885457861
3269,147,30.0,6.734566338857015,0.09366292856934731,0.013907789136908807,2.087942488491535
3294,148,25.0,6.602320575714112,0.089614837007056,0.013573233226010567,2.2194657158851623
3309,149,15.0,6.726114813486735,0.05412589090978772,0.00804712563057328,1.6683651944001516
3336,150,27.0,6.622091664208306,0.12341423313395304,0.018636744912637452,2.292220828709779
3403,151,67.0,6.664305103358938,0.1738597134107737,0.026088198351414772,2.355923750507298
3441,152,38.0,6.6494785735481665,0.1238223648803931,0.018621364594355164,2.0654646613095937
3456,153,15.0,6.524704710642497,0.22980945954861745,0.03522143449247189,2.9932475248972574
3481,154,25.0,6.686954669952392,0.13735426069976994,0.02054062985008209,2.077361490726471
3502,155,21.0,6.613234769730341,0.11551096507931759,0.017466636086779605,2.10277726820537
3514,156,12.0,6.575645645459493,0.25670805401921776,0.039039216505907005,2.4732025923828282
3532,157,18.0,6.642740541034275,0.2165236689706118,0.03259553306847945,1.8929044918881521
3542,158,10.0,6.482774162292481,0.2561690796689248,0.03951534840731466,2.8095658659934997
3555,159,13.0,6.336778420668382,0.09000694746390009,0.014203896915557047,2.8542160529356737
3567,160,12.0,6.604809125264485,0.10344427637270029,0.015661963034935993,2.4465494553248086
3585,161,18.0,6.605562739902073,0.08068682065818043,0.012214980590643305,2.4186539981100292
