Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,30.0
1200,3,15.0
1600,4,8.0
2000,5,11.0
2400,6,10.0
2800,7,11.0
3200,8,8.0
3600,9,10.0
4000,10,14.0
4400,11,10.0
4800,12,10.0
5200,13,13.0
5600,14,10.0
6000,15,13.0
6400,16,12.0
6800,17,138.0
7200,18,13.0
7600,19,13.0
8000,20,18.0
8400,21,22.0
8800,22,79.0
9200,23,94.0
9600,24,23.0
10000,25,10.0
10400,26,222.0
10800,27,84.0
11200,28,173.0
11600,29,106.0
12000,30,65.0
12400,31,84.0
12800,32,70.0
13200,33,134.0
13600,34,96.0
14000,35,109.0
14400,36,19.0
14800,37,176.0
15200,38,102.0
15600,39,134.0
16000,40,93.0
16400,41,108.0
16800,42,191.0
17200,43,405.0
17600,44,367.0
18000,45,182.0
18400,46,109.0
18800,47,95.0
19200,48,234.0
19600,49,103.0
20000,50,16.0
20400,51,108.0
20800,52,93.0
21200,53,162.0
21600,54,119.0
22000,55,313.0
22400,56,124.0
22800,57,145.0
23200,58,140.0
23600,59,191.0
24000,60,152.0
24400,61,383.0
24800,62,176.0
25200,63,117.0
25600,64,173.0
26000,65,138.0
26400,66,269.0
26800,67,152.0
27200,68,136.0
27600,69,243.0
28000,70,311.0
28400,71,135.0
28800,72,108.0
29200,73,170.0
29600,74,171.0
30000,75,208.0
30400,76,120.0
30800,77,166.0
31200,78,172.0
31600,79,176.0
32000,80,131.0
32400,81,188.0
32800,82,128.0
33200,83,280.0
33600,84,145.0
34000,85,140.0
34400,86,119.0
34800,87,204.0
35200,88,200.0
35600,89,114.0
36000,90,203.0
36400,91,119.0
36800,92,198.0
37200,93,145.0
37600,94,159.0
38000,95,108.0
38400,96,135.0
38800,97,139.0
39200,98,109.0
39600,99,343.0
40000,100,117.0
