Epoch time step,Epoch number,Episode reward
400,1,9.0
800,2,11.0
1200,3,10.0
1600,4,9.0
2000,5,12.0
2400,6,10.0
2800,7,9.0
3200,8,10.0
3600,9,10.0
4000,10,9.0
4400,11,9.0
4800,12,10.0
5200,13,10.0
5600,14,10.0
6000,15,55.0
6400,16,64.0
6800,17,10.0
7200,18,12.0
7600,19,39.0
8000,20,13.0
8400,21,12.0
8800,22,40.0
9200,23,105.0
9600,24,77.0
10000,25,98.0
10400,26,74.0
10800,27,113.0
11200,28,17.0
11600,29,13.0
12000,30,76.0
12400,31,63.0
12800,32,119.0
13200,33,63.0
13600,34,179.0
14000,35,342.0
14400,36,14.0
14800,37,127.0
15200,38,87.0
15600,39,100.0
16000,40,80.0
16400,41,72.0
16800,42,62.0
17200,43,93.0
17600,44,92.0
18000,45,133.0
18400,46,9.0
18800,47,15.0
19200,48,95.0
19600,49,118.0
20000,50,98.0
20400,51,178.0
20800,52,74.0
21200,53,133.0
21600,54,75.0
22000,55,89.0
22400,56,85.0
22800,57,20.0
23200,58,101.0
23600,59,232.0
24000,60,137.0
24400,61,178.0
24800,62,198.0
25200,63,363.0
25600,64,318.0
26000,65,253.0
26400,66,220.0
26800,67,247.0
27200,68,167.0
27600,69,163.0
28000,70,198.0
28400,71,250.0
28800,72,135.0
29200,73,117.0
29600,74,171.0
30000,75,120.0
30400,76,186.0
30800,77,164.0
31200,78,126.0
31600,79,171.0
32000,80,278.0
32400,81,137.0
32800,82,140.0
33200,83,134.0
33600,84,134.0
34000,85,108.0
34400,86,144.0
34800,87,119.0
35200,88,116.0
35600,89,125.0
36000,90,144.0
36400,91,171.0
36800,92,153.0
37200,93,148.0
37600,94,115.0
38000,95,156.0
38400,96,117.0
38800,97,121.0
39200,98,279.0
39600,99,111.0
40000,100,124.0
