Epoch time step,Epoch number,Episode reward
400,1,37.0
800,2,21.0
1200,3,14.0
1600,4,11.0
2000,5,8.0
2400,6,36.0
2800,7,28.0
3200,8,9.0
3600,9,11.0
4000,10,10.0
4400,11,12.0
4800,12,8.0
5200,13,15.0
5600,14,29.0
6000,15,178.0
6400,16,142.0
6800,17,121.0
7200,18,52.0
7600,19,12.0
8000,20,42.0
8400,21,14.0
8800,22,15.0
9200,23,105.0
9600,24,180.0
10000,25,65.0
10400,26,13.0
10800,27,16.0
11200,28,131.0
11600,29,78.0
12000,30,76.0
12400,31,269.0
12800,32,115.0
13200,33,183.0
13600,34,69.0
14000,35,49.0
14400,36,44.0
14800,37,495.0
15200,38,132.0
15600,39,73.0
16000,40,202.0
16400,41,300.0
16800,42,116.0
17200,43,143.0
17600,44,366.0
18000,45,151.0
18400,46,94.0
18800,47,116.0
19200,48,124.0
19600,49,133.0
20000,50,106.0
20400,51,603.0
20800,52,134.0
21200,53,240.0
21600,54,114.0
22000,55,123.0
22400,56,26.0
22800,57,246.0
23200,58,358.0
23600,59,98.0
24000,60,211.0
24400,61,167.0
24800,62,358.0
25200,63,145.0
25600,64,107.0
26000,65,112.0
26400,66,186.0
26800,67,165.0
27200,68,90.0
27600,69,154.0
28000,70,173.0
28400,71,360.0
28800,72,380.0
29200,73,138.0
29600,74,188.0
30000,75,114.0
30400,76,138.0
30800,77,132.0
31200,78,178.0
31600,79,112.0
32000,80,108.0
32400,81,144.0
32800,82,269.0
33200,83,127.0
33600,84,170.0
34000,85,156.0
34400,86,114.0
34800,87,130.0
35200,88,12.0
35600,89,124.0
36000,90,149.0
36400,91,135.0
36800,92,101.0
37200,93,117.0
37600,94,12.0
38000,95,351.0
38400,96,478.0
38800,97,105.0
39200,98,145.0
39600,99,357.0
40000,100,150.0
