Epoch time step,Epoch number,Episode reward
400,1,10.0
800,2,8.0
1200,3,8.0
1600,4,10.0
2000,5,8.0
2400,6,8.0
2800,7,12.0
3200,8,10.0
3600,9,53.0
4000,10,10.0
4400,11,11.0
4800,12,19.0
5200,13,18.0
5600,14,139.0
6000,15,236.0
6400,16,12.0
6800,17,117.0
7200,18,22.0
7600,19,75.0
8000,20,10.0
8400,21,23.0
8800,22,14.0
9200,23,65.0
9600,24,76.0
10000,25,67.0
10400,26,13.0
10800,27,93.0
11200,28,103.0
11600,29,13.0
12000,30,25.0
12400,31,97.0
12800,32,82.0
13200,33,89.0
13600,34,156.0
14000,35,101.0
14400,36,147.0
14800,37,113.0
15200,38,95.0
15600,39,163.0
16000,40,95.0
16400,41,174.0
16800,42,107.0
17200,43,138.0
17600,44,322.0
18000,45,169.0
18400,46,482.0
18800,47,318.0
19200,48,126.0
19600,49,157.0
20000,50,118.0
20400,51,142.0
20800,52,105.0
21200,53,113.0
21600,54,209.0
22000,55,151.0
22400,56,253.0
22800,57,321.0
23200,58,153.0
23600,59,387.0
24000,60,103.0
24400,61,218.0
24800,62,354.0
25200,63,230.0
25600,64,128.0
26000,65,132.0
26400,66,150.0
26800,67,139.0
27200,68,325.0
27600,69,135.0
28000,70,112.0
28400,71,269.0
28800,72,122.0
29200,73,288.0
29600,74,256.0
30000,75,137.0
30400,76,129.0
30800,77,111.0
31200,78,106.0
31600,79,167.0
32000,80,115.0
32400,81,407.0
32800,82,160.0
33200,83,288.0
33600,84,260.0
34000,85,132.0
34400,86,126.0
34800,87,158.0
35200,88,155.0
35600,89,131.0
36000,90,164.0
36400,91,143.0
36800,92,171.0
37200,93,182.0
37600,94,176.0
38000,95,163.0
38400,96,132.0
38800,97,104.0
39200,98,116.0
39600,99,124.0
40000,100,105.0
