Epoch time step,Epoch number,Episode reward
400,1,12.0
800,2,29.0
1200,3,11.0
1600,4,10.0
2000,5,10.0
2400,6,8.0
2800,7,11.0
3200,8,8.0
3600,9,18.0
4000,10,11.0
4400,11,10.0
4800,12,10.0
5200,13,11.0
5600,14,13.0
6000,15,10.0
6400,16,12.0
6800,17,14.0
7200,18,17.0
7600,19,12.0
8000,20,11.0
8400,21,11.0
8800,22,227.0
9200,23,75.0
9600,24,91.0
10000,25,15.0
10400,26,18.0
10800,27,68.0
11200,28,56.0
11600,29,114.0
12000,30,69.0
12400,31,56.0
12800,32,34.0
13200,33,192.0
13600,34,136.0
14000,35,212.0
14400,36,127.0
14800,37,224.0
15200,38,78.0
15600,39,76.0
16000,40,194.0
16400,41,16.0
16800,42,171.0
17200,43,126.0
17600,44,161.0
18000,45,177.0
18400,46,106.0
18800,47,193.0
19200,48,88.0
19600,49,179.0
20000,50,149.0
20400,51,213.0
20800,52,134.0
21200,53,105.0
21600,54,294.0
22000,55,150.0
22400,56,109.0
22800,57,350.0
23200,58,129.0
23600,59,231.0
24000,60,285.0
24400,61,85.0
24800,62,134.0
25200,63,127.0
25600,64,186.0
26000,65,109.0
26400,66,207.0
26800,67,132.0
27200,68,126.0
27600,69,111.0
28000,70,139.0
28400,71,250.0
28800,72,113.0
29200,73,134.0
29600,74,112.0
30000,75,122.0
30400,76,183.0
30800,77,132.0
31200,78,198.0
31600,79,235.0
32000,80,159.0
32400,81,213.0
32800,82,140.0
33200,83,12.0
33600,84,109.0
34000,85,179.0
34400,86,185.0
34800,87,252.0
35200,88,185.0
35600,89,109.0
36000,90,199.0
36400,91,147.0
36800,92,147.0
37200,93,119.0
37600,94,267.0
38000,95,197.0
38400,96,118.0
38800,97,181.0
39200,98,136.0
39600,99,101.0
40000,100,109.0
