Epoch number,Episode reward seed_0,Episode reward seed_10,Episode reward seed_20,Episode reward seed_40,Episode reward seed_60,Episode reward seed_80,Episode reward seed_100,Episode reward
1,30.0,10.0,8.0,10.0,10.0,8.0,28.0,14.857142857142858
2,11.0,12.0,9.0,8.0,10.0,24.0,10.0,12.0
3,8.0,55.0,16.0,12.0,11.0,8.0,10.0,17.142857142857142
4,11.0,11.0,8.0,10.0,12.0,10.0,9.0,10.142857142857142
5,12.0,43.0,10.0,8.0,8.0,11.0,9.0,14.428571428571429
6,12.0,10.0,27.0,34.0,27.0,12.0,9.0,18.714285714285715
7,61.0,16.0,9.0,10.0,610.0,77.0,9.0,113.14285714285714
8,25.0,10.0,11.0,11.0,53.0,10.0,39.0,22.714285714285715
9,132.0,58.0,10.0,16.0,39.0,228.0,31.0,73.42857142857143
10,37.0,9.0,48.0,13.0,16.0,31.0,57.0,30.142857142857142
11,12.0,67.0,42.0,10.0,10.0,33.0,109.0,40.42857142857143
12,8.0,98.0,148.0,20.0,8.0,60.0,14.0,50.857142857142854
13,8.0,41.0,31.0,67.0,22.0,8.0,25.0,28.857142857142858
14,58.0,43.0,38.0,15.0,40.0,19.0,9.0,31.714285714285715
15,23.0,21.0,28.0,51.0,20.0,10.0,27.0,25.714285714285715
16,249.0,43.0,171.0,68.0,29.0,123.0,60.0,106.14285714285714
17,123.0,61.0,16.0,43.0,10.0,53.0,77.0,54.714285714285715
18,102.0,9.0,17.0,201.0,20.0,41.0,63.0,64.71428571428571
19,12.0,76.0,205.0,11.0,25.0,52.0,26.0,58.142857142857146
20,28.0,10.0,82.0,105.0,99.0,23.0,79.0,60.857142857142854
21,15.0,14.0,58.0,82.0,120.0,22.0,13.0,46.285714285714285
22,43.0,83.0,116.0,72.0,131.0,101.0,167.0,101.85714285714286
23,47.0,118.0,77.0,223.0,10.0,30.0,116.0,88.71428571428571
24,102.0,78.0,211.0,129.0,129.0,162.0,39.0,121.42857142857143
25,113.0,18.0,118.0,158.0,36.0,40.0,10.0,70.42857142857143
26,29.0,43.0,25.0,23.0,23.0,151.0,154.0,64.0
27,138.0,77.0,32.0,112.0,17.0,91.0,37.0,72.0
28,176.0,42.0,26.0,21.0,34.0,94.0,35.0,61.142857142857146
29,19.0,58.0,69.0,59.0,50.0,17.0,66.0,48.285714285714285
30,96.0,80.0,149.0,18.0,59.0,62.0,91.0,79.28571428571429
31,35.0,10.0,125.0,87.0,41.0,75.0,70.0,63.285714285714285
32,35.0,50.0,71.0,130.0,36.0,18.0,40.0,54.285714285714285
33,31.0,38.0,392.0,52.0,113.0,152.0,78.0,122.28571428571429
34,69.0,96.0,117.0,141.0,21.0,75.0,62.0,83.0
35,108.0,77.0,123.0,25.0,113.0,130.0,126.0,100.28571428571429
36,21.0,23.0,245.0,68.0,22.0,177.0,87.0,91.85714285714286
37,59.0,52.0,35.0,177.0,84.0,131.0,94.0,90.28571428571429
38,16.0,98.0,196.0,49.0,62.0,62.0,21.0,72.0
39,29.0,103.0,83.0,25.0,136.0,97.0,90.0,80.42857142857143
40,41.0,69.0,41.0,51.0,87.0,189.0,76.0,79.14285714285714
41,103.0,143.0,49.0,83.0,76.0,148.0,30.0,90.28571428571429
42,43.0,69.0,51.0,55.0,74.0,104.0,71.0,66.71428571428571
43,199.0,106.0,87.0,65.0,52.0,191.0,94.0,113.42857142857143
44,179.0,215.0,217.0,19.0,40.0,121.0,94.0,126.42857142857143
45,145.0,85.0,340.0,199.0,186.0,149.0,99.0,171.85714285714286
46,64.0,108.0,93.0,140.0,154.0,18.0,55.0,90.28571428571429
47,129.0,66.0,132.0,67.0,213.0,159.0,88.0,122.0
48,308.0,126.0,58.0,106.0,95.0,86.0,93.0,124.57142857142857
49,123.0,59.0,171.0,167.0,150.0,89.0,117.0,125.14285714285714
50,59.0,127.0,32.0,169.0,125.0,166.0,211.0,127.0
51,119.0,67.0,116.0,75.0,90.0,145.0,168.0,111.42857142857143
52,136.0,61.0,203.0,245.0,113.0,754.0,126.0,234.0
53,220.0,18.0,145.0,21.0,23.0,1000.0,23.0,207.14285714285714
54,126.0,18.0,112.0,52.0,99.0,94.0,351.0,121.71428571428571
55,166.0,98.0,146.0,205.0,97.0,94.0,145.0,135.85714285714286
56,81.0,106.0,339.0,99.0,154.0,116.0,92.0,141.0
57,126.0,93.0,112.0,165.0,79.0,222.0,127.0,132.0
58,88.0,110.0,121.0,174.0,78.0,1000.0,18.0,227.0
59,102.0,350.0,445.0,205.0,240.0,113.0,97.0,221.71428571428572
60,113.0,132.0,142.0,96.0,97.0,143.0,271.0,142.0
61,120.0,152.0,146.0,116.0,200.0,203.0,182.0,159.85714285714286
62,158.0,34.0,161.0,86.0,92.0,172.0,184.0,126.71428571428571
63,68.0,144.0,248.0,87.0,96.0,104.0,153.0,128.57142857142858
64,89.0,134.0,94.0,101.0,201.0,222.0,127.0,138.28571428571428
65,121.0,60.0,211.0,117.0,332.0,1000.0,207.0,292.57142857142856
66,96.0,83.0,220.0,14.0,124.0,149.0,146.0,118.85714285714286
67,132.0,317.0,247.0,221.0,22.0,247.0,83.0,181.28571428571428
68,217.0,185.0,149.0,134.0,760.0,111.0,84.0,234.28571428571428
