Epoch number,Episode reward seed_0,Episode reward seed_10,Episode reward seed_20,Episode reward seed_40,Episode reward seed_60,Episode reward seed_80,Episode reward seed_100,Episode reward
1,9.0,10.0,12.0,8.0,12.0,11.0,9.0,10.142857142857142
2,11.0,12.0,11.0,16.0,8.0,10.0,13.0,11.571428571428571
3,15.0,9.0,10.0,27.0,8.0,8.0,14.0,13.0
4,11.0,9.0,10.0,52.0,12.0,19.0,10.0,17.571428571428573
5,8.0,142.0,65.0,12.0,18.0,38.0,9.0,41.714285714285715
6,32.0,14.0,8.0,49.0,9.0,10.0,67.0,27.0
7,12.0,57.0,8.0,21.0,8.0,11.0,19.0,19.428571428571427
8,25.0,30.0,18.0,64.0,86.0,10.0,18.0,35.857142857142854
9,19.0,313.0,17.0,532.0,10.0,72.0,9.0,138.85714285714286
10,8.0,58.0,139.0,10.0,8.0,60.0,100.0,54.714285714285715
11,45.0,34.0,8.0,29.0,179.0,8.0,211.0,73.42857142857143
12,8.0,91.0,9.0,225.0,95.0,65.0,98.0,84.42857142857143
13,10.0,52.0,10.0,12.0,10.0,109.0,471.0,96.28571428571429
14,64.0,10.0,10.0,60.0,19.0,35.0,27.0,32.142857142857146
15,11.0,22.0,29.0,68.0,82.0,11.0,10.0,33.285714285714285
16,8.0,10.0,170.0,163.0,216.0,10.0,9.0,83.71428571428571
17,9.0,14.0,29.0,10.0,92.0,54.0,42.0,35.714285714285715
18,43.0,10.0,8.0,12.0,23.0,13.0,35.0,20.571428571428573
19,102.0,29.0,178.0,112.0,127.0,28.0,29.0,86.42857142857143
20,87.0,45.0,132.0,231.0,11.0,94.0,127.0,103.85714285714286
21,79.0,110.0,19.0,23.0,255.0,20.0,9.0,73.57142857142857
22,26.0,59.0,47.0,59.0,13.0,83.0,314.0,85.85714285714286
23,32.0,62.0,10.0,114.0,26.0,11.0,71.0,46.57142857142857
24,65.0,68.0,31.0,21.0,10.0,42.0,9.0,35.142857142857146
25,65.0,46.0,12.0,43.0,47.0,53.0,190.0,65.14285714285714
26,115.0,57.0,69.0,43.0,60.0,56.0,50.0,64.28571428571429
27,42.0,97.0,210.0,77.0,70.0,108.0,54.0,94.0
28,8.0,97.0,34.0,50.0,128.0,222.0,51.0,84.28571428571429
