Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,2,2,2,2,2,2,2,2.0
2,2,2,2,2,2,2,2,2.0
3,2,2,2,2,2,2,2,2.0
4,2,2,2,2,2,2,2,2.0
5,2,2,2,2,2,2,2,2.0
6,2,2,2,2,2,2,2,2.0
7,2,2,2,2,2,2,2,2.0
8,2,2,2,2,2,2,2,2.0
9,2,2,2,2,2,2,2,2.0
10,2,2,2,2,2,2,2,2.0
11,2,2,2,2,2,2,2,2.0
12,2,2,2,2,2,2,2,2.0
13,2,2,2,2,2,2,2,2.0
14,2,2,2,2,2,2,2,2.0
15,2,2,2,2,2,2,2,2.0
16,2,2,2,2,2,2,2,2.0
17,2,2,2,2,2,2,2,2.0
18,2,2,2,2,2,2,2,2.0
19,2,2,2,2,2,2,2,2.0
20,2,2,2,2,2,2,2,2.0
21,2,2,2,2,2,2,2,2.0
22,2,2,2,2,2,2,2,2.0
23,2,2,2,2,2,2,2,2.0
24,2,2,2,2,2,2,2,2.0
25,2,2,2,2,2,2,2,2.0
26,2,2,2,2,2,2,2,2.0
27,2,2,2,2,2,2,2,2.0
28,2,2,2,2,2,2,2,2.0
29,2,2,2,2,2,2,2,2.0
30,1,2,2,2,2,2,2,1.8571428571428572
31,1,2,2,2,2,2,2,1.8571428571428572
32,1,2,2,2,2,2,2,1.8571428571428572
33,1,2,2,2,2,2,2,1.8571428571428572
34,1,2,2,2,2,2,2,1.8571428571428572
35,1,2,2,2,2,2,2,1.8571428571428572
36,1,2,2,2,2,2,2,1.8571428571428572
37,1,2,2,2,2,2,2,1.8571428571428572
38,1,2,2,2,2,2,2,1.8571428571428572
39,1,2,2,2,2,2,2,1.8571428571428572
40,1,2,2,2,2,2,2,1.8571428571428572
41,1,2,2,2,2,2,2,1.8571428571428572
42,1,2,2,2,2,2,2,1.8571428571428572
43,1,1,2,2,2,2,2,1.7142857142857142
44,1,1,2,2,2,2,2,1.7142857142857142
45,1,1,2,2,2,2,2,1.7142857142857142
46,1,1,2,2,2,2,2,1.7142857142857142
47,1,1,2,2,1,2,2,1.5714285714285714
48,1,1,2,2,1,2,2,1.5714285714285714
49,1,1,2,2,1,2,2,1.5714285714285714
50,1,1,2,2,1,2,1,1.4285714285714286
51,1,1,2,2,1,1,1,1.2857142857142858
52,1,1,2,2,1,1,1,1.2857142857142858
53,1,1,2,2,1,1,1,1.2857142857142858
54,1,1,2,2,1,1,1,1.2857142857142858
55,1,1,2,2,1,1,1,1.2857142857142858
56,1,1,2,2,1,1,1,1.2857142857142858
57,1,1,2,2,1,1,1,1.2857142857142858
58,1,1,2,2,1,1,1,1.2857142857142858
59,1,1,2,2,1,1,1,1.2857142857142858
60,1,1,2,2,1,1,1,1.2857142857142858
61,1,1,2,2,1,1,1,1.2857142857142858
62,1,1,2,2,1,1,1,1.2857142857142858
63,1,1,2,2,1,1,1,1.2857142857142858
64,1,1,2,2,1,1,1,1.2857142857142858
65,1,1,2,2,1,1,1,1.2857142857142858
66,1,1,2,2,1,1,1,1.2857142857142858
67,1,1,2,2,1,1,1,1.2857142857142858
68,1,1,2,2,1,1,1,1.2857142857142858
69,1,1,2,2,1,1,1,1.2857142857142858
70,1,1,2,2,1,1,1,1.2857142857142858
71,1,1,2,2,1,1,1,1.2857142857142858
72,1,1,2,2,1,1,1,1.2857142857142858
73,1,2,2,2,1,1,1,1.4285714285714286
74,1,2,2,2,1,1,1,1.4285714285714286
75,1,2,2,2,1,1,1,1.4285714285714286
76,1,2,2,2,1,1,1,1.4285714285714286
77,1,2,2,2,1,1,1,1.4285714285714286
78,1,2,2,2,1,1,1,1.4285714285714286
79,1,2,2,2,1,1,1,1.4285714285714286
80,1,2,2,2,1,1,1,1.4285714285714286
81,1,2,2,2,1,1,1,1.4285714285714286
82,1,2,2,2,1,1,1,1.4285714285714286
83,1,2,2,2,1,1,1,1.4285714285714286
84,1,2,2,2,1,1,1,1.4285714285714286
85,1,2,2,2,1,1,1,1.4285714285714286
86,1,2,2,2,1,1,1,1.4285714285714286
87,1,1,2,2,1,1,1,1.2857142857142858
88,1,1,2,2,1,1,1,1.2857142857142858
89,1,1,2,2,1,1,1,1.2857142857142858
90,1,1,2,2,1,1,1,1.2857142857142858
91,1,1,2,2,1,1,1,1.2857142857142858
92,1,1,2,2,1,1,1,1.2857142857142858
93,1,1,2,2,1,1,1,1.2857142857142858
94,2,1,2,2,1,1,1,1.4285714285714286
95,2,1,2,1,1,1,1,1.2857142857142858
96,2,2,2,1,2,1,1,1.5714285714285714
97,2,2,2,1,2,1,1,1.5714285714285714
98,2,2,2,1,1,1,1,1.4285714285714286
99,2,2,2,1,1,1,1,1.4285714285714286
100,2,2,2,1,1,1,1,1.4285714285714286
