Episode time step,Episode number,Episode reward,Mean Q value,Std Q value,Cv Q value,Mean loss,N steps
1000,1,-1000.0,-1.0592692620679736,0.6166916150251265,-0.5821858871097434,0.6293659414201975,1
2000,2,-1000.0,-4.967236067771911,1.7392156627527289,-0.35013750887278977,0.313790527228266,1
3000,3,-1000.0,-12.273427535533905,2.469681807648699,-0.20122185106796783,0.18319733904581517,1
4000,4,-1000.0,-20.162639302253723,3.688247875957965,-0.18292485525670754,0.13783920048736037,1
5000,5,-1000.0,-27.303797971725462,2.3394730815144635,-0.08568306445634825,0.11726605991460383,1
6000,6,-1000.0,-33.71584109115601,2.003676882570684,-0.059428352303400434,0.10392166460398584,1
7000,7,-1000.0,-39.627212211608885,1.8520933515797824,-0.04673791690643349,0.09248145867232234,1
8000,8,-1000.0,-44.98302178192139,2.7384829566819033,-0.060878145758151266,0.08655425926297904,1
9000,9,-1000.0,-49.70744841766357,2.6830719297102075,-0.05397726125802861,0.08064103779569268,1
10000,10,-1000.0,-54.197665580749515,3.0318101221970384,-0.05593986548516414,0.07636255099438131,1
11000,11,-1000.0,-57.61290808486938,2.665409385406902,-0.04626410077200922,0.06486898121237755,1
12000,12,-1000.0,-61.07269680023193,1.6814640369670677,-0.027532172723060137,0.05162121906690299,1
13000,13,-1000.0,-64.0571880645752,3.0517815487925453,-0.04764151597969122,0.04247837052028626,1
14000,14,-1000.0,-66.5892081565857,2.6330027378067986,-0.039540982851384056,0.03413454628456384,1
15000,15,-1000.0,-68.95056020355224,2.182810884195469,-0.03165762363281007,0.023868767213076354,1
16000,16,-1000.0,-70.88492729187011,2.541599549066645,-0.03585528893330959,0.01923435121588409,1
17000,17,-1000.0,-72.735046043396,2.139903015518289,-0.029420521906888687,0.015034171398263425,1
18000,18,-1000.0,-74.26722311401367,2.372913890982107,-0.03195102484630741,0.010711083248024807,1
19000,19,-1000.0,-75.78522590637208,1.6049907221813882,-0.021178147890780905,0.009818622792838141,1
20000,20,-1000.0,-77.15722605895996,1.1830552143055726,-0.015333044936083328,0.013464946143561975,1
21000,21,-1000.0,-78.43347537231445,0.9786662875853555,-0.012477660628191499,0.0202367179938592,1
22000,22,-1000.0,-79.60495208740234,2.0690302877261533,-0.025991225840503732,0.028333404062315822,1
23000,23,-1000.0,-80.76072532653808,1.1144507356927071,-0.013799414643524717,0.03762051044404507,1
24000,24,-1000.0,-82.13090573120117,3.306041709471161,-0.04025332096411072,0.04193514844030142,1
25000,25,-1000.0,-83.32414831542968,1.9213345212379929,-0.023058555773827295,0.04941886585578322,1
26000,26,-1000.0,-84.28879009246826,2.5915533223427083,-0.03074612080087599,0.05018536051735282,1
27000,27,-1000.0,-85.49360382843018,1.8864457944482032,-0.022065344189185782,0.047992413077503446,1
28000,28,-1000.0,-86.66057525634766,3.349778684314343,-0.038654009327834235,0.0464730865303427,1
29000,29,-1000.0,-87.52701203918457,2.3815115620964318,-0.027208875370157315,0.040809040922671555,1
30000,30,-1000.0,-88.15457257080078,4.562758883124999,-0.05175861841381454,0.042872640455141664,1
31000,31,-1000.0,-89.36490013122558,1.9124552152038103,-0.0214005186868168,0.043841771606355905,1
32000,32,-1000.0,-90.26305705261231,1.0235507740587535,-0.011339642235495622,0.039123461429029706,1
33000,33,-1000.0,-90.60620634460449,2.9837115753632784,-0.032930543013966015,0.03069138277787715,1
34000,34,-1000.0,-91.41289499664306,1.9533500101256238,-0.02136842958750356,0.04941138846985996,2
35000,35,-1000.0,-92.62269109344483,1.4596652048902996,-0.015759261447258945,0.05268546129204333,2
36000,36,-1000.0,-93.61746851348877,0.7523340549669809,-0.008036257195510276,0.021858143270015718,2
37000,37,-1000.0,-94.47158507537841,0.7779468288038359,-0.008234717647461044,0.012240370081039146,3
38000,38,-1000.0,-95.76917255401611,0.5777777693151106,-0.006033024551707702,0.03371724378643558,4
39000,39,-1000.0,-96.70413255310059,0.7820993214033434,-0.008087548078401818,0.060570092430338264,4
40000,40,-1000.0,-97.8208242263794,0.3261236595628452,-0.0033338878724648822,0.0401595148157794,5
41000,41,-1000.0,-98.50759149169922,0.24429476483427803,-0.002479958763938144,0.016550837614689954,6
42000,42,-1000.0,-99.07649575805664,0.17010701090516506,-0.0017169259934320235,0.01453453666716814,6
43000,43,-1000.0,-99.39585726165771,0.0902516069056233,-0.0009080016953627922,0.012006553177314345,7
44000,44,-1000.0,-99.56152647399902,0.06638820122844749,-0.0006668057790956539,0.00853558970586164,8
45000,45,-1000.0,-99.68989879608154,0.07649145038531412,-0.0007672938914481146,0.006715506945620291,9
46000,46,-1000.0,-99.82172686004638,0.02789862343496711,-0.0002794844801080427,0.005933784272332559,9
47000,47,-1000.0,-99.83336524963379,0.028656168472572092,-0.0002870399931016771,0.004118662779483202,10
48000,48,-1000.0,-99.88474392700195,0.019809943409180776,-0.00019832801917836756,0.0004037855820433833,11
49000,49,-1000.0,-99.9288344039917,0.010480520720919848,-0.00010487984557639551,0.0003368165713045528,11
50000,50,-1000.0,-99.94726383209229,0.008048095230753883,-8.052341727207646e-05,0.00025511197876949154,12
51000,51,-1000.0,-99.96246868896485,0.007321847339357878,-7.324596356398467e-05,0.00021510511425367441,13
52000,52,-1000.0,-99.96565666198731,0.006443204370181808,-6.44541794185191e-05,0.00012876545143762996,14
53000,53,-1000.0,-99.96781230163575,0.005348853498731556,-5.3505757259069615e-05,9.45449441501296e-05,14
54000,54,-1000.0,-99.97136731719971,0.006400549683970441,-6.402382857945817e-05,6.866710823805988e-05,15
55000,55,-1000.0,-99.96821173858642,0.0049698070130980605,-4.9713873306986246e-05,4.2401075867928736e-05,16
56000,56,-1000.0,-99.98092849731445,0.003631960396533011,-3.6326531980852406e-05,8.872090840668533e-06,16
57000,57,-1000.0,-99.98812470245362,0.0025421163144395257,-2.542418234169707e-05,7.890915512575702e-06,17
58000,58,-1000.0,-99.99227955627441,0.004075010787511101,-4.075325420716842e-05,8.444748031365634e-06,18
59000,59,-1000.0,-99.98913178253174,0.0040102384641322285,-4.01067435294285e-05,9.07480735770605e-06,19
60000,60,-1000.0,-99.98568148803712,0.00292259751626432,-2.9230160486669252e-05,7.642299086001004e-06,19
61000,61,-1000.0,-99.98934659576416,0.003335435165034111,-3.335790540284828e-05,6.576967154614976e-06,20
62000,62,-1000.0,-99.99169760131836,0.0026426420861332474,-2.642861507032165e-05,6.055721615325638e-06,21
63000,63,-1000.0,-99.99384721374511,0.0027897419395349742,-2.789913596955291e-05,6.911926256293555e-06,21
64000,64,-1000.0,-99.99412293243408,0.002393197267071594,-2.3933379251585363e-05,5.381223933852653e-06,22
65000,65,-1000.0,-99.99451071929931,0.0026670930758378943,-2.6672394881003555e-05,5.234991405188793e-06,23
66000,66,-1000.0,-99.99721286010742,0.003001437263554433,-3.0015209201413825e-05,5.294393057511115e-06,24
67000,67,-1000.0,-99.99423280334473,0.0031079305676226755,-3.108109818428166e-05,5.870302223797807e-06,24
68000,68,-1000.0,-99.99261740875244,0.002859033072646477,-2.8592441589555023e-05,6.2749140520281795e-06,25
69000,69,-1000.0,-99.99120971679687,0.01010668275729102,-0.000101075712414281,1.2722098059612108e-05,26
70000,70,-1000.0,-99.9926254196167,0.004261306164098323,-4.261620440723355e-05,2.2486448148754334e-05,26
71000,71,-1000.0,-99.99386071777344,0.0036051565295477104,-3.605377873870721e-05,1.5487794648379348e-05,26
72000,72,-1000.0,-99.99201702880859,0.003837644752241412,-3.837951134774841e-05,1.252316711520507e-05,26
73000,73,-1000.0,-99.99376290130616,0.0037071574082047894,-3.707388641693336e-05,1.1153009745385134e-05,27
74000,74,-1000.0,-99.99499000549316,0.003827642457063308,-3.827834231348029e-05,8.327287058591537e-06,27
75000,75,-1000.0,-99.99556186676026,0.0027178658691643155,-2.7179864970264917e-05,7.725526487945444e-06,28
76000,76,-1000.0,-99.99644567871094,0.0024716213608291355,-2.471709213315908e-05,7.400724248213919e-06,29
77000,77,-1000.0,-99.99787126922607,0.0032315541085721454,-3.231622901123339e-05,6.857864628955213e-06,29
78000,78,-1000.0,-99.99716107940674,0.002484251089619297,-2.4843216175373e-05,6.40787865825132e-06,30
79000,79,-1000.0,-99.99730419921875,0.0026719962151467787,-2.672068248783505e-05,5.1538994403586e-06,30
80000,80,-1000.0,-99.99653071594238,0.002748172733023167,-2.7482680782494663e-05,4.212516796428645e-06,30
81000,81,-1000.0,-99.99543029785156,0.0023615363177550133,-2.3616442378624894e-05,4.094379658226899e-06,30
82000,82,-1000.0,-99.99686210632325,0.0019860086546916026,-1.986070975487158e-05,3.1465737947655726e-06,30
83000,83,-1000.0,-99.99425538635253,0.002578612129788682,-2.578760269603065e-05,4.5656817092663e-06,30
84000,84,-1000.0,-99.99642691802978,0.0022031151928872564,-2.2031939148117953e-05,4.448902956937672e-06,30
85000,85,-1000.0,-99.99693451690673,0.0017407249802276967,-1.7407783434935077e-05,3.1915396130557384e-06,30
86000,86,-1000.0,-99.99717919921875,0.0023390198950400736,-2.3390858759927377e-05,4.357135935151746e-06,30
87000,87,-1000.0,-99.99252244567872,0.012180313727757429,-0.00012181224585442803,1.7131344287975024e-05,30
88000,88,-1000.0,-99.99427256774902,0.00301353519744584,-3.0137078055186436e-05,1.8698072312247403e-05,30
89000,89,-1000.0,-99.99679483795165,0.0024554527982238363,-2.455531501987623e-05,7.9675256970404e-06,29
90000,90,-1000.0,-99.9957332611084,0.0023419780726222595,-2.3420780029752842e-05,6.623338764541131e-06,28
91000,91,-1000.0,-99.98803003692628,0.05336765183053954,-0.0005337404068350031,1.9526093292313364e-05,28
92000,92,-1000.0,-99.9777139968872,0.012666181267749984,-0.00012669004682527892,0.00044131937343786377,27
93000,93,-1000.0,-99.98691555023193,0.011514277163657867,-0.00011515783940622977,0.00033286449676324994,26
94000,94,-1000.0,-99.99282223510743,0.007123762847207855,-7.124274210861013e-05,0.0002234472199979791,25
95000,95,-1000.0,-99.99384902191161,0.006918388934229891,-6.918814508994315e-05,0.00016877877274004048,25
96000,96,-1000.0,-99.98903600311279,0.0061823519324178365,-6.183029839616987e-05,0.00014614147445792013,24
97000,97,-1000.0,-99.98367586517334,0.005746228598998268,-5.7471667742512094e-05,0.00011365337989855107,24
98000,98,-1000.0,-99.98457334136963,0.01849736736141102,-0.00018500221327401062,9.322079458536336e-05,24
99000,99,-1000.0,-99.98848923492432,0.006214179102135542,-6.2148944840393e-05,9.375374485620114e-05,23
100000,100,-1000.0,-99.9914443435669,0.004666461405375191,-4.666860685941692e-05,4.973984258958808e-05,22
101000,101,-1000.0,-99.99290422058105,0.003621198709718499,-3.6214556802253226e-05,3.1008482702020504e-05,21
102000,102,-1000.0,-99.9958825149536,0.002245447918971152,-2.245540378760458e-05,8.001914789531384e-06,21
103000,103,-1000.0,-99.99550472259521,0.00240001902018927,-2.4001269125520564e-05,7.824696184741242e-06,22
104000,104,-1000.0,-99.9955758972168,0.003067191319437753,-3.067327021137865e-05,8.8012621370126e-06,23
105000,105,-1000.0,-99.99574052429199,0.0025876315364609256,-2.5877417606926083e-05,6.530038624191548e-06,23
106000,106,-1000.0,-99.99495225524902,0.0020787631397628974,-2.078868075717069e-05,5.937653643627527e-06,24
107000,107,-1000.0,-99.98571901702881,0.05305386107495244,-0.0005306143876998745,7.488086670122129e-05,25
108000,108,-1000.0,-99.99170722198487,0.017900423007558012,-0.00017901907573013515,0.00036576360412482245,24
109000,109,-1000.0,-99.98167819213867,0.007213447571054966,-7.214769447250729e-05,0.0002271034326802237,24
110000,110,-1000.0,-99.97661771392822,0.03771315436283518,-0.0003772197462285342,0.0001851190357579071,23
111000,111,-1000.0,-99.98648091125489,0.009716245391557616,-9.717559116998503e-05,0.00023167736527943816,22
112000,112,-1000.0,-99.98263278961181,0.005903487308523758,-5.9045127576767816e-05,0.00010073622225718281,22
113000,113,-1000.0,-99.98202716827393,0.004928510982825143,-4.929396935041388e-05,7.237178032312385e-05,21
114000,114,-1000.0,-99.98616546630859,0.004201519757085673,-4.202101098177847e-05,4.266053777723755e-05,22
115000,115,-1000.0,-99.9900740737915,0.004797070963152083,-4.797547164143413e-05,3.868263758647572e-05,23
116000,116,-1000.0,-99.9905746231079,0.003380159095059938,-3.3804777178255965e-05,2.58542131964532e-05,23
117000,117,-1000.0,-99.99167206573486,0.002999618267946648,-2.9998680949896394e-05,1.7173446518597758e-05,24
118000,118,-1000.0,-99.99505563354492,0.0027240978697412304,-2.7242325657823714e-05,1.166789174214955e-05,25
119000,119,-1000.0,-99.99589223480224,0.002434924299802088,-2.4350243248838626e-05,9.500048953611895e-06,25
120000,120,-1000.0,-99.99758322906494,0.0027627959371187066,-2.7628627091816375e-05,7.691822698404848e-06,26
121000,121,-1000.0,-99.99775326538087,0.0014786256273032746,-1.4786588488435304e-05,1.4282167849160033e-06,27
122000,122,-1000.0,-99.99787146759033,0.001972477447422326,-1.9725194331377475e-05,3.195585870685136e-06,28
123000,123,-1000.0,-99.99744386291503,0.0021022423956483165,-2.1022961332194133e-05,2.4868078126587532e-06,28
124000,124,-1000.0,-99.99897093963624,0.002623658827204494,-2.6236858265154047e-05,3.7045942556801493e-06,29
125000,125,-1000.0,-99.99708208465576,0.00221242441610413,-2.2124889746594114e-05,3.65638614658792e-06,30
126000,126,-1000.0,-99.99774196624756,0.0018342950723133588,-1.834336492250487e-05,2.841914027499115e-06,30
127000,127,-1000.0,-99.99856932830811,0.0019419071921375145,-1.9419349748514748e-05,1.7592147770528753e-06,30
128000,128,-1000.0,-99.99746340179443,0.021447723870469417,-0.00021448267926848775,3.3732315997667682e-06,30
129000,129,-1000.0,-99.97982373046875,0.012037517253418593,-0.00012039946465468884,0.00024428232922724645,30
130000,130,-1000.0,-99.98842353820801,0.008117255850736266,-8.118195650553952e-05,0.00025120257401067646,30
131000,131,-1000.0,-99.98818153381347,0.00805693410967423,-8.057886428257102e-05,0.0002005323175579292,29
132000,132,-1000.0,-99.9833977432251,0.008634843526419423,-8.63627734335976e-05,0.0002838208512258689,29
133000,133,-1000.0,-99.98635936737061,0.007278990310961522,-7.279983346745332e-05,0.0002580734900546986,29
134000,134,-1000.0,-99.98950368499756,0.007203310652366755,-7.20406681391253e-05,0.00027250047377845024,28
135000,135,-1000.0,-99.99445319366455,0.007482270373827129,-7.482685423896283e-05,0.00021569104519164739,27
136000,136,-1000.0,-99.978022315979,0.007189001177006798,-7.190581500288203e-05,0.0002392895625099527,26
137000,137,-1000.0,-99.98464469909668,0.009002330823149197,-9.0037133704297e-05,0.00023796472472736242,26
138000,138,-1000.0,-99.97908783721924,0.02338691465286035,-0.00023391806385489046,0.0002623999764036853,25
139000,139,-1000.0,-99.97932389068603,0.005437286347743774,-5.438410799505623e-05,0.0001168588946785576,24
140000,140,-1000.0,-99.988997215271,0.006324462608770148,-6.325158552349431e-05,0.00012282965664513768,24
141000,141,-1000.0,-99.98742542266845,0.006575065759421694,-6.575892650128223e-05,0.00011117906111030607,23
142000,142,-1000.0,-99.9875594482422,0.006241755395009953,-6.242532000434464e-05,8.998334887019155e-05,24
142707,143,-707.0,-99.98291642595045,0.08749859730266803,-0.0008751354774440033,9.63704112663194e-05,24
143707,144,-1000.0,-99.96498645019531,0.05177559518572214,-0.000517937300091746,17.879137970984154,23
144707,145,-1000.0,-99.97259660339355,0.06921707973008112,-0.0006923605276021365,21.591477382265786,22
145684,146,-977.0,-99.93467526548106,0.09501568798946683,-0.0009507779730814483,18.207647472197564,21
146684,147,-1000.0,-99.92221266937256,0.06106414661657642,-0.0006111168376407799,33.293549304401324,21
147603,148,-919.0,-99.8364190484546,0.1088467441897435,-0.0010902508846688083,26.4422112901976,20
147994,149,-391.0,-99.77476749273822,0.11933717672158048,-0.001196065695971339,48.88686482070111,20
148994,150,-1000.0,-99.74920378875733,0.07085649247039207,-0.0007103464466788883,60.23488163695226,19
149885,151,-891.0,-99.76951238630062,0.10048099240864765,-0.0010071312368410926,59.005444848599915,18
150599,152,-714.0,-99.69388224497563,0.11067125171683453,-0.00111011076331529,65.72364797416985,18
150924,153,-325.0,-99.59637415959286,0.18619382672056933,-0.0018694839876621718,92.14193284800939,18
151592,154,-668.0,-99.46313017428278,0.2538347562052264,-0.002552048741683961,94.96943506529469,17
152041,155,-449.0,-99.44264090353238,0.16838125325070538,-0.001693250015494351,117.24048544558973,17
153041,156,-1000.0,-99.31982948303222,0.10858898673075526,-0.0010933263507999335,121.17542238847184,16
154041,157,-1000.0,-99.2988759841919,0.06237142014759597,-0.0006281180882402468,102.79431096704286,15
154778,158,-737.0,-99.34962484082827,0.19074299938793196,-0.0019199166548794565,97.34863848333381,15
155115,159,-337.0,-99.28143133961483,0.21973199312701894,-0.00221322346144845,102.13825841517517,15
156115,160,-1000.0,-99.13902378845215,0.23007944119456797,-0.002320775738981686,119.73219995706238,14
