Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,2,2,2,2,2,2,2,2.0
2,2,2,2,2,2,2,2,2.0
3,2,2,2,2,2,2,4,2.2857142857142856
4,2,2,2,3,2,3,4,2.5714285714285716
5,2,2,2,4,2,3,6,3.0
6,2,2,3,7,2,4,9,4.142857142857143
7,2,2,4,10,2,4,10,4.857142857142857
8,2,2,4,13,2,4,13,5.714285714285714
9,3,4,6,16,3,6,16,7.714285714285714
10,4,7,9,19,4,9,19,10.142857142857142
11,6,10,12,22,7,12,22,13.0
12,9,13,15,25,10,15,25,16.0
13,12,16,18,28,13,18,28,19.0
14,15,19,21,30,16,21,30,21.714285714285715
15,18,22,24,30,19,24,30,23.857142857142858
16,21,25,27,30,22,27,30,26.0
17,24,28,30,30,25,30,30,28.142857142857142
18,27,28,30,28,28,30,30,28.714285714285715
19,30,25,30,25,30,30,30,28.571428571428573
20,30,22,30,22,30,30,30,27.714285714285715
21,30,19,29,21,30,29,30,26.857142857142858
22,30,20,26,21,30,30,30,26.714285714285715
23,29,18,23,22,30,30,30,26.0
24,28,15,20,21,30,30,27,24.428571428571427
25,25,17,19,18,28,29,26,23.142857142857142
26,22,14,22,16,28,30,24,22.285714285714285
27,19,11,25,17,28,30,27,22.428571428571427
28,16,12,28,16,29,30,30,23.0
29,15,9,30,19,26,30,30,22.714285714285715
30,12,10,30,18,23,29,30,21.714285714285715
31,9,13,30,15,20,30,30,21.0
32,6,16,30,12,18,30,30,20.285714285714285
33,5,13,30,11,15,27,30,18.714285714285715
34,2,12,29,8,12,26,30,17.0
35,1,13,26,9,15,25,30,17.0
36,1,10,27,10,18,24,30,17.142857142857142
37,1,9,28,11,21,27,30,18.142857142857142
38,1,6,25,8,24,29,27,17.142857142857142
39,4,9,24,11,27,26,30,18.714285714285715
40,7,8,27,12,24,25,29,18.857142857142858
41,10,5,29,13,21,24,26,18.285714285714285
42,13,6,30,12,18,25,23,18.142857142857142
43,14,5,28,10,15,22,20,16.285714285714285
44,11,6,29,7,14,20,17,14.857142857142858
45,8,3,30,6,11,20,14,13.142857142857142
46,11,4,29,5,10,19,11,12.714285714285714
47,14,3,26,8,13,18,12,13.428571428571429
48,17,4,29,9,15,19,13,15.142857142857142
49,14,5,26,12,18,22,11,15.428571428571429
50,13,2,25,11,17,23,8,14.142857142857142
51,12,3,24,8,14,24,11,13.714285714285714
52,15,4,25,5,11,23,14,13.857142857142858
53,18,5,22,6,8,22,17,14.0
54,21,2,25,3,7,23,20,14.428571428571429
55,18,5,28,4,8,20,21,14.857142857142858
56,15,6,27,5,9,21,20,14.714285714285714
57,14,5,28,6,6,20,21,14.285714285714286
58,13,4,30,7,3,21,18,13.714285714285714
59,12,3,29,6,1,20,15,12.285714285714286
60,12,4,30,7,1,17,18,12.714285714285714
61,11,1,30,6,4,20,21,13.285714285714286
62,14,1,30,6,1,19,22,13.285714285714286
63,17,4,30,5,3,22,23,14.857142857142858
64,14,3,28,2,2,23,24,13.714285714285714
65,11,2,25,1,1,26,25,13.0
66,12,1,22,1,1,23,25,12.142857142857142
67,9,4,19,1,1,22,26,11.714285714285714
68,12,1,16,4,1,21,25,11.428571428571429
69,11,3,15,5,1,20,24,11.285714285714286
70,12,2,14,2,2,17,21,10.0
71,11,1,15,2,5,20,18,10.285714285714286
72,10,1,14,3,8,17,15,9.714285714285714
73,13,1,13,4,7,14,16,9.714285714285714
74,14,1,14,7,4,15,19,10.571428571428571
75,15,1,17,4,5,18,16,10.857142857142858
76,16,2,20,1,2,21,15,11.0
77,13,3,23,1,3,22,18,11.857142857142858
78,12,4,26,1,2,19,21,12.142857142857142
79,15,3,29,3,5,16,22,13.285714285714286
80,16,1,29,4,2,19,25,13.714285714285714
81,13,1,28,1,1,16,28,12.571428571428571
82,14,2,25,1,1,19,30,13.142857142857142
83,11,1,28,3,2,20,30,13.571428571428571
84,14,1,29,2,5,17,29,13.857142857142858
85,17,1,30,1,2,14,26,13.0
86,16,1,30,2,1,11,23,12.0
87,13,3,30,1,1,8,20,10.857142857142858
88,12,1,30,1,1,7,17,9.857142857142858
89,15,1,30,1,2,10,18,11.0
90,18,1,30,3,5,13,17,12.428571428571429
91,15,3,27,2,6,16,14,11.857142857142858
92,12,1,24,1,7,19,15,11.285714285714286
93,13,2,21,4,6,22,18,12.285714285714286
94,16,1,20,3,7,25,15,12.428571428571429
95,19,1,19,4,6,28,12,12.714285714285714
96,18,4,18,3,5,27,9,12.0
97,17,1,17,4,6,28,6,11.285714285714286
98,14,1,18,5,7,27,3,10.714285714285714
99,17,3,19,6,6,30,2,11.857142857142858
100,20,6,22,3,5,29,1,12.285714285714286
